DATE,MNKANA5URN,S1701ACS027065,2020RATIO027065,MNKANA5LFN,RACEDISPARITY027065,CBR27065MNA647NCEN,PI27065,B14005DCYACS027065,DP04ACS027065,MNKANA5POP,CDC20N2U027065,PCPI27065,PUAAMN27065A647NCEN,B01002001E027065,B080ACS027065,CDC20N2UAA027065,ATNHPIUS27065A,EQFXSUBPRIME027065,MHIMN27065A052NCEN,HC01ESTVC1727065,HC01ESTVC1627065,B03002003E027065,B03002006E027065,B03002012E027065,ENU2706520510,BPPRIV027065,MHICILBMN27065A052NCEN,MHICIUBMN27065A052NCEN,B03002005E027065,PUA0T17MN27065A647NCEN,PUA5T17RMN27065A647NCEN,HOWNRATEACS027065,NETMIGNACS027065,S1101SPHOUSE027065,PEAAMN27065A647NCEN,PPAAMN27065A156NCEN,PECILBAAMN27065A647NCEN,PECIUBAAMN27065A647NCEN,PPCILBAAMN27065A156NCEN,DMPCRATE027065,PPCIUBAAMN27065A156NCEN,FBITC027065,S1501ACSTOTAL027065,PE5T17MN27065A647NCEN,PP5T17MN27065A156NCEN,PECILB5T17MN27065A647NCEN,PECIUB5T17MN27065A647NCEN,PPCILB5T17MN27065A156NCEN,PEU18MN27065A647NCEN,PPU18MN27065A156NCEN,B03002004E027065,PECILBU18MN27065A647NCEN,PECIUBU18MN27065A647NCEN,PPCILBU18MN27065A156NCEN,PPCIUB5T17MN27065A156NCEN,PPCIUBU18MN27065A156NCEN,county
1991-01-01,12.9,,,6547,,,183658.0,,,12.862,,14279.0,,,,,,,,,,,,,226.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1991-02-01,13.3,,,6514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1991-03-01,14.1,,,6637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1991-04-01,11.5,,,6651,,,,,,,,,,,,,,,,,,,,,228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1991-05-01,10.2,,,6694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1991-06-01,9.7,,,6964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1991-07-01,7.9,,,6860,,,,,,,,,,,,,,,,,,,,,227.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1991-08-01,7.8,,,6842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1991-09-01,7.8,,,6660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1991-10-01,7.1,,,6791,,,,,,,,,,,,,,,,,,,,,226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1991-11-01,9.8,,,6742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1991-12-01,11.0,,,6612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1992-01-01,13.1,,,6671,,,197591.0,,,13.015999999999998,,15181.0,,,,,,,,,,,,,227.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1992-02-01,13.4,,,6743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1992-03-01,13.5,,,6795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1992-04-01,10.5,,,6734,,,,,,,,,,,,,,,,,,,,,226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1992-05-01,9.2,,,6781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1992-06-01,9.5,,,6961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1992-07-01,8.8,,,6826,,,,,,,,,,,,,,,,,,,,,236.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1992-08-01,7.7,,,6838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1992-09-01,7.9,,,6798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1992-10-01,6.7,,,6658,,,,,,,,,,,,,,,,,,,,,237.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1992-11-01,9.4,,,6762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1992-12-01,11.0,,,6701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1993-01-01,14.3,,,7102,,1208.0,208168.0,,,13.218,,15749.0,,,,,,,27092.0,,,,,,237.0,45.0,24830.0,29341.0,,,,,,,1997.0,14.6,1575.0,2419.0,11.5,,17.7,,,569.0,17.8,427.0,710.0,13.4,812.0,19.4,,628.0,996.0,15.0,22.3,23.8,KANABEC
1993-02-01,14.3,,,7097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1993-03-01,13.4,,,7079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1993-04-01,12.3,,,7263,,,,,,,,,,,,,,,,,,,,,239.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1993-05-01,9.7,,,7284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1993-06-01,11.0,,,7175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1993-07-01,8.8,,,7084,,,,,,,,,,,,,,,,,,,,,244.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1993-08-01,7.8,,,6948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1993-09-01,9.0,,,7013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1993-10-01,8.3,,,7059,,,,,,,,,,,,,,,,,,,,,248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1993-11-01,9.2,,,6984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1993-12-01,10.2,,,7010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1994-01-01,13.6,,,7196,,,219729.0,,,13.495999999999999,,16281.0,,,,,,,,,,,,,250.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1994-02-01,12.4,,,7087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1994-03-01,12.2,,,7151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1994-04-01,9.6,,,7051,,,,,,,,,,,,,,,,,,,,,247.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1994-05-01,6.4,,,7007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1994-06-01,7.2,,,7106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1994-07-01,6.2,,,6975,,,,,,,,,,,,,,,,,,,,,241.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1994-08-01,6.1,,,7022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1994-09-01,6.5,,,7289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1994-10-01,5.9,,,7226,,,,,,,,,,,,,,,,,,,,,241.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1994-11-01,7.0,,,7328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1994-12-01,9.2,,,7372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1995-01-01,12.0,,,7309,,942.0,233833.0,,,13.769,,16983.0,,,,,75.3,,29405.0,,,,,,240.0,43.0,26331.0,32463.0,,,,,,,1668.0,11.9,1319.0,2018.0,9.4,,14.4,,,455.0,14.0,348.0,562.0,10.7,653.0,15.4,,505.0,801.0,11.9,17.3,18.9,KANABEC
1995-02-01,10.8,,,7243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1995-03-01,10.8,,,7393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1995-04-01,9.5,,,7480,,,,,,,,,,,,,,,,,,,,,245.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1995-05-01,6.8,,,7466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1995-06-01,7.1,,,7596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1995-07-01,5.6,,,7475,,,,,,,,,,,,,,,,,,,,,241.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1995-08-01,5.1,,,7388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1995-09-01,5.5,,,7467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1995-10-01,5.5,,,7338,,,,,,,,,,,,,,,,,,,,,248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1995-11-01,8.1,,,7410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1995-12-01,9.9,,,7405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1996-01-01,12.8,,,7495,,,246073.0,,,13.879000000000001,,17730.0,,,,,76.4,,,,,,,,248.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1996-02-01,11.7,,,7407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1996-03-01,12.9,,,7654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1996-04-01,12.0,,,7453,,,,,,,,,,,,,,,,,,,,,253.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1996-05-01,9.1,,,7586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1996-06-01,8.3,,,7535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1996-07-01,8.0,,,7516,,,,,,,,,,,,,,,,,,,,,263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1996-08-01,6.9,,,7345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1996-09-01,7.1,,,7436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1996-10-01,6.1,,,7416,,,,,,,,,,,,,,,,,,,,,268.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1996-11-01,9.1,,,7454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1996-12-01,10.6,,,7349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1997-01-01,13.0,,,7310,,682.0,262763.0,,,14.142999999999999,,18579.0,,,,,78.5,,31555.0,,,,,,272.0,66.0,28458.0,34636.0,,,,,,,1789.0,12.5,1372.0,2206.0,9.6,,15.4,,,557.0,17.2,391.0,723.0,12.1,787.0,18.2,,579.0,996.0,13.4,22.3,23.0,KANABEC
1997-02-01,11.8,,,7267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1997-03-01,11.9,,,7355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1997-04-01,9.5,,,7482,,,,,,,,,,,,,,,,,,,,,270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1997-05-01,5.8,,,7374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1997-06-01,7.1,,,7404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1997-07-01,5.6,,,7372,,,,,,,,,,,,,,,,,,,,,280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1997-08-01,5.3,,,7317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1997-09-01,5.2,,,7357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1997-10-01,4.5,,,7451,,,,,,,,,,,,,,,,,,,,,277.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1997-11-01,5.5,,,7473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1997-12-01,7.0,,,7302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1998-01-01,9.5,,,7230,,674.0,285116.0,,,14.360999999999999,,19853.0,14638.0,,,,83.84,,33653.0,,,,,,277.0,86.0,30587.0,36702.0,,4385.0,3352.0,,,,1818.0,12.4,1404.0,2233.0,9.6,,15.3,,,516.0,15.4,341.0,691.0,10.2,704.0,16.1,,503.0,905.0,11.5,20.6,20.6,KANABEC
1998-02-01,8.8,,,7261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1998-03-01,8.9,,,7272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1998-04-01,6.3,,,7201,,,,,,,,,,,,,,,,,,,,,271.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1998-05-01,4.7,,,7241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1998-06-01,5.5,,,7251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1998-07-01,4.8,,,7250,,,,,,,,,,,,,,,,,,,,,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1998-08-01,4.4,,,7063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1998-09-01,4.8,,,7055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1998-10-01,4.4,,,7091,,,,,,,,,,,,,,,,,,,,,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1998-11-01,5.4,,,7057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1998-12-01,7.6,,,6939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1999-01-01,9.7,,,6853,,536.0,304413.0,,,14.715,449.3,20687.0,14960.0,,,400.6,93.71,30.937713894592747,36765.0,,,,,,269.0,64.0,34455.0,39231.0,,4077.0,3110.0,,,,1457.0,9.7,1087.0,1826.0,7.3,,12.2,,,390.0,12.5,243.0,537.0,7.8,507.0,12.4,,339.0,674.0,8.3,17.3,16.5,KANABEC
1999-02-01,9.4,,,6916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1999-03-01,8.8,,,6938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1999-04-01,7.2,,,7047,,,,,,,,,,,,,,30.258560447239688,,,,,,,273.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1999-05-01,5.2,,,6999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1999-06-01,6.2,,,7127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1999-07-01,5.2,,,7320,,,,,,,,,,,,,,29.793103448275858,,,,,,,271.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1999-08-01,4.4,,,7178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1999-09-01,4.6,,,7247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1999-10-01,4.3,,,6430,,,,,,,,,,,,,,29.14001421464108,,,,,,,270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1999-11-01,5.4,,,6499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
1999-12-01,7.6,,,6963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2000-01-01,7.8,,,7813,,569.0,331020.0,,,15.004000000000001,405.1,22008.0,15174.0,,,360.7,100.0,28.986534372785265,39442.0,,,,,,273.0,84.0,36593.0,42513.0,,3911.0,2994.0,,,,1388.0,9.1,1071.0,1706.0,7.1,,11.2,,,334.0,11.2,227.0,441.0,7.6,506.0,12.9,,373.0,639.0,9.5,14.7,16.3,KANABEC
2000-02-01,7.1,,,7863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2000-03-01,6.7,,,7968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2000-04-01,4.5,,,7934,,,,,,,,,,,,,,28.2051282051282,,,,,,,278.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2000-05-01,3.3,,,7916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2000-06-01,3.5,,,7907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2000-07-01,3.4,,,7818,,,,,,,,,,,,,,29.986431478968797,,,,,,,275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2000-08-01,3.4,,,7792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2000-09-01,3.4,,,7965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2000-10-01,3.0,,,8066,,,,,,,,,,,,,,27.92682926829269,,,,,,,276.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2000-11-01,5.1,,,8163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2000-12-01,6.7,,,7988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
