DATE,MNJACK3URN,MNJACK3LFN,MHIMN27063A052NCEN,RACEDISPARITY027063,PI27063,2020RATIO027063,B14005DCYACS027063,DP04ACS027063,MNJACK3POP,CDC20N2U027063,PCPI27063,PUAAMN27063A647NCEN,B01002001E027063,B080ACS027063,CDC20N2UAA027063,ATNHPIUS27063A,EQFXSUBPRIME027063,HC01ESTVC1727063,S1701ACS027063,HC01ESTVC1627063,ENU2706320510,BPPRIV027063,MHICILBMN27063A052NCEN,MHICIUBMN27063A052NCEN,PUA0T17MN27063A647NCEN,PUA5T17RMN27063A647NCEN,HOWNRATEACS027063,NETMIGNACS027063,B03002012E027063,S1101SPHOUSE027063,PEAAMN27063A647NCEN,PPAAMN27063A156NCEN,PECILBAAMN27063A647NCEN,PECIUBAAMN27063A647NCEN,PPCILBAAMN27063A156NCEN,DMPCRATE027063,PPCIUBAAMN27063A156NCEN,FBITC027063,S1501ACSTOTAL027063,B03002003E027063,B03002006E027063,B03002005E027063,PE5T17MN27063A647NCEN,PP5T17MN27063A156NCEN,PECILB5T17MN27063A647NCEN,PECIUB5T17MN27063A647NCEN,PPCILB5T17MN27063A156NCEN,CBR27063MNA647NCEN,PEU18MN27063A647NCEN,PPU18MN27063A156NCEN,B03002004E027063,PECILBU18MN27063A647NCEN,PECIUBU18MN27063A647NCEN,PPCILBU18MN27063A156NCEN,PPCIUB5T17MN27063A156NCEN,PPCIUBU18MN27063A156NCEN,county
1991-01-01,5.7,5452,,,178111.0,,,,11.658,,15278.0,,,,,,,,,,252.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1991-02-01,5.9,5310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1991-03-01,6.5,5302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1991-04-01,5.4,5413,,,,,,,,,,,,,,,,,,,256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1991-05-01,4.3,5495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1991-06-01,5.0,5546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1991-07-01,4.3,5538,,,,,,,,,,,,,,,,,,,252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1991-08-01,4.8,5618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1991-09-01,3.5,5424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1991-10-01,2.9,5524,,,,,,,,,,,,,,,,,,,255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1991-11-01,4.4,5380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1991-12-01,5.0,5254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1992-01-01,6.4,5210,,,182064.0,,,,11.642000000000001,,15639.0,,,,,,,,,,255.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1992-02-01,5.5,5105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1992-03-01,5.7,5048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1992-04-01,4.6,5310,,,,,,,,,,,,,,,,,,,254.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1992-05-01,4.3,5481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1992-06-01,7.1,5614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1992-07-01,7.9,5554,,,,,,,,,,,,,,,,,,,260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1992-08-01,5.3,5485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1992-09-01,3.8,5344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1992-10-01,3.1,5408,,,,,,,,,,,,,,,,,,,264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1992-11-01,4.0,5377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1992-12-01,5.3,5204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1993-01-01,6.3,5446,27769.0,,163376.0,,,,11.673,,13996.0,,,,,,,,,,264.0,20.0,25311.0,30214.0,,,,,,,1386.0,11.8,1091.0,1682.0,9.3,,14.3,,,,,,335.0,13.5,251.0,418.0,10.2,717.0,505.0,15.5,,391.0,620.0,12.0,16.9,19.1,JACKSON
1993-02-01,5.9,5387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1993-03-01,5.6,5525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1993-04-01,4.7,5648,,,,,,,,,,,,,,,,,,,262.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1993-05-01,3.8,5763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1993-06-01,4.1,5781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1993-07-01,5.8,5860,,,,,,,,,,,,,,,,,,,260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1993-08-01,6.8,5799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1993-09-01,4.5,5660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1993-10-01,3.4,5635,,,,,,,,,,,,,,,,,,,263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1993-11-01,3.9,5470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1993-12-01,4.4,5498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1994-01-01,5.8,5683,,,206814.0,,,,11.712,,17658.0,,,,,,,,,,260.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1994-02-01,5.1,5659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1994-03-01,5.8,5683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1994-04-01,4.7,5501,,,,,,,,,,,,,,,,,,,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1994-05-01,4.0,5709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1994-06-01,5.2,5821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1994-07-01,6.4,5764,,,,,,,,,,,,,,,,,,,262.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1994-08-01,5.3,5870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1994-09-01,4.7,5869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1994-10-01,4.1,5799,,,,,,,,,,,,,,,,,,,269.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1994-11-01,4.3,5765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1994-12-01,4.9,5458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1995-01-01,5.8,5667,29457.0,,208249.0,,,,11.67,,17845.0,,,,,,,,,,267.0,20.0,26283.0,32614.0,,,,,,,1057.0,9.0,836.0,1277.0,7.1,,10.8,,,,,,248.0,10.1,191.0,305.0,7.8,548.0,376.0,11.7,,292.0,461.0,9.1,12.5,14.3,JACKSON
1995-02-01,4.9,5646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1995-03-01,4.8,5775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1995-04-01,4.8,5944,,,,,,,,,,,,,,,,,,,274.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1995-05-01,4.2,5964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1995-06-01,6.3,6293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1995-07-01,6.3,6108,,,,,,,,,,,,,,,,,,,261.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1995-08-01,5.4,6086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1995-09-01,3.8,6035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1995-10-01,3.2,5855,,,,,,,,,,,,,,,,,,,268.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1995-11-01,3.7,5947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1995-12-01,4.3,5962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1996-01-01,5.6,6045,,,254308.0,,,,11.747,,21649.0,,,,,,,,,,269.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1996-02-01,5.1,6096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1996-03-01,4.9,6094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1996-04-01,5.5,6149,,,,,,,,,,,,,,,,,,,268.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1996-05-01,5.4,6325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1996-06-01,7.5,6376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1996-07-01,6.8,6349,,,,,,,,,,,,,,,,,,,277.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1996-08-01,4.8,6272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1996-09-01,3.8,6140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1996-10-01,3.3,6124,,,,,,,,,,,,,,,,,,,282.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1996-11-01,3.2,5947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1996-12-01,3.8,5804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1997-01-01,4.9,5787,33304.0,,245668.0,,,,11.637,,21111.0,,,,,100.51,,,,,281.0,20.0,30119.0,36472.0,,,,,,,1083.0,9.5,834.0,1333.0,7.3,,11.6,,,,,,299.0,12.7,211.0,387.0,9.0,372.0,414.0,13.2,,306.0,522.0,9.8,16.5,16.7,JACKSON
1997-02-01,3.8,5822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1997-03-01,4.0,5792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1997-04-01,3.5,5928,,,,,,,,,,,,,,,,,,,290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1997-05-01,2.3,6087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1997-06-01,4.5,6157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1997-07-01,4.1,6068,,,,,,,,,,,,,,,,,,,306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1997-08-01,2.9,6087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1997-09-01,3.4,6190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1997-10-01,2.8,6246,,,,,,,,,,,,,,,,,,,301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1997-11-01,2.9,6089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1997-12-01,2.8,6009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1998-01-01,3.9,6295,33778.0,,258061.0,,,,11.472000000000001,,22495.0,11337.0,,,,98.55,,,,,298.0,23.0,30651.0,36889.0,3064.0,2342.0,,,,,1155.0,10.2,888.0,1423.0,7.8,,12.5,,,,,,292.0,12.5,192.0,392.0,8.2,319.0,412.0,13.4,,293.0,532.0,9.6,16.7,17.3,JACKSON
1998-02-01,3.6,6354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1998-03-01,3.5,6245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1998-04-01,2.7,6231,,,,,,,,,,,,,,,,,,,291.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1998-05-01,2.5,6515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1998-06-01,3.4,6567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1998-07-01,3.6,6515,,,,,,,,,,,,,,,,,,,298.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1998-08-01,3.6,6380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1998-09-01,2.6,6362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1998-10-01,3.3,6545,,,,,,,,,,,,,,,,,,,297.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1998-11-01,2.8,6227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1998-12-01,3.1,6198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1999-01-01,3.8,6121,35790.0,,252825.0,,,,11.35,357.6,22275.0,11130.0,,,306.3,109.25,20.12779552715655,,,,294.0,18.0,33522.0,38212.0,2739.0,2116.0,,,,,907.0,8.2,678.0,1136.0,6.1,,10.2,,,,,,231.0,10.9,145.0,317.0,6.8,292.0,297.0,10.8,,200.0,394.0,7.3,15.0,14.4,JACKSON
1999-02-01,3.6,6099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1999-03-01,3.6,6068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1999-04-01,3.3,6160,,,,,,,,,,,,,,,18.81918819188192,,,,298.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1999-05-01,2.3,6311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1999-06-01,3.2,6428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1999-07-01,4.2,6123,,,,,,,,,,,,,,,19.102153000458085,,,,293.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1999-08-01,3.2,6045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1999-09-01,3.0,6007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1999-10-01,3.0,6255,,,,,,,,,,,,,,,19.258898098488537,,,,292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1999-11-01,2.2,6051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
1999-12-01,2.5,5946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2000-01-01,3.8,5978,37535.0,,267435.0,,,,11.198,440.3,23908.0,10988.0,,,365.5,100.0,19.75669099756691,,,,291.0,26.0,34833.0,40447.0,2589.0,1987.0,,,,,858.0,7.8,662.0,1054.0,6.0,,9.6,,,,,,177.0,8.9,120.0,234.0,6.0,286.0,268.0,10.4,,197.0,339.0,7.6,11.8,13.1,JACKSON
2000-02-01,3.4,6111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2000-03-01,3.5,6112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2000-04-01,2.6,6098,,,,,,,,,,,,,,,19.91236611489776,,,,292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2000-05-01,2.3,6165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2000-06-01,3.7,6157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2000-07-01,3.7,6263,,,,,,,,,,,,,,,19.51807228915663,,,,293.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2000-08-01,4.0,6203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2000-09-01,2.8,6253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2000-10-01,2.6,6280,,,,,,,,,,,,,,,17.936842105263157,,,,295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2000-11-01,2.6,6177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2000-12-01,2.7,6091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2001-01-01,3.8,6064,37437.0,,278215.0,,,,11.030999999999999,277.7,25403.0,11066.0,,,225.8,109.42,18.401937046004843,,,,281.0,22.0,34973.0,40074.0,2485.0,1921.0,,,,,858.0,7.8,659.0,1057.0,6.0,,9.6,,,,,,169.0,8.8,110.0,228.0,5.7,254.0,247.0,9.9,,174.0,320.0,7.0,11.9,12.9,JACKSON
2001-02-01,3.6,6096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2001-03-01,3.8,6165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2001-04-01,3.6,6436,,,,,,,,,,,,,,,19.168975069252078,,,,282.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2001-05-01,2.7,6489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2001-06-01,4.1,6687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2001-07-01,3.7,6664,,,,,,,,,,,,,,,18.949909474954733,,,,286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2001-08-01,2.8,6793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2001-09-01,2.7,6638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2001-10-01,2.5,6508,,,,,,,,,,,,,,,19.5357833655706,,,,284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2001-11-01,2.9,6285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2001-12-01,3.1,6321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2002-01-01,4.4,6261,37652.0,,278928.0,,,,11.09,297.5,25485.0,11020.0,,,236.1,113.75,19.58417169684775,,,,280.0,29.0,35163.0,40316.0,2425.0,1879.0,,,,,874.0,7.9,661.0,1087.0,6.0,,9.9,,,,,,161.0,8.6,108.0,214.0,5.7,271.0,214.0,8.8,,152.0,276.0,6.3,11.4,11.4,JACKSON
2002-02-01,4.1,6309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2002-03-01,4.3,6423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2002-04-01,3.7,6543,,,,,,,,,,,,,,,18.71988988300069,,,,281.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2002-05-01,3.5,6562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2002-06-01,4.2,6695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2002-07-01,4.7,6733,,,,,,,,,,,,,,,19.767441860465123,,,,280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2002-08-01,2.7,6542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2002-09-01,3.5,6640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2002-10-01,2.9,6619,,,,,,,,,,,,,,,19.17808219178082,,,,279.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2002-11-01,2.9,6431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2002-12-01,3.0,6330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2003-01-01,4.3,6364,39182.0,,302520.0,,,,10.992,301.9,28027.0,11079.0,,,273.3,119.78,18.937644341801384,,,,271.0,22.0,36802.0,41716.0,2361.0,1818.0,,,,,874.0,7.9,664.0,1084.0,6.0,,9.8,,,,,,158.0,8.7,107.0,209.0,5.9,331.0,249.0,10.5,,179.0,318.0,7.6,11.5,13.5,JACKSON
2003-02-01,4.1,6318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2003-03-01,4.2,6470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2003-04-01,4.2,6492,,,,,,,,,,,,,,,18.512256973795434,,,,270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2003-05-01,4.1,6582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2003-06-01,4.9,6640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2003-07-01,5.2,6640,,,,,,,,,,,,,,,18.30624465355005,,,,271.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2003-08-01,3.8,6582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2003-09-01,4.0,6412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2003-10-01,3.4,6561,,,,,,,,,,,,,,,18.45082680591819,,,,271.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2003-11-01,3.7,6510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
