DATE,MNBROW5URN,2020RATIO027015,B01002001E027015,B080ACS027015,PCPI27015,EQFXSUBPRIME027015,PI27015,ATNHPIUS27015A,HC01ESTVC1627015,MHIMN27015A052NCEN,B03002012E027015,HOWNRATEACS027015,S1101SPHOUSE027015,PEAAMN27015A647NCEN,PPAAMN27015A156NCEN,DMPCRATE027015,RACEDISPARITY027015,B03002003E027015,B03002006E027015,B03002005E027015,B03002004E027015,CBR27015MNA647NCEN,B14005DCYACS027015,DP04ACS027015,MNBROW5POP,MNBROW5LFN,CDC20N2U027015,USPTOISSUED027015,PUAAMN27015A647NCEN,CDC20N2UAA027015,HC01ESTVC1727015,S1701ACS027015,ENU2701520510,BPPRIV027015,MHICILBMN27015A052NCEN,MHICIUBMN27015A052NCEN,PUA0T17MN27015A647NCEN,PUA5T17RMN27015A647NCEN,NETMIGNACS027015,PECILBAAMN27015A647NCEN,PECIUBAAMN27015A647NCEN,PPCILBAAMN27015A156NCEN,PPCIUBAAMN27015A156NCEN,FBITC027015,S1501ACSTOTAL027015,PE5T17MN27015A647NCEN,PP5T17MN27015A156NCEN,PECILB5T17MN27015A647NCEN,PECIUB5T17MN27015A647NCEN,PPCILB5T17MN27015A156NCEN,PEU18MN27015A647NCEN,PPU18MN27015A156NCEN,PECILBU18MN27015A647NCEN,PECIUBU18MN27015A647NCEN,PPCILBU18MN27015A156NCEN,PPCIUB5T17MN27015A156NCEN,PPCIUBU18MN27015A156NCEN,county
2004-05-01,4.4,,,,,,,,,,,,,,,,,,,,,,,,,14995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2004-06-01,4.8,,,,,,,,,,,,,,,,,,,,,,,,,15389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2004-07-01,4.5,,,,,18.82689556509299,,,,,,,,,,,,,,,,,,,,15343,,,,,,,751.0,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2004-08-01,4.1,,,,,,,,,,,,,,,,,,,,,,,,,15357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2004-09-01,4.0,,,,,,,,,,,,,,,,,,,,,,,,,15018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2004-10-01,3.3,,,,,19.63888888888889,,,,,,,,,,,,,,,,,,,,14879,,,,,,,757.0,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2004-11-01,3.6,,,,,,,,,,,,,,,,,,,,,,,,,14804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2004-12-01,4.6,,,,,,,,,,,,,,,,,,,,,,,,,14873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2005-01-01,6.0,,,,32235.0,19.56901572510192,846485.0,121.79,,45625.0,,,,1691.0,6.7,,,,,,,941.0,,,26.11,14855,275.5,,25187.0,229.3,,,741.0,65.0,42551.0,48698.0,5503.0,4153.0,,1383.0,2000.0,5.5,7.9,18.0,,287.0,6.9,218.0,356.0,5.2,479.0,8.7,372.0,586.0,6.8,8.6,10.7,BROWN
2005-02-01,6.1,,,,,,,,,,,,,,,,,,,,,,,,,14791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2005-03-01,6.0,,,,,,,,,,,,,,,,,,,,,,,,,14660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2005-04-01,4.6,,,,,19.32944606413994,,,,,,,,,,,,,,,,,,,,14536,,,,,,,769.0,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2005-05-01,4.2,,,,,,,,,,,,,,,,,,,,,,,,,14659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2005-06-01,3.8,,,,,,,,,,,,,,,,,,,,,,,,,15050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2005-07-01,3.3,,,,,19.262536873156346,,,,,,,,,,,,,,,,,,,,15249,,,,,,,782.0,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2005-08-01,3.3,,,,,,,,,,,,,,,,,,,,,,,,,15126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2005-09-01,3.4,,,,,,,,,,,,,,,,,,,,,,,,,14924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2005-10-01,3.0,,,,,20.72643413087345,,,,,,,,,,,,,,,,,,,,14676,,,,,,,788.0,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2005-11-01,3.4,,,,,,,,,,,,,,,,,,,,,,,,,14702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2005-12-01,4.3,,,,,,,,,,,,,,,,,,,,,,,,,14645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2006-01-01,6.3,,,,33631.0,20.76023391812865,882892.0,128.23,,47121.0,,,,1873.0,7.3,,,,,,,980.0,,,26.078000000000003,14768,284.2,,25566.0,242.4,,,780.0,75.0,43499.0,50744.0,5638.0,4180.0,,1505.0,2241.0,5.9,8.8,19.0,,311.0,7.4,240.0,382.0,5.7,504.0,8.9,398.0,610.0,7.1,9.1,10.8,BROWN
2006-02-01,6.1,,,,,,,,,,,,,,,,,,,,,,,,,14801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2006-03-01,5.9,,,,,,,,,,,,,,,,,,,,,,,,,14752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2006-04-01,4.5,,,,,20.67153284671533,,,,,,,,,,,,,,,,,,,,14706,,,,,,,778.0,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2006-05-01,3.8,,,,,,,,,,,,,,,,,,,,,,,,,14689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
