DATE,PCPI27081,MNLINC1URN,MNLINC1POP,DMPCRATE027081,RACEDISPARITY027081,PI27081,2020RATIO027081,B14005DCYACS027081,DP04ACS027081,MNLINC1LFN,CDC20N2U027081,USPTOISSUED027081,PUAAMN27081A647NCEN,B01002001E027081,B080ACS027081,CDC20N2UAA027081,ATNHPIUS27081A,EQFXSUBPRIME027081,MHIMN27081A052NCEN,HC01ESTVC1727081,S1701ACS027081,HC01ESTVC1627081,B03002012E027081,ENU2708120510,BPPRIV027081,MHICILBMN27081A052NCEN,MHICIUBMN27081A052NCEN,PUA0T17MN27081A647NCEN,PUA5T17RMN27081A647NCEN,HOWNRATEACS027081,NETMIGNACS027081,S1101SPHOUSE027081,PEAAMN27081A647NCEN,PPAAMN27081A156NCEN,PECILBAAMN27081A647NCEN,PECIUBAAMN27081A647NCEN,PPCILBAAMN27081A156NCEN,PPCIUBAAMN27081A156NCEN,FBITC027081,S1501ACSTOTAL027081,B03002005E027081,B03002003E027081,B03002006E027081,PE5T17MN27081A647NCEN,PP5T17MN27081A156NCEN,PECILB5T17MN27081A647NCEN,PECIUB5T17MN27081A647NCEN,PPCILB5T17MN27081A156NCEN,CBR27081MNA647NCEN,PEU18MN27081A647NCEN,PPU18MN27081A156NCEN,B03002004E027081,PECILBU18MN27081A647NCEN,PECIUBU18MN27081A647NCEN,PPCILBU18MN27081A156NCEN,PPCIUB5T17MN27081A156NCEN,PPCIUBU18MN27081A156NCEN,county
1991-01-01,15040.0,6.8,6.819,,,102560.0,,,,3142,,,,,,,,,,,,,,170.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1991-02-01,,6.2,,,,,,,,3059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1991-03-01,,5.8,,,,,,,,3075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1991-04-01,,4.3,,,,,,,,3168,,,,,,,,,,,,,,175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1991-05-01,,3.3,,,,,,,,3221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1991-06-01,,3.3,,,,,,,,3262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1991-07-01,,3.0,,,,,,,,3219,,,,,,,,,,,,,,173.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1991-08-01,,2.6,,,,,,,,3182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1991-09-01,,2.8,,,,,,,,3168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1991-10-01,,2.2,,,,,,,,3216,,,,,,,,,,,,,,169.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1991-11-01,,3.3,,,,,,,,3104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1991-12-01,,4.7,,,,,,,,3045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1992-01-01,14972.0,6.7,6.9110000000000005,,,103474.0,,,,2987,,,,,,,,,,,,,,169.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1992-02-01,,5.9,,,,,,,,2931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1992-03-01,,6.1,,,,,,,,2915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1992-04-01,,4.5,,,,,,,,3034,,,,,,,,,,,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1992-05-01,,2.8,,,,,,,,3122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1992-06-01,,3.8,,,,,,,,3243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1992-07-01,,3.5,,,,,,,,3104,,,,,,,,,,,,,,172.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1992-08-01,,3.2,,,,,,,,3049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1992-09-01,,3.3,,,,,,,,3076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1992-10-01,,3.7,,,,,,,,3069,,,,,,,,,,,,,,172.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1992-11-01,,2.9,,,,,,,,3022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1992-12-01,,4.8,,,,,,,,3036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1993-01-01,14028.0,7.9,6.907,,,96892.0,,,,3082,,,,,,,,,23978.0,,,,,174.0,0.0,21390.0,26552.0,,,,,,947.0,14.0,741.0,1153.0,11.0,17.0,,,,,,226.0,15.4,168.0,283.0,11.5,406.0,312.0,17.3,,240.0,385.0,13.3,19.4,21.4,LINCOLN
1993-02-01,,7.8,,,,,,,,3041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1993-03-01,,7.3,,,,,,,,3109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1993-04-01,,5.9,,,,,,,,3174,,,,,,,,,,,,,,173.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1993-05-01,,3.5,,,,,,,,3246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1993-06-01,,3.6,,,,,,,,3323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1993-07-01,,4.1,,,,,,,,3206,,,,,,,,,,,,,,173.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1993-08-01,,3.2,,,,,,,,3095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1993-09-01,,3.3,,,,,,,,3207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1993-10-01,,3.1,,,,,,,,3209,,,,,,,,,,,,,,177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1993-11-01,,3.1,,,,,,,,3199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1993-12-01,,5.6,,,,,,,,3182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1994-01-01,17339.0,8.4,6.882999999999999,,,119342.0,,,,3172,,,,,,,,,,,,,,181.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1994-02-01,,7.3,,,,,,,,3141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1994-03-01,,7.3,,,,,,,,3171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1994-04-01,,5.2,,,,,,,,3045,,,,,,,,,,,,,,177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1994-05-01,,3.4,,,,,,,,3169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1994-06-01,,3.8,,,,,,,,3239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1994-07-01,,3.6,,,,,,,,3128,,,,,,,,,,,,,,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1994-08-01,,3.7,,,,,,,,3243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1994-09-01,,3.3,,,,,,,,3314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1994-10-01,,3.5,,,,,,,,3235,,,,,,,,,,,,,,175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1994-11-01,,3.3,,,,,,,,3202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1994-12-01,,5.9,,,,,,,,3051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1995-01-01,15511.0,9.0,6.797999999999999,,,105442.0,,,,3030,,,,,,,,,24614.0,,,,,173.0,1.0,21365.0,27845.0,,,,,,808.0,12.3,629.0,987.0,9.5,15.0,,,,,,176.0,12.5,132.0,220.0,9.4,299.0,257.0,14.9,,196.0,318.0,11.3,15.7,18.4,LINCOLN
1995-02-01,,7.9,,,,,,,,3012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1995-03-01,,7.4,,,,,,,,3129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1995-04-01,,6.8,,,,,,,,3238,,,,,,,,,,,,,,171.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1995-05-01,,4.7,,,,,,,,3187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1995-06-01,,3.9,,,,,,,,3249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1995-07-01,,3.3,,,,,,,,3068,,,,,,,,,,,,,,175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1995-08-01,,3.6,,,,,,,,3037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1995-09-01,,3.6,,,,,,,,3124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1995-10-01,,3.5,,,,,,,,3050,,,,,,,,,,,,,,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1995-11-01,,2.8,,,,,,,,3034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1995-12-01,,5.6,,,,,,,,3028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1996-01-01,18178.0,8.3,6.779,,,123231.0,,,,3058,,,,,,,,,,,,,,177.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1996-02-01,,7.7,,,,,,,,3081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1996-03-01,,7.5,,,,,,,,3176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1996-04-01,,6.5,,,,,,,,3109,,,,,,,,,,,,,,181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1996-05-01,,4.2,,,,,,,,3160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1996-06-01,,4.1,,,,,,,,3151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1996-07-01,,4.4,,,,,,,,3070,,,,,,,,,,,,,,181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1996-08-01,,3.4,,,,,,,,3072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1996-09-01,,3.3,,,,,,,,3109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1996-10-01,,2.8,,,,,,,,3077,,,,,,,,,,,,,,183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1996-11-01,,3.1,,,,,,,,3085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1996-12-01,,5.8,,,,,,,,3015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1997-01-01,17569.0,8.5,6.705,,,117802.0,,,,2960,,,,,,,,,27341.0,,,,,175.0,2.0,23999.0,30664.0,,,,,,765.0,12.0,576.0,954.0,9.0,15.0,,,,,,205.0,15.3,140.0,270.0,10.5,190.0,276.0,16.4,,199.0,353.0,11.8,20.1,21.0,LINCOLN
1997-02-01,,7.3,,,,,,,,2997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1997-03-01,,7.8,,,,,,,,2972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1997-04-01,,6.5,,,,,,,,3063,,,,,,,,,,,,,,179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1997-05-01,,3.1,,,,,,,,3117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1997-06-01,,3.7,,,,,,,,3171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1997-07-01,,3.2,,,,,,,,3067,,,,,,,,,,,,,,188.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1997-08-01,,2.9,,,,,,,,3159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1997-09-01,,2.8,,,,,,,,3161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1997-10-01,,2.0,,,,,,,,3201,,,,,,,,,,,,,,182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1997-11-01,,2.5,,,,,,,,3176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1997-12-01,,3.8,,,,,,,,3140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1998-01-01,21043.0,6.4,6.604,,,138970.0,,,,3074,,,6250.0,,,,,,29128.0,,,,,180.0,1.0,25993.0,32246.0,1633.0,1330.0,,,,849.0,13.6,645.0,1053.0,10.3,16.8,,,,,,205.0,15.4,133.0,277.0,10.0,213.0,281.0,17.2,,197.0,366.0,12.1,20.8,22.4,LINCOLN
1998-02-01,,5.7,,,,,,,,3124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1998-03-01,,6.1,,,,,,,,3105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1998-04-01,,4.0,,,,,,,,3135,,,,,,,,,,,,,,186.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1998-05-01,,1.7,,,,,,,,3243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1998-06-01,,2.1,,,,,,,,3282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1998-07-01,,1.9,,,,,,,,3243,,,,,,,,,,,,,,183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1998-08-01,,1.9,,,,,,,,3117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1998-09-01,,2.0,,,,,,,,3076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1998-10-01,,1.6,,,,,,,,3166,,,,,,,,,,,,,,182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1998-11-01,,2.5,,,,,,,,3142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1998-12-01,,3.4,,,,,,,,3111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1999-01-01,20985.0,6.0,6.492999999999999,,,136258.0,,,,3099,341.5,,6301.0,,,255.6,93.95,22.169811320754718,31075.0,,,,,180.0,3.0,29092.0,33192.0,1521.0,1149.0,,,,611.0,9.7,450.0,772.0,7.1,12.2,,,,,,133.0,11.6,82.0,184.0,7.1,178.0,176.0,11.6,,116.0,236.0,7.6,16.0,15.5,LINCOLN
1999-02-01,,6.0,,,,,,,,3074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1999-03-01,,6.0,,,,,,,,3008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1999-04-01,,4.3,,,,,,,,3091,,,,,,,,22.20472440944882,,,,,,178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1999-05-01,,2.6,,,,,,,,3135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
1999-06-01,,2.6,,,,,,,,3162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
