DATE,MNLACQ3URN,PCPI27073,B01002001E027073,MHIMN27073A052NCEN,CBR27073MNA647NCEN,MNLACQ3POP,BPPRIV027073,PI27073,MNLACQ3LFN,PPU18MN27073A156NCEN,PUA5T17RMN27073A647NCEN,RACEDISPARITY027073,MHICILBMN27073A052NCEN,2020RATIO027073,B14005DCYACS027073,DP04ACS027073,HOWNRATEACS027073,NETMIGNACS027073,CDC20N2U027073,PUA0T17MN27073A647NCEN,PUAAMN27073A647NCEN,B080ACS027073,CDC20N2UAA027073,EQFXSUBPRIME027073,PEU18MN27073A647NCEN,DMPCRATE027073,PEAAMN27073A647NCEN,HC01ESTVC1727073,S1701ACS027073,HC01ESTVC1627073,B03002003E027073,B03002006E027073,B03002012E027073,ENU2707320510,PPAAMN27073A156NCEN,PE5T17MN27073A647NCEN,B03002004E027073,FBITC027073,PP5T17MN27073A156NCEN,MHICIUBMN27073A052NCEN,B03002005E027073,PECILBU18MN27073A647NCEN,PECIUBU18MN27073A647NCEN,PECILBAAMN27073A647NCEN,PECIUBAAMN27073A647NCEN,S1101SPHOUSE027073,PPCILBU18MN27073A156NCEN,PPCIUBU18MN27073A156NCEN,PPCILBAAMN27073A156NCEN,PPCIUBAAMN27073A156NCEN,S1501ACSTOTAL027073,PECILB5T17MN27073A647NCEN,PECIUB5T17MN27073A647NCEN,PPCILB5T17MN27073A156NCEN,PPCIUB5T17MN27073A156NCEN,county
2003-11-01,4.0,,,,,,,,4029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2003-12-01,4.9,,,,,,,,3980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2004-01-01,6.9,29805.0,,37510.0,235.0,7.571000000000001,10.0,228727.0,4149,9.8,1221.0,,35157.0,,,,,,470.4,1540.0,7451.0,,364.3,18.54043392504931,151.0,,570.0,,,,,,,192.0,7.6,97.0,,,7.9,40021.0,,106.0,196.0,427.0,713.0,,6.9,12.7,5.7,9.6,,63.0,131.0,5.2,10.7,LAC QUI PARLE
2004-02-01,5.6,,,,,,,,4128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2004-03-01,5.8,,,,,,,,4104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2004-04-01,3.9,,,,,,,,4137,,,,,,,,,,,,,,,18.10909090909091,,,,,,,,,,190.0,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2004-05-01,3.5,,,,,,,,4160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2004-06-01,4.1,,,,,,,,4305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2004-07-01,4.2,,,,,,,,4015,,,,,,,,,,,,,,,18.945634266886326,,,,,,,,,,196.0,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2004-08-01,4.0,,,,,,,,3879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2004-09-01,4.0,,,,,,,,3935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2004-10-01,3.3,,,,,,,,3977,,,,,,,,,,,,,,,19.05165114309907,,,,,,,,,,193.0,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2004-11-01,3.5,,,,,,,,3975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2004-12-01,4.2,,,,,,,,3929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2005-01-01,6.3,31962.0,,38041.0,254.0,7.45,7.0,242079.0,4028,10.5,1206.0,,35387.0,,,,,,368.8,1514.0,7370.0,,260.9,17.97752808988764,158.0,,670.0,,,,,,,192.0,9.1,104.0,,52.0,8.6,40696.0,,121.0,195.0,535.0,806.0,,8.0,12.9,7.3,10.9,,78.0,130.0,6.5,10.8,LAC QUI PARLE
2005-02-01,5.5,,,,,,,,3989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2005-03-01,5.3,,,,,,,,4015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2005-04-01,3.6,,,,,,,,4053,,,,,,,,,,,,,,,16.60649819494585,,,,,,,,,,198.0,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2005-05-01,3.2,,,,,,,,4112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2005-06-01,3.6,,,,,,,,4277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2005-07-01,3.3,,,,,,,,4268,,,,,,,,,,,,,,,17.581395348837212,,,,,,,,,,211.0,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2005-08-01,3.3,,,,,,,,4229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2005-09-01,3.2,,,,,,,,4125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2005-10-01,2.8,,,,,,,,4058,,,,,,,,,,,,,,,17.416267942583733,,,,,,,,,,216.0,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2005-11-01,2.9,,,,,,,,4032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2005-12-01,4.0,,,,,,,,3997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2006-01-01,5.1,32346.0,,39331.0,221.0,7.271,11.0,239847.0,4078,11.7,1199.0,,36220.0,,,,,,282.8,1542.0,7243.0,,240.1,17.030114226375908,180.0,,683.0,,,,,,,214.0,9.4,118.0,,52.0,9.8,42442.0,,141.0,218.0,537.0,828.0,,9.1,14.1,7.4,11.4,,90.0,146.0,7.5,12.2,LAC QUI PARLE
2006-02-01,4.7,,,,,,,,4076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2006-03-01,4.6,,,,,,,,4128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2006-04-01,3.9,,,,,,,,4125,,,,,,,,,,,,,,,16.938775510204078,,,,,,,,,,210.0,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2006-05-01,3.1,,,,,,,,4129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2006-06-01,3.3,,,,,,,,4235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2006-07-01,3.5,,,,,,,,4013,,,,,,,,,,,,,,,17.471736896197328,,,,,,,,,,210.0,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2006-08-01,3.6,,,,,,,,4026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2006-09-01,3.3,,,,,,,,4138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2006-10-01,2.7,,,,,,,,4091,,,,,,,,,,,,,,,17.475728155339805,,,,,,,,,,210.0,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2006-11-01,3.1,,,,,,,,4059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2006-12-01,4.1,,,,,,,,4007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2007-01-01,6.1,33587.0,,40293.0,192.0,7.261,11.0,249180.0,3989,12.4,1120.0,,36528.0,,,,,,235.0,1451.0,7040.0,,161.2,16.461366181410973,180.0,,746.0,,,,,,,201.0,10.6,123.0,,45.0,11.0,44059.0,,137.0,222.0,587.0,905.0,,9.4,15.3,8.3,12.9,,92.0,154.0,8.2,13.8,LAC QUI PARLE
2007-02-01,5.5,,,,,,,,4055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2007-03-01,4.9,,,,,,,,4084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
