DATE,MNDOUG1URN,MNDOUG1POP,B01002001E027041,B03002003E027041,BPPRIV027041,PCPI27041,PUAAMN27041A647NCEN,MHIMN27041A052NCEN,MHICILBMN27041A052NCEN,HC01ESTVC1727041,PUA5T17RMN27041A647NCEN,PEAAMN27041A647NCEN,RACEDISPARITY027041,CBR27041MNA647NCEN,NETMIGNACS055031,2020RATIO055031,WIDOUG1URN,MHIWI55031A052NCEN,WIDOUG1POP,PCPI55031,FBITC055031,RACEDISPARITY055031,HOWNRATEACS055031,WIDOUG1LFN,BPPRIV055031,B14005DCYACS055031,CBR55031WIA647NCEN,HC01ESTVC1755031,PI27041,2020RATIO027041,B14005DCYACS027041,DP04ACS027041,MNDOUG1LFN,CDC20N2U027041,USPTOISSUED027041,B080ACS027041,CDC20N2UAA027041,ATNHPIUS27041A,EQFXSUBPRIME027041,S1701ACS027041,HC01ESTVC1627041,B03002006E027041,B03002012E027041,ENU2704120510,MHICIUBMN27041A052NCEN,B03002005E027041,PUA0T17MN27041A647NCEN,HOWNRATEACS027041,NETMIGNACS027041,S1101SPHOUSE027041,PPAAMN27041A156NCEN,PECILBAAMN27041A647NCEN,PECIUBAAMN27041A647NCEN,PPCILBAAMN27041A156NCEN,DMPCRATE027041,PPCIUBAAMN27041A156NCEN,FBITC027041,S1501ACSTOTAL027041,PE5T17MN27041A647NCEN,PP5T17MN27041A156NCEN,PECILB5T17MN27041A647NCEN,PECIUB5T17MN27041A647NCEN,PPCILB5T17MN27041A156NCEN,PEU18MN27041A647NCEN,PPU18MN27041A156NCEN,B03002004E027041,PECILBU18MN27041A647NCEN,PECIUBU18MN27041A647NCEN,PPCILBU18MN27041A156NCEN,PPCIUB5T17MN27041A156NCEN,PPCIUBU18MN27041A156NCEN,PUAAWI55031A647NCEN,USPTOISSUED055031,B03002005E055031,PUA0T17WI55031A647NCEN,EQFXSUBPRIME055031,PUA5T17RWI55031A647NCEN,B03002003E055031,B03002006E055031,MHICILBWI55031A052NCEN,MHICIUBWI55031A052NCEN,DP04ACS055031,B01002001E055031,B03002012E055031,PI55031,CDC20N2U055031,PEAAWI55031A647NCEN,S1701ACS055031,PPAAWI55031A156NCEN,PECILBAAWI55031A647NCEN,PECIUBAAWI55031A647NCEN,PPCILBAAWI55031A156NCEN,DMPCRATE055031,S1101SPHOUSE055031,CDC20N2UAA055031,PPCIUBAAWI55031A156NCEN,ENU5503120510,B080ACS055031,ATNHPIUS55031A,B03002004E055031,HC01ESTVC1655031,S1501ACSTOTAL055031,SMU27000003132100001SA,MNWPMANRGSP,MNWPMANNGSP,MNWPMANQGSP,PE5T17WI55031A647NCEN,PP5T17WI55031A156NCEN,PECILB5T17WI55031A647NCEN,PECIUB5T17WI55031A647NCEN,PPCILB5T17WI55031A156NCEN,PPCIUB5T17WI55031A156NCEN,PEU18WI55031A647NCEN,PPU18WI55031A156NCEN,PECILBU18WI55031A647NCEN,PECIUBU18WI55031A647NCEN,PPCILBU18WI55031A156NCEN,PPCIUBU18WI55031A156NCEN,county
2010-04-01,7.0,,,,,,,,,,,,,,,,8.6,,,,,,,23836,,,,,,,,,19571,,,,,,20.40445942442313,,,,,1249.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.775270758122744,,,,,,,,,,,,,,,,,,,,,1005.0,,,,,,10.8,,,,,,,,,,,,,,,,DOUGLAS
2010-05-01,6.3,,,,,,,,,,,,,,,,8.1,,,,,,,23921,,,,,,,,,19897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,,,,,,,,,,,,,,,,DOUGLAS
2010-06-01,6.4,,,,,,,,,,,,,,,,8.2,,,,,,,24090,,,,,,,,,20181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7,,,,,,,,,,,,,,,,DOUGLAS
2010-07-01,6.1,,,,,,,,,,,,,,,,7.9,,,,,,,23943,,,,,,,,,20688,,,,,,20.67717756526234,,,,,1256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.67535971223021,,,,,,,,,,,,,,,,,,,,,1007.0,,,,,,10.6,,,,,,,,,,,,,,,,DOUGLAS
2010-08-01,6.1,,,,,,,,,,,,,,,,7.7,,,,,,,23830,,,,,,,,,20307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,,,,,,,,,,,,,,,,DOUGLAS
2010-09-01,6.0,,,,,,,,,,,,,,,,6.8,,,,,,,23660,,,,,,,,,19906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,,,,,,,,,,,,,,,,DOUGLAS
2010-10-01,5.6,,,,,,,,,,,,,,,,7.0,,,,,,,23650,,,,,,,,,19753,,,,,,21.56153050672182,,,,,1263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.455806668158427,,,,,,,,,,,,,,,,,,,,,1023.0,,,,,,10.5,,,,,,,,,,,,,,,,DOUGLAS
2010-11-01,6.1,,,,,,,,,,,,,,,,7.4,,,,,,,23531,,,,,,,,,19693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,,,,,,,,,,,,,,,,DOUGLAS
2010-12-01,7.0,,,,,,,,,,,,,,,,7.6,,,,,,,23460,,,,,,,,,19609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,,,,,,,,,,,,,,,,DOUGLAS
2011-01-01,8.0,36.175,43.2,35044.0,96.0,41431.0,35709.0,49161.0,46341.0,22.5,5553.0,3869.0,36.51752167147246,3188.0,342.0,11.299815902516,8.6,45935.0,43.95,34107.0,393.0,32.473235775134704,74.12840585842913,23311,73.0,5.682819383259911,8045.0,21.8,1502925.0,10.601515506601046,5.643459915611813,34.011847743887074,19528,314.3,,18.024985302763078,226.0,138.01,21.327501929508614,,91.3,138.0,360.0,1248.0,51981.0,113.0,7672.0,81.49768544653945,-648.0,23.291457286432163,10.8,3200.0,4538.0,8.9,35.8449999997392,12.7,216.0,37.5,693.0,12.5,520.0,866.0,9.4,1054.0,13.7,181.0,818.0,1290.0,10.6,15.6,16.8,42644.0,,773.0,9165.0,27.29723657605033,6603.0,40768.0,351.0,42552.0,49318.0,32.61171691255078,40.1,555.0,1499861.0,472.7,6009.0,,14.1,4963.0,7055.0,11.6,62.58399999979879,33.30773660971396,383.9,16.6,1013.0,20.37473694279701,141.36,482.0,91.2,33.3,10.8,991.0,937.0,108.867,1212.0,18.4,917.0,1507.0,13.9,22.9,1821.0,19.9,1414.0,2228.0,15.5,24.3,DOUGLAS
2011-02-01,7.8,,,,,,,,,,,,,,,,8.8,,,,,,,23685,,,,,,,,,19448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6,,,,,,,,,,,,,,,,DOUGLAS
2011-03-01,7.6,,,,,,,,,,,,,,,,8.6,,,,,,,23674,,,,,,,,,19455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,,,,,,,,,,,,,,,,DOUGLAS
2011-04-01,6.6,,,,,,,,,,,,,,,,7.8,,,,,,,23559,,,,,,,,,19520,,,,,,20.903522205206734,,,,,1276.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.53743315508021,,,,,,,,,,,,,,,,,,,,,1008.0,,,,,,10.6,,,,,,,,,,,,,,,,DOUGLAS
2011-05-01,5.7,,,,,,,,,,,,,,,,7.6,,,,,,,23756,,,,,,,,,19983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,,,,,,,,,,,,,,,,DOUGLAS
2011-06-01,5.9,,,,,,,,,,,,,,,,7.9,,,,,,,24037,,,,,,,,,20305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4,,,,,,,,,,,,,,,,DOUGLAS
2011-07-01,5.7,,,,,,,,,,,,,,,,7.6,,,,,,,23536,,,,,,,,,20839,,,,,,21.108850457782303,,,,,1277.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.61934338952973,,,,,,,,,,,,,,,,,,,,,1000.0,,,,,,10.5,,,,,,,,,,,,,,,,DOUGLAS
2011-08-01,5.2,,,,,,,,,,,,,,,,7.2,,,,,,,23552,,,,,,,,,20336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,,,,,,,,,,,,,,,,DOUGLAS
2011-09-01,5.0,,,,,,,,,,,,,,,,6.6,,,,,,,23612,,,,,,,,,19745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6,,,,,,,,,,,,,,,,DOUGLAS
2011-10-01,4.8,,,,,,,,,,,,,,,,6.3,,,,,,,23676,,,,,,,,,19559,,,,,,22.071957131921412,,,,,1296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.86433063791555,,,,,,,,,,,,,,,,,,,,,988.0,,,,,,10.6,,,,,,,,,,,,,,,,DOUGLAS
2011-11-01,4.9,,,,,,,,,,,,,,,,6.5,,,,,,,23582,,,,,,,,,19360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,,,,,,,,,,,,,,,,DOUGLAS
2011-12-01,5.4,,,,,,,,,,,,,,,,6.9,,,,,,,23431,,,,,,,,,19287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6,,,,,,,,,,,,,,,,DOUGLAS
2012-01-01,6.6,36.286,43.6,35100.0,89.0,45142.0,35963.0,53096.0,49795.0,23.6,5552.0,3479.0,32.573305095428985,3218.0,463.0,11.201817395067069,8.0,43573.0,43.745,35039.0,328.0,23.769499644489798,72.82350450471642,23138,72.0,6.126820908311911,7833.0,21.8,1645262.0,10.61770976092584,4.772599663110612,32.559332905708786,19366,374.3,,18.703217908359566,267.5,135.45,21.171974522292995,10.3,92.4,99.0,373.0,1290.0,56397.0,116.0,7629.0,80.95680053999324,-391.0,25.84714321048726,9.7,2788.0,4170.0,7.8,41.4799999999814,11.6,185.0,38.8,655.0,11.8,499.0,811.0,9.0,1006.0,13.2,206.0,781.0,1231.0,10.3,14.6,16.1,42386.0,,723.0,8994.0,26.278026905829602,6476.0,40676.0,440.0,41009.0,46137.0,31.96170189876822,40.0,511.0,1534720.0,435.8,6642.0,13.5,15.7,5682.0,7602.0,13.4,56.2889999998733,34.44090728213291,342.1,18.0,967.0,20.249820531227567,138.6,577.0,92.0,34.1,10.7,912.0,918.0,100.22200000000001,1234.0,19.1,960.0,1508.0,14.9,23.3,1931.0,21.5,1550.0,2312.0,17.3,25.7,DOUGLAS
2012-02-01,6.5,,,,,,,,,,,,,,,,8.1,,,,,,,23510,,,,,,,,,19262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,,,,,,,,,,,,,,,,DOUGLAS
2012-03-01,6.4,,,,,,,,,,,,,,,,7.8,,,,,,,23223,,,,,,,,,19439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,,,,,,,,,,,,,,,,DOUGLAS
2012-04-01,5.0,,,,,,,,,,,,,,,,6.9,,,,,,,23141,,,,,,,,,19441,,,,,,20.201511335012594,,,,,1307.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.151426645697594,,,,,,,,,,,,,,,,,,,,,980.0,,,,,,10.6,,,,,,,,,,,,,,,,DOUGLAS
2012-05-01,4.6,,,,,,,,,,,,,,,,6.9,,,,,,,23423,,,,,,,,,19942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,,,,,,,,,,,,,,,,DOUGLAS
2012-06-01,4.9,,,,,,,,,,,,,,,,7.3,,,,,,,23794,,,,,,,,,20342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4,,,,,,,,,,,,,,,,DOUGLAS
2012-07-01,4.7,,,,,,,,,,,,,,,,7.0,,,,,,,23585,,,,,,,,,20820,,,,,,20.059509050334736,,,,,1317.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.08792184724689,,,,,,,,,,,,,,,,,,,,,981.0,,,,,,10.4,,,,,,,,,,,,,,,,DOUGLAS
2012-08-01,4.5,,,,,,,,,,,,,,,,6.6,,,,,,,23455,,,,,,,,,20303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,,,,,,,,,,,,,,,,DOUGLAS
2012-09-01,4.2,,,,,,,,,,,,,,,,5.7,,,,,,,23418,,,,,,,,,19832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,,,,,,,,,,,,,,,,DOUGLAS
2012-10-01,4.1,,,,,,,,,,,,,,,,5.4,,,,,,,23546,,,,,,,,,19796,,,,,,20.680238331678254,,,,,1321.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.21533258173619,,,,,,,,,,,,,,,,,,,,,969.0,,,,,,10.5,,,,,,,,,,,,,,,,DOUGLAS
2012-11-01,4.1,,,,,,,,,,,,,,,,6.0,,,,,,,23453,,,,,,,,,19527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,,,,,,,,,,,,,,,,DOUGLAS
2012-12-01,5.0,,,,,,,,,,,,,,,,6.6,,,,,,,23496,,,,,,,,,19643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,,,,,,,,,,,,,,,,DOUGLAS
2013-01-01,6.1,36.34,43.9,35132.0,162.0,44916.0,36046.0,52122.0,48740.0,23.6,5626.0,3757.0,27.34298776482541,3064.0,84.0,12.242238860482106,7.8,43417.0,43.733000000000004,35612.0,378.0,17.919743218849803,72.60283637903055,23386,74.0,6.473829201101927,7385.0,21.7,1641444.0,11.573224338705947,4.815032295948328,32.409936272597214,19570,334.3,,18.29558754681648,227.5,138.72,20.04914004914005,10.8,92.6,79.0,413.0,1283.0,55504.0,99.0,7626.0,81.2165381920112,-430.0,24.71177944862156,10.4,3111.0,4403.0,8.6,42.7889999998733,12.2,201.0,39.3,678.0,12.1,509.0,847.0,9.1,991.0,13.0,158.0,770.0,1212.0,10.1,15.1,15.9,42503.0,,748.0,9044.0,26.11060743427017,6549.0,40632.0,432.0,40101.0,46733.0,31.85120445731141,40.0,531.0,1560465.0,440.7,7337.0,15.1,17.3,6316.0,8358.0,14.9,58.525999999605105,37.629070691024616,340.7,19.7,971.0,20.61209153495588,138.49,583.0,92.7,34.2,10.4,859.0,1002.0,94.35600000000001,1334.0,20.4,1044.0,1624.0,16.0,24.8,1987.0,22.0,1599.0,2375.0,17.7,26.3,DOUGLAS
2013-02-01,5.9,,,,,,,,,,,,,,,,7.8,,,,,,,23628,,,,,,,,,19470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4,,,,,,,,,,,,,,,,DOUGLAS
2013-03-01,5.7,,,,,,,,,,,,,,,,7.4,,,,,,,23550,,,,,,,,,19558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,,,,,,,,,,,,,,,,DOUGLAS
2013-04-01,5.0,,,,,,,,,,,,,,,,6.9,,,,,,,23598,,,,,,,,,19539,,,,,,19.88217967599411,,,,,1291.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.160432627309604,,,,,,,,,,,,,,,,,,,,,988.0,,,,,,10.3,,,,,,,,,,,,,,,,DOUGLAS
2013-05-01,4.1,,,,,,,,,,,,,,,,6.5,,,,,,,23652,,,,,,,,,19972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4,,,,,,,,,,,,,,,,DOUGLAS
2013-06-01,4.3,,,,,,,,,,,,,,,,7.1,,,,,,,23957,,,,,,,,,20384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4,,,,,,,,,,,,,,,,DOUGLAS
2013-07-01,4.0,,,,,,,,,,,,,,,,6.7,,,,,,,23711,,,,,,,,,20636,,,,,,19.244391971664697,,,,,1289.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.50116698493529,,,,,,,,,,,,,,,,,,,,,988.0,,,,,,10.4,,,,,,,,,,,,,,,,DOUGLAS
2013-08-01,3.8,,,,,,,,,,,,,,,,6.1,,,,,,,23570,,,,,,,,,20362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,,,,,,,,,,,,,,,,DOUGLAS
2013-09-01,3.6,,,,,,,,,,,,,,,,5.6,,,,,,,23473,,,,,,,,,19825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,,,,,,,,,,,,,,,,DOUGLAS
2013-10-01,3.3,,,,,,,,,,,,,,,,5.6,,,,,,,23470,,,,,,,,,19822,,,,,,19.44183864915572,,,,,1271.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.884422110552762,,,,,,,,,,,,,,,,,,,,,975.0,,,,,,10.5,,,,,,,,,,,,,,,,DOUGLAS
2013-11-01,3.5,,,,,,,,,,,,,,,,5.8,,,,,,,23508,,,,,,,,,19706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,,,,,,,,,,,,,,,,DOUGLAS
2013-12-01,4.2,,,,,,,,,,,,,,,,6.1,,,,,,,23401,,,,,,,,,19634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7,,,,,,,,,,,,,,,,DOUGLAS
2014-01-01,5.2,36.573,44.1,35231.0,118.0,44692.0,36309.0,52298.0,49030.0,24.2,5640.0,3474.0,23.65180009189796,2813.0,4.0,12.08156591609829,6.6,46475.0,43.629,37113.0,283.0,24.54374549175572,72.27953646127756,23350,72.0,6.015037593984963,6828.0,21.9,1644826.0,11.936727328572527,4.345238095238095,31.367939928174987,19425,395.3,,18.288660389347815,278.9,141.67,18.754439971584183,10.0,93.5,82.0,449.0,1258.0,55566.0,100.0,7649.0,82.38477848454414,-322.0,25.998975409836067,9.6,2824.0,4124.0,7.8,35.500999999698294,11.4,218.0,40.2,643.0,11.4,502.0,784.0,8.9,973.0,12.7,186.0,771.0,1175.0,10.1,13.9,15.3,42278.0,,766.0,8804.0,26.50853100291303,6481.0,40483.0,485.0,43346.0,49604.0,32.53817857540965,40.3,557.0,1624640.0,471.1,5896.0,15.5,13.9,4850.0,6942.0,11.4,46.819999999832405,40.700753717661435,349.5,16.4,947.0,21.062988232967466,141.33,509.0,93.2,34.6,10.7,689.0,921.0,75.649,1225.0,18.9,963.0,1487.0,14.9,22.9,1838.0,20.9,1456.0,2220.0,16.6,25.2,DOUGLAS
2014-02-01,5.2,,,,,,,,,,,,,,,,7.2,,,,,,,23672,,,,,,,,,19379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6,,,,,,,,,,,,,,,,DOUGLAS
2014-03-01,4.9,,,,,,,,,,,,,,,,7.0,,,,,,,23531,,,,,,,,,19482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6,,,,,,,,,,,,,,,,DOUGLAS
2014-04-01,3.9,,,,,,,,,,,,,,,,6.1,,,,,,,23290,,,,,,,,,19572,,,,,,18.748524203069657,,,,,1263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7034859302814,,,,,,,,,,,,,,,,,,,,,940.0,,,,,,10.6,,,,,,,,,,,,,,,,DOUGLAS
2014-05-01,3.2,,,,,,,,,,,,,,,,5.6,,,,,,,23347,,,,,,,,,20031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7,,,,,,,,,,,,,,,,DOUGLAS
2014-06-01,3.4,,,,,,,,,,,,,,,,5.9,,,,,,,23813,,,,,,,,,20356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,,,,,,,,,,,,,,,,DOUGLAS
2014-07-01,3.3,,,,,,,,,,,,,,,,5.7,,,,,,,23625,,,,,,,,,20574,,,,,,18.838862559241708,,,,,1265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.71547942343848,,,,,,,,,,,,,,,,,,,,,947.0,,,,,,10.8,,,,,,,,,,,,,,,,DOUGLAS
2014-08-01,3.1,,,,,,,,,,,,,,,,5.4,,,,,,,23459,,,,,,,,,20524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,,,,,,,,,,,,,,,,DOUGLAS
2014-09-01,2.8,,,,,,,,,,,,,,,,4.7,,,,,,,23522,,,,,,,,,19992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,,,,,,,,,,,,,,,,DOUGLAS
2014-10-01,2.6,,,,,,,,,,,,,,,,4.5,,,,,,,23629,,,,,,,,,19870,,,,,,19.84536082474227,,,,,1265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.726604004903965,,,,,,,,,,,,,,,,,,,,,951.0,,,,,,10.7,,,,,,,,,,,,,,,,DOUGLAS
2014-11-01,3.2,,,,,,,,,,,,,,,,4.7,,,,,,,23777,,,,,,,,,19796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,,,,,,,,,,,,,,,,DOUGLAS
2014-12-01,4.1,,,,,,,,,,,,,,,,4.8,,,,,,,23565,,,,,,,,,19492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9,,,,,,,,,,,,,,,,DOUGLAS
2015-01-01,4.7,36.794000000000004,44.1,35366.0,163.0,46659.0,36597.0,56819.0,52422.0,24.7,5738.0,3206.0,22.260283308465176,2550.0,-67.0,11.973495306460519,5.8,48715.0,43.475,38586.0,265.0,29.03670659391686,71.64713925363634,23295,82.0,4.855275443510738,6203.0,22.5,1729025.0,12.261207149135654,2.3970497848801475,29.38164631744781,19832,426.4,,18.056514114385926,300.3,147.12,19.2389506026944,9.6,94.0,89.0,489.0,1243.0,61216.0,85.0,7773.0,81.13374913374912,-21.0,27.07297933560031,8.8,2576.0,3836.0,7.1,28.7719999998808,10.5,197.0,41.3,577.0,10.1,435.0,719.0,7.6,886.0,11.4,202.0,692.0,1080.0,8.9,12.6,13.9,42192.0,,680.0,8644.0,25.422314911366005,6397.0,40331.0,498.0,44825.0,52605.0,31.19435578699815,40.6,588.0,1683228.0,428.7,6228.0,15.8,14.8,5290.0,7166.0,12.6,43.5989999999292,41.68251955189178,308.7,17.0,969.0,21.3163224977769,140.04,483.0,93.4,35.4,10.8,763.0,996.0,83.87799999999999,1173.0,18.3,933.0,1413.0,14.5,22.1,1741.0,20.1,1429.0,2053.0,16.5,23.7,DOUGLAS
2015-02-01,4.6,,,,,,,,,,,,,,,,6.1,,,,,,,23504,,,,,,,,,19669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7,,,,,,,,,,,,,,,,DOUGLAS
2015-03-01,4.6,,,,,,,,,,,,,,,,5.6,,,,,,,23253,,,,,,,,,19732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9,,,,,,,,,,,,,,,,DOUGLAS
2015-04-01,3.4,,,,,,,,,,,,,,,,4.8,,,,,,,23219,,,,,,,,,19831,,,,,,18.48330241187384,,,,,1246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.973854842083245,,,,,,,,,,,,,,,,,,,,,995.0,,,,,,11.0,,,,,,,,,,,,,,,,DOUGLAS
2015-05-01,3.2,,,,,,,,,,,,,,,,4.9,,,,,,,23431,,,,,,,,,20219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,DOUGLAS
2015-06-01,3.2,,,,,,,,,,,,,,,,5.3,,,,,,,23603,,,,,,,,,20659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9,,,,,,,,,,,,,,,,DOUGLAS
2015-07-01,3.0,,,,,,,,,,,,,,,,4.7,,,,,,,23486,,,,,,,,,20681,,,,,,17.627906976744185,,,,,1227.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.174537987679678,,,,,,,,,,,,,,,,,,,,,1013.0,,,,,,10.9,,,,,,,,,,,,,,,,DOUGLAS
2015-08-01,2.8,,,,,,,,,,,,,,,,4.4,,,,,,,23292,,,,,,,,,20595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9,,,,,,,,,,,,,,,,DOUGLAS
2015-09-01,2.5,,,,,,,,,,,,,,,,4.1,,,,,,,23348,,,,,,,,,20136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9,,,,,,,,,,,,,,,,DOUGLAS
2015-10-01,2.4,,,,,,,,,,,,,,,,4.1,,,,,,,23383,,,,,,,,,20064,,,,,,17.557786598178847,,,,,1225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.200082084957927,,,,,,,,,,,,,,,,,,,,,1032.0,,,,,,11.0,,,,,,,,,,,,,,,,DOUGLAS
