DATE,MNCARL7URN,B03002005E027017,USPTOISSUED027017,PUAAMN27017A647NCEN,B01002001E027017,ATNHPIUS27017A,PCPI27017,ENU2701720510,BPPRIV027017,MHIMN27017A052NCEN,MNCARL7POP,MNCARL7LFN,MHICILBMN27017A052NCEN,PI27017,MHICIUBMN27017A052NCEN,EQFXSUBPRIME027017,2020RATIO027017,B03002003E027017,B03002006E027017,NETMIGNACS027017,B03002012E027017,CDC20N2U027017,B080ACS027017,S1101SPHOUSE027017,HOWNRATEACS027017,PEAAMN27017A647NCEN,PPAAMN27017A156NCEN,DMPCRATE027017,PPCIUBAAMN27017A156NCEN,FBITC027017,RACEDISPARITY027017,B03002004E027017,CBR27017MNA647NCEN,S1701ACS027017,DP04ACS027017,CDC20N2UAA027017,B14005DCYACS027017,HC01ESTVC1727017,HC01ESTVC1627017,PUA0T17MN27017A647NCEN,PUA5T17RMN27017A647NCEN,PECILBAAMN27017A647NCEN,PECIUBAAMN27017A647NCEN,PPCILBAAMN27017A156NCEN,S1501ACSTOTAL027017,PE5T17MN27017A647NCEN,PP5T17MN27017A156NCEN,PECILB5T17MN27017A647NCEN,PECIUB5T17MN27017A647NCEN,PPCILB5T17MN27017A156NCEN,PPCIUB5T17MN27017A156NCEN,PEU18MN27017A647NCEN,PPU18MN27017A156NCEN,PECILBU18MN27017A647NCEN,PECIUBU18MN27017A647NCEN,PPCILBU18MN27017A156NCEN,PPCIUBU18MN27017A156NCEN,county
1991-01-01,9.6,,,,,60.62,15047.0,563.0,127.0,,29.471999999999998,13428,,443458.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1991-02-01,10.2,,,,,,,,,,,13492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1991-03-01,10.6,,,,,,,,,,,13636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1991-04-01,9.2,,,,,,,570.0,,,,13769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1991-05-01,8.1,,,,,,,,,,,14036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1991-06-01,8.3,,,,,,,,,,,14089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1991-07-01,7.3,,,,,,,570.0,,,,13518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1991-08-01,7.1,,,,,,,,,,,13667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1991-09-01,6.5,,,,,,,,,,,13825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1991-10-01,6.0,,,,,,,573.0,,,,13971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1991-11-01,7.2,,,,,,,,,,,13900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1991-12-01,7.6,,,,,,,,,,,13869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1992-01-01,10.0,,,,,64.29,16130.0,568.0,182.0,,29.656,14274,,478363.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1992-02-01,9.7,,,,,,,,,,,14408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1992-03-01,9.5,,,,,,,,,,,14455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1992-04-01,8.4,,,,,,,572.0,,,,14725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1992-05-01,8.2,,,,,,,,,,,15047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1992-06-01,8.9,,,,,,,,,,,15130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1992-07-01,8.3,,,,,,,581.0,,,,13930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1992-08-01,8.1,,,,,,,,,,,13699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1992-09-01,8.4,,,,,,,,,,,14295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1992-10-01,7.3,,,,,,,584.0,,,,14731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1992-11-01,8.2,,,,,,,,,,,14660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1992-12-01,8.6,,,,,,,,,,,14422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1993-01-01,10.3,,,,,67.73,16658.0,588.0,135.0,30222.0,29.986,14505,27925.0,499521.0,32505.0,,,,,,,,,,,3500.0,11.6,,14.1,,,,2347.0,,,,,,,,,2772.0,4227.0,9.2,,900.0,13.6,682.0,1118.0,10.3,16.9,1357.0,15.6,1058.0,1655.0,12.2,19.0,CARLTON
1993-02-01,10.5,,,,,,,,,,,14613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1993-03-01,9.8,,,,,,,,,,,14686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1993-04-01,8.9,,,,,,,591.0,,,,15246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1993-05-01,8.2,,,,,,,,,,,15358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1993-06-01,8.9,,,,,,,,,,,15249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1993-07-01,7.3,,,,,,,602.0,,,,15114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1993-08-01,6.9,,,,,,,,,,,14905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1993-09-01,6.8,,,,,,,,,,,15292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1993-10-01,6.5,,,,,,,605.0,,,,15443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1993-11-01,7.0,,,,,,,,,,,15265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1993-12-01,7.1,,,,,,,,,,,14966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1994-01-01,10.6,,,,,71.32,17575.0,621.0,186.0,,30.33,15130,,533036.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1994-02-01,10.0,,,,,,,,,,,15001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1994-03-01,9.9,,,,,,,,,,,15074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1994-04-01,8.5,,,,,,,620.0,,,,15398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1994-05-01,6.9,,,,,,,,,,,15219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1994-06-01,7.7,,,,,,,,,,,15421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1994-07-01,7.2,,,,,,,606.0,,,,15056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1994-08-01,7.3,,,,,,,,,,,15016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1994-09-01,6.7,,,,,,,,,,,15334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1994-10-01,6.6,,,,,,,618.0,,,,14980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1994-11-01,6.4,,,,,,,,,,,14911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1994-12-01,6.9,,,,,,,,,,,14801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1995-01-01,9.4,,,,,74.98,18386.0,600.0,145.0,34081.0,30.326,14804,30952.0,557566.0,37193.0,,,,,,,,,,,2999.0,9.9,,12.0,,,,2084.0,,,,,,,,,2382.0,3616.0,7.9,,737.0,11.2,572.0,902.0,8.7,13.7,1127.0,13.1,881.0,1374.0,10.2,15.9,CARLTON
1995-02-01,8.5,,,,,,,,,,,14739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1995-03-01,8.0,,,,,,,,,,,14862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1995-04-01,8.0,,,,,,,608.0,,,,15056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1995-05-01,6.5,,,,,,,,,,,15013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1995-06-01,6.8,,,,,,,,,,,15149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1995-07-01,6.6,,,,,,,605.0,,,,15014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1995-08-01,5.8,,,,,,,,,,,14990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1995-09-01,6.2,,,,,,,,,,,15220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1995-10-01,5.4,,,,,,,630.0,,,,15536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1995-11-01,5.9,,,,,,,,,,,15647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1995-12-01,6.7,,,,,,,,,,,15771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1996-01-01,8.9,,,,,79.48,19403.0,619.0,158.0,,30.625999999999998,15278,,594230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1996-02-01,8.2,,,,,,,,,,,15041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1996-03-01,8.5,,,,,,,,,,,15221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1996-04-01,8.0,,,,,,,631.0,,,,15465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1996-05-01,7.0,,,,,,,,,,,15614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1996-06-01,7.2,,,,,,,,,,,15529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1996-07-01,7.0,,,,,,,642.0,,,,15379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1996-08-01,6.2,,,,,,,,,,,15555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1996-09-01,6.2,,,,,,,,,,,15795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1996-10-01,5.7,,,,,,,647.0,,,,15324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1996-11-01,6.5,,,,,,,,,,,15303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1996-12-01,6.8,,,,,,,,,,,15101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1997-01-01,8.6,,,,,84.19,20488.0,646.0,149.0,36871.0,30.819000000000003,15362,33729.0,631431.0,39997.0,,,,,,,,,,,3123.0,10.3,,12.6,,,,1482.0,,,,,,,,,2421.0,3824.0,8.0,,854.0,13.2,611.0,1097.0,9.4,16.9,1258.0,14.6,942.0,1573.0,10.9,18.3,CARLTON
1997-02-01,7.9,,,,,,,,,,,15193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1997-03-01,8.1,,,,,,,,,,,15242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1997-04-01,7.2,,,,,,,650.0,,,,15367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1997-05-01,5.9,,,,,,,,,,,15411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1997-06-01,6.9,,,,,,,,,,,15945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1997-07-01,5.5,,,,,,,665.0,,,,15121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1997-08-01,5.1,,,,,,,,,,,15537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1997-09-01,5.1,,,,,,,,,,,15543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1997-10-01,4.5,,,,,,,660.0,,,,15705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1997-11-01,4.7,,,,,,,,,,,15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1997-12-01,5.1,,,,,,,,,,,15254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1998-01-01,6.8,,,30718.0,,86.99,21645.0,656.0,160.0,38584.0,31.287,15864,35489.0,677197.0,41661.0,,,,,,,,,,,3323.0,10.8,,13.2,,,,1511.0,,,,,,,8600.0,6614.0,2582.0,4064.0,8.4,,864.0,13.1,577.0,1151.0,8.7,17.4,1308.0,15.2,948.0,1667.0,11.0,19.4,CARLTON
1998-02-01,6.3,,,,,,,,,,,15671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1998-03-01,6.8,,,,,,,,,,,15677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1998-04-01,5.2,,,,,,,668.0,,,,15716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1998-05-01,4.3,,,,,,,,,,,15905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1998-06-01,5.1,,,,,,,,,,,16295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1998-07-01,3.9,,,,,,,665.0,,,,15572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1998-08-01,3.8,,,,,,,,,,,15725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1998-09-01,3.9,,,,,,,,,,,16077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1998-10-01,3.6,,,,,,,664.0,,,,15977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1998-11-01,3.9,,,,,,,,,,,15869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
1998-12-01,4.2,,,,,,,,,,,15718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
