DATE,ATNHPIUS27091A,MNMART1URN,CDC20N2UAA027091,S1701ACS027091,2020RATIO027091,B01002001E027091,B080ACS027091,B03002003E027091,B03002006E027091,B03002005E027091,B03002012E027091,PCPI27091,MNMART1POP,EQFXSUBPRIME027091,CDC20N2U027091,PUA0T17MN27091A647NCEN,HOWNRATEACS027091,S1101SPHOUSE027091,PEAAMN27091A647NCEN,RACEDISPARITY027091,B03002004E027091,PI27091,B14005DCYACS027091,DP04ACS027091,MNMART1LFN,USPTOISSUED027091,PUAAMN27091A647NCEN,MHIMN27091A052NCEN,HC01ESTVC1727091,HC01ESTVC1627091,ENU2709120510,BPPRIV027091,MHICILBMN27091A052NCEN,MHICIUBMN27091A052NCEN,PUA5T17RMN27091A647NCEN,NETMIGNACS027091,PPAAMN27091A156NCEN,PECILBAAMN27091A647NCEN,PECIUBAAMN27091A647NCEN,PPCILBAAMN27091A156NCEN,DMPCRATE027091,PPCIUBAAMN27091A156NCEN,FBITC027091,S1501ACSTOTAL027091,PE5T17MN27091A647NCEN,PP5T17MN27091A156NCEN,PECILB5T17MN27091A647NCEN,PECIUB5T17MN27091A647NCEN,PPCILB5T17MN27091A156NCEN,CBR27091MNA647NCEN,PEU18MN27091A647NCEN,PPU18MN27091A156NCEN,PECILBU18MN27091A647NCEN,PECIUBU18MN27091A647NCEN,PPCILBU18MN27091A156NCEN,PPCIUB5T17MN27091A156NCEN,PPCIUBU18MN27091A156NCEN,county
1991-01-01,69.31,6.4,,,,,,,,,,16825.0,22.889,,,,,,,,,385098.0,,,11705,,,,,,632.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1991-02-01,,6.7,,,,,,,,,,,,,,,,,,,,,,,11689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1991-03-01,,6.5,,,,,,,,,,,,,,,,,,,,,,,11651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1991-04-01,,6.5,,,,,,,,,,,,,,,,,,,,,,,11613,,,,,,639.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1991-05-01,,6.5,,,,,,,,,,,,,,,,,,,,,,,11842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1991-06-01,,7.6,,,,,,,,,,,,,,,,,,,,,,,12443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1991-07-01,,6.7,,,,,,,,,,,,,,,,,,,,,,,11989,,,,,,637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1991-08-01,,5.6,,,,,,,,,,,,,,,,,,,,,,,11860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1991-09-01,,6.2,,,,,,,,,,,,,,,,,,,,,,,11959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1991-10-01,,5.3,,,,,,,,,,,,,,,,,,,,,,,11939,,,,,,636.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1991-11-01,,5.2,,,,,,,,,,,,,,,,,,,,,,,11633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1991-12-01,,6.1,,,,,,,,,,,,,,,,,,,,,,,11539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1992-01-01,71.71,7.4,,,,,,,,,,18359.0,22.766,,,,,,,,,417961.0,,,11590,,,,,,627.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1992-02-01,,7.8,,,,,,,,,,,,,,,,,,,,,,,11550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1992-03-01,,7.8,,,,,,,,,,,,,,,,,,,,,,,11356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1992-04-01,,5.8,,,,,,,,,,,,,,,,,,,,,,,11469,,,,,,628.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1992-05-01,,5.5,,,,,,,,,,,,,,,,,,,,,,,11747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1992-06-01,,6.3,,,,,,,,,,,,,,,,,,,,,,,12183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1992-07-01,,4.7,,,,,,,,,,,,,,,,,,,,,,,11771,,,,,,630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1992-08-01,,4.8,,,,,,,,,,,,,,,,,,,,,,,11734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1992-09-01,,5.0,,,,,,,,,,,,,,,,,,,,,,,11528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1992-10-01,,4.3,,,,,,,,,,,,,,,,,,,,,,,11731,,,,,,630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1992-11-01,,4.6,,,,,,,,,,,,,,,,,,,,,,,11648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1992-12-01,,6.5,,,,,,,,,,,,,,,,,,,,,,,11635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1993-01-01,75.48,9.0,,,,,,,,,,16826.0,22.738000000000003,,,,,,2643.0,,,382595.0,,,11567,,,29141.0,,,626.0,28.0,26832.0,31437.0,,,11.7,2090.0,3195.0,9.3,,14.2,,,617.0,13.3,467.0,768.0,10.0,1520.0,953.0,15.5,742.0,1164.0,12.1,16.5,18.9,MARTIN
1993-02-01,,8.8,,,,,,,,,,,,,,,,,,,,,,,11525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1993-03-01,,8.6,,,,,,,,,,,,,,,,,,,,,,,11616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1993-04-01,,8.7,,,,,,,,,,,,,,,,,,,,,,,11682,,,,,,623.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1993-05-01,,8.0,,,,,,,,,,,,,,,,,,,,,,,11757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1993-06-01,,8.5,,,,,,,,,,,,,,,,,,,,,,,12264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1993-07-01,,7.2,,,,,,,,,,,,,,,,,,,,,,,11585,,,,,,620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1993-08-01,,7.1,,,,,,,,,,,,,,,,,,,,,,,11626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1993-09-01,,6.8,,,,,,,,,,,,,,,,,,,,,,,11667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1993-10-01,,6.1,,,,,,,,,,,,,,,,,,,,,,,11604,,,,,,627.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1993-11-01,,5.5,,,,,,,,,,,,,,,,,,,,,,,11556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1993-12-01,,6.1,,,,,,,,,,,,,,,,,,,,,,,11416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1994-01-01,75.66,7.6,,,,,,,,,,20535.0,22.531999999999996,,,,,,,,,462685.0,,,11628,,,,,,622.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1994-02-01,,7.1,,,,,,,,,,,,,,,,,,,,,,,11512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1994-03-01,,6.6,,,,,,,,,,,,,,,,,,,,,,,11470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1994-04-01,,5.1,,,,,,,,,,,,,,,,,,,,,,,11504,,,,,,629.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1994-05-01,,3.9,,,,,,,,,,,,,,,,,,,,,,,11677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1994-06-01,,4.6,,,,,,,,,,,,,,,,,,,,,,,12103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1994-07-01,,4.5,,,,,,,,,,,,,,,,,,,,,,,11735,1.0,,,,,620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1994-08-01,,4.0,,,,,,,,,,,,,,,,,,,,,,,11586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1994-09-01,,4.1,,,,,,,,,,,,,,,,,,,,,,,11832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1994-10-01,,3.5,,,,,,,,,,,,,,,,,,,,,,,11886,,,,,,637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1994-11-01,,3.5,,,,,,,,,,,,,,,,,,,,,,,11908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1994-12-01,,4.3,,,,,,,,,,,,,,,,,,,,,,,11561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1995-01-01,76.52,5.3,,,,,,,,,,20320.0,22.543000000000003,,,,,,2213.0,,,458063.0,,,11559,,,31646.0,,,636.0,39.0,28533.0,34742.0,,,9.9,1757.0,2669.0,7.9,,12.0,,,499.0,11.0,387.0,611.0,8.5,1480.0,781.0,13.0,610.0,953.0,10.2,13.5,15.9,MARTIN
1995-02-01,,4.5,,,,,,,,,,,,,,,,,,,,,,,11510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1995-03-01,,4.3,,,,,,,,,,,,,,,,,,,,,,,11584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1995-04-01,,4.0,,,,,,,,,,,,,,,,,,,,,,,11799,,,,,,637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1995-05-01,,5.2,,,,,,,,,,,,,,,,,,,,,,,12100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1995-06-01,,5.9,,,,,,,,,,,,,,,,,,,,,,,12329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1995-07-01,,5.4,,,,,,,,,,,,,,,,,,,,,,,11576,,,,,,625.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1995-08-01,,4.6,,,,,,,,,,,,,,,,,,,,,,,11480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1995-09-01,,3.7,,,,,,,,,,,,,,,,,,,,,,,11436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1995-10-01,,3.4,,,,,,,,,,,,,,,,,,,,,,,11531,,,,,,638.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1995-11-01,,3.6,,,,,,,,,,,,,,,,,,,,,,,11360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1995-12-01,,4.3,,,,,,,,,,,,,,,,,,,,,,,11273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1996-01-01,81.68,6.3,,,,,,,,,,22812.0,22.343000000000004,,,,,,,,,509684.0,,,11236,,,,,,644.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1996-02-01,,6.6,,,,,,,,,,,,,,,,,,,,,,,11295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1996-03-01,,7.4,,,,,,,,,,,,,,,,,,,,,,,11489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1996-04-01,,6.5,,,,,,,,,,,,,,,,,,,,,,,11594,,,,,,638.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1996-05-01,,4.7,,,,,,,,,,,,,,,,,,,,,,,11555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1996-06-01,,5.1,,,,,,,,,,,,,,,,,,,,,,,11635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1996-07-01,,4.9,,,,,,,,,,,,,,,,,,,,,,,11436,,,,,,634.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1996-08-01,,4.1,,,,,,,,,,,,,,,,,,,,,,,11317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1996-09-01,,3.9,,,,,,,,,,,,,,,,,,,,,,,11347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1996-10-01,,3.4,,,,,,,,,,,,,,,,,,,,,,,11372,,,,,,637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1996-11-01,,3.3,,,,,,,,,,,,,,,,,,,,,,,11254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1996-12-01,,3.9,,,,,,,,,,,,,,,,,,,,,,,11128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
1997-01-01,85.81,4.9,,,,,,,,,,23176.0,22.258000000000003,,,,,,2269.0,,,515856.0,,,11169,,,34839.0,,,634.0,26.0,31730.0,37931.0,,,10.4,1756.0,2782.0,8.0,,12.7,,,586.0,13.5,418.0,754.0,9.7,1069.0,866.0,14.9,647.0,1084.0,11.1,17.4,18.7,MARTIN
