DATE,S1701ACS027129,MNRENV9URN,MNRENV9POP,MNRENV9LFN,MHIMN27129A052NCEN,B03002012E027129,PCPI27129,NETMIGNACS027129,HOWNRATEACS027129,RACEDISPARITY027129,CBR27129MNA647NCEN,PI27129,2020RATIO027129,B14005DCYACS027129,DP04ACS027129,CDC20N2U027129,USPTOISSUED027129,PUAAMN27129A647NCEN,B01002001E027129,B080ACS027129,CDC20N2UAA027129,ATNHPIUS27129A,EQFXSUBPRIME027129,HC01ESTVC1727129,HC01ESTVC1627129,ENU2712920510,BPPRIV027129,MHICILBMN27129A052NCEN,MHICIUBMN27129A052NCEN,PUA0T17MN27129A647NCEN,PUA5T17RMN27129A647NCEN,S1101SPHOUSE027129,PEAAMN27129A647NCEN,PPAAMN27129A156NCEN,PECILBAAMN27129A647NCEN,PECIUBAAMN27129A647NCEN,PPCILBAAMN27129A156NCEN,DMPCRATE027129,PPCIUBAAMN27129A156NCEN,FBITC027129,S1501ACSTOTAL027129,B03002005E027129,B03002003E027129,B03002006E027129,PE5T17MN27129A647NCEN,PP5T17MN27129A156NCEN,PECILB5T17MN27129A647NCEN,PECIUB5T17MN27129A647NCEN,PPCILB5T17MN27129A156NCEN,PEU18MN27129A647NCEN,PPU18MN27129A156NCEN,B03002004E027129,PECILBU18MN27129A647NCEN,PECIUBU18MN27129A647NCEN,PPCILBU18MN27129A156NCEN,PPCIUB5T17MN27129A156NCEN,PPCIUBU18MN27129A156NCEN,county
1991-01-01,,7.3,17.597,7886,,,16847.0,,,,,296465.0,,,,,,,,,,,,,,488.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1991-02-01,,7.2,,7833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1991-03-01,,7.9,,7875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1991-04-01,,6.0,,8016,,,,,,,,,,,,,,,,,,,,,,493.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1991-05-01,,5.6,,8065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1991-06-01,,5.7,,8307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1991-07-01,,5.1,,8732,,,,,,,,,,,,,,,,,,,,,,489.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1991-08-01,,4.8,,8796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1991-09-01,,3.8,,9091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1991-10-01,,3.3,,8600,,,,,,,,,,,,,,,,,,,,,,501.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1991-11-01,,4.7,,8140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1991-12-01,,6.5,,8058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1992-01-01,,9.0,17.515,7794,,,17908.0,,,,,313663.0,,,,,,,,,,,,,,496.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1992-02-01,,7.8,,7800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1992-03-01,,8.2,,7675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1992-04-01,,6.6,,8015,,,,,,,,,,,,,,,,,,,,,,501.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1992-05-01,,6.1,,8300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1992-06-01,,7.1,,8629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1992-07-01,,7.2,,8033,,,,,,,,,,,,,,,,,,,,,,506.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1992-08-01,,5.7,,8020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1992-09-01,,5.3,,8047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1992-10-01,,4.3,,8341,,,,,,,,,,,,,,,,,,,,,,505.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1992-11-01,,5.8,,8055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1992-12-01,,7.3,,7916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1993-01-01,,9.1,17.524,9085,29030.0,,15157.0,,,,2490.0,265611.0,,,,,,,,,,76.23,,,,502.0,18.0,26719.0,31328.0,,,,2608.0,15.1,2048.0,3167.0,11.9,,18.3,,,,,,690.0,18.4,517.0,862.0,13.8,1003.0,20.3,,774.0,1231.0,15.7,22.9,24.9,RENVILLE
1993-02-01,,8.6,,8984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1993-03-01,,7.8,,9062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1993-04-01,,7.1,,9294,,,,,,,,,,,,,,,,,,,,,,495.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1993-05-01,,6.0,,9386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1993-06-01,,6.8,,9523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1993-07-01,,5.7,,9287,,,,,,,,,,,,,,,,,,,,,,492.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1993-08-01,,5.9,,9114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1993-09-01,,5.8,,9253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1993-10-01,,4.1,,9777,,,,,,,,,,,,,,,,,,,,,,487.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1993-11-01,,4.6,,9175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1993-12-01,,5.8,,9071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1994-01-01,,9.2,17.396,8213,,,20043.0,,,,,348669.0,,,,,,,,,,73.8,,,,503.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1994-02-01,,8.8,,8152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1994-03-01,,8.3,,8210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1994-04-01,,6.6,,8114,,,,,,,,,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1994-05-01,,5.7,,8293,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1994-06-01,,6.4,,8754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1994-07-01,,6.1,,7941,,,,,,,,,,,,,,,,,,,,,,495.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1994-08-01,,5.7,,8227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1994-09-01,,4.3,,8687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1994-10-01,,3.8,,8907,,,,,,,,,,,,,,,,,,,,,,504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1994-11-01,,3.5,,8761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1994-12-01,,5.8,,8190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1995-01-01,,7.5,17.35,8001,31247.0,,18727.0,,,,2043.0,324916.0,,,,,,,,,,79.5,,,,506.0,20.0,28092.0,34384.0,,,,1966.0,11.5,1549.0,2383.0,9.1,,14.0,,,,,,531.0,14.4,408.0,654.0,11.1,773.0,16.0,,599.0,947.0,12.4,17.8,19.6,RENVILLE
1995-02-01,,6.7,,8174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1995-03-01,,6.3,,8248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1995-04-01,,5.7,,8616,,,,,,,,,,,,,,,,,,,,,,507.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1995-05-01,,4.0,,8433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1995-06-01,,4.3,,8526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1995-07-01,,4.2,,8075,,,,,,,,,,,,,,,,,,,,,,494.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1995-08-01,,4.0,,8042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1995-09-01,,4.5,,8567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1995-10-01,,3.1,,8472,,,,,,,,,,,,,,,,,,,,,,517.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1995-11-01,,4.1,,8128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1995-12-01,,5.9,,8166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1996-01-01,,7.5,17.305,8058,,,22486.0,,,,,389120.0,,,,,,,,,,82.63,,,,512.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1996-02-01,,6.9,,8184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1996-03-01,,8.0,,8517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1996-04-01,,6.7,,8542,,,,,,,,,,,,,,,,,,,,,,517.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1996-05-01,,4.6,,8603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1996-06-01,,5.6,,8502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1996-07-01,,5.9,,8462,,,,,,,,,,,,,,,,,,,,,,526.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1996-08-01,,5.5,,8434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1996-09-01,,3.7,,8907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1996-10-01,,3.1,,8835,,,,,,,,,,,,,,,,,,,,,,541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1996-11-01,,4.2,,8367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1996-12-01,,5.8,,8224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1997-01-01,,7.0,17.284000000000002,7851,34940.0,,20870.0,,,,1131.0,360715.0,,,,,,,,,,82.8,,,,540.0,37.0,31721.0,38142.0,,,,1839.0,10.9,1417.0,2262.0,8.4,,13.4,,,,,,529.0,14.9,375.0,683.0,10.5,751.0,15.9,,558.0,943.0,11.8,19.2,19.9,RENVILLE
1997-02-01,,6.4,,7993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1997-03-01,,6.5,,8002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1997-04-01,,5.4,,8128,,,,,,,,,,,,,,,,,,,,,,544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1997-05-01,,3.4,,8230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1997-06-01,,4.2,,8428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1997-07-01,,3.9,,8355,,,,,,,,,,,,,,,,,,,,,,560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1997-08-01,,3.7,,8551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1997-09-01,,3.2,,8583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1997-10-01,,2.8,,8759,,,,,,,,,,,,,,,,,,,,,,558.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1997-11-01,,3.3,,8237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1997-12-01,,4.6,,8331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1998-01-01,,6.2,17.195,8108,35827.0,,22742.0,,,,891.0,391043.0,,,,,,16746.0,,,,93.52,,,,557.0,35.0,32657.0,38979.0,4666.0,3567.0,,1824.0,10.9,1412.0,2236.0,8.4,,13.4,,,,,,493.0,13.8,326.0,660.0,9.1,706.0,15.1,,507.0,904.0,10.9,18.5,19.4,RENVILLE
1998-02-01,,6.0,,8181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1998-03-01,,6.0,,8079,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1998-04-01,,4.1,,8183,,,,,,,,,,,,,,,,,,,,,,567.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1998-05-01,,3.6,,8395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1998-06-01,,5.2,,8599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1998-07-01,,4.3,,8289,,,,,,,,,,,,,,,,,,,,,,566.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1998-08-01,,4.2,,8123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1998-09-01,,2.9,,8547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1998-10-01,,2.8,,8650,,,,,,,,,,,,,,,,,,,,,,569.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1998-11-01,,4.2,,8202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1998-12-01,,4.6,,8288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1999-01-01,,6.1,17.153,8144,37476.0,,23426.0,,,,1002.0,401827.0,,,,378.7,,17000.0,,,304.5,98.62,21.936589545844043,,,571.0,33.0,35064.0,40053.0,4541.0,3444.0,,1516.0,8.9,1142.0,1890.0,6.7,,11.1,,,,,,388.0,11.3,245.0,531.0,7.1,518.0,11.4,,352.0,683.0,7.8,15.4,15.1,RENVILLE
1999-02-01,,5.8,,8080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1999-03-01,,6.0,,8041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1999-04-01,,5.1,,8081,,,,,,,,,,,,,,,,,,,21.370967741935484,,,578.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1999-05-01,,4.3,,8196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1999-06-01,,5.2,,8414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1999-07-01,,5.0,,8526,,,,,,,,,,,,,,,,,,,21.74113311837863,,,575.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1999-08-01,,4.4,,8532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1999-09-01,,3.4,,8368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1999-10-01,,2.6,,8028,,,,,,,,,,,,,,,,,,,23.523421588594704,,,573.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1999-11-01,,3.3,,7758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
1999-12-01,,5.0,,7913,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2000-01-01,,5.6,17.127,8886,39581.0,,24211.0,,,,917.0,414618.0,,,,457.2,,16820.0,,,396.0,100.0,23.096446700507606,,,572.0,29.0,36702.0,42686.0,4325.0,3266.0,,1349.0,8.0,1044.0,1655.0,6.2,,9.8,,,,,,285.0,8.7,195.0,375.0,6.0,459.0,10.6,,340.0,578.0,7.9,11.5,13.4,RENVILLE
2000-02-01,,5.1,,9069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2000-03-01,,5.0,,9083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2000-04-01,,3.6,,9076,,,,,,,,,,,,,,,,,,,22.89091886082751,,,580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2000-05-01,,3.3,,9198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2000-06-01,,3.5,,9269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2000-07-01,,3.2,,9243,,,,,,,,,,,,,,,,,,,22.57189365165491,,,574.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2000-08-01,,3.4,,9108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2000-09-01,,3.3,,9228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
