DATE,MNFILL5URN,MHIMN27045A052NCEN,PCPI27045,MNFILL5POP,S1701ACS027045,DP04ACS027045,B03002003E027045,EQFXSUBPRIME027045,HOWNRATEACS027045,NETMIGNACS027045,FBITC027045,RACEDISPARITY027045,CBR27045MNA647NCEN,PI27045,2020RATIO027045,B14005DCYACS027045,MNFILL5LFN,CDC20N2U027045,USPTOISSUED027045,PUAAMN27045A647NCEN,B01002001E027045,B080ACS027045,CDC20N2UAA027045,ATNHPIUS27045A,HC01ESTVC1727045,HC01ESTVC1627045,B03002006E027045,B03002012E027045,ENU2704520510,BPPRIV027045,MHICILBMN27045A052NCEN,MHICIUBMN27045A052NCEN,B03002005E027045,PUA0T17MN27045A647NCEN,PUA5T17RMN27045A647NCEN,S1101SPHOUSE027045,PEAAMN27045A647NCEN,PPAAMN27045A156NCEN,PECILBAAMN27045A647NCEN,PECIUBAAMN27045A647NCEN,PPCILBAAMN27045A156NCEN,DMPCRATE027045,PPCIUBAAMN27045A156NCEN,S1501ACSTOTAL027045,PE5T17MN27045A647NCEN,PP5T17MN27045A156NCEN,PECILB5T17MN27045A647NCEN,PECIUB5T17MN27045A647NCEN,PPCILB5T17MN27045A156NCEN,PEU18MN27045A647NCEN,PPU18MN27045A156NCEN,B03002004E027045,PECILBU18MN27045A647NCEN,PECIUBU18MN27045A647NCEN,PPCILBU18MN27045A156NCEN,PPCIUB5T17MN27045A156NCEN,PPCIUBU18MN27045A156NCEN,county
1991-01-01,6.8,,16085.0,20.651,,,,,,,,,,332174.0,,,10279,,,,,,,,,,,,496.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1991-02-01,7.7,,,,,,,,,,,,,,,,10200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1991-03-01,8.1,,,,,,,,,,,,,,,,10207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1991-04-01,6.5,,,,,,,,,,,,,,,,10210,,,,,,,,,,,,491.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1991-05-01,5.1,,,,,,,,,,,,,,,,10273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1991-06-01,5.2,,,,,,,,,,,,,,,,10478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1991-07-01,4.8,,,,,,,,,,,,,,,,10035,,,,,,,,,,,,493.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1991-08-01,4.2,,,,,,,,,,,,,,,,9923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1991-09-01,3.8,,,,,,,,,,,,,,,,9942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1991-10-01,3.4,,,,,,,,,,,,,,,,10220,,,,,,,,,,,,493.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1991-11-01,3.9,,,,,,,,,,,,,,,,9998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1991-12-01,5.6,,,,,,,,,,,,,,,,9907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1992-01-01,7.6,,16389.0,20.726,,,,,,,,,,339682.0,,,9853,,,,,,,63.09,,,,,495.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1992-02-01,7.3,,,,,,,,,,,,,,,,9837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1992-03-01,7.2,,,,,,,,,,,,,,,,9697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1992-04-01,5.4,,,,,,,,,,,,,,,,10105,,,,,,,,,,,,498.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1992-05-01,4.2,,,,,,,,,,,,,,,,10324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1992-06-01,5.4,,,,,,,,,,,,,,,,10668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1992-07-01,5.3,,,,,,,,,,,,,,,,10089,,,,,,,,,,,,505.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1992-08-01,4.2,,,,,,,,,,,,,,,,9911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1992-09-01,4.6,,,,,,,,,,,,,,,,10046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1992-10-01,4.2,,,,,,,,,,,,,,,,10148,,,,,,,,,,,,509.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1992-11-01,4.6,,,,,,,,,,,,,,,,10156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1992-12-01,5.8,,,,,,,,,,,,,,,,9946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1993-01-01,8.7,26861.0,16168.0,20.756999999999998,,,,,,,,,1157.0,335590.0,,,10218,,,,,,,64.94,,,,,510.0,60.0,24564.0,29146.0,,,,,2592.0,12.5,2038.0,3145.0,9.9,,15.2,,685.0,15.2,508.0,861.0,11.3,986.0,16.7,,756.0,1215.0,12.8,19.1,20.6,FILLMORE
1993-02-01,8.5,,,,,,,,,,,,,,,,10101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1993-03-01,8.0,,,,,,,,,,,,,,,,10266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1993-04-01,6.3,,,,,,,,,,,,,,,,10344,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1993-05-01,5.1,,,,,,,,,,,,,,,,10475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1993-06-01,5.5,,,,,,,,,,,,,,,,10825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1993-07-01,4.6,,,,,,,,,,,,,,,,10200,,,,,,,,,,,,515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1993-08-01,4.4,,,,,,,,,,,,,,,,9909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1993-09-01,3.9,,,,,,,,,,,,,,,,10172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1993-10-01,4.3,,,,,,,,,,,,,,,,10310,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1993-11-01,4.8,,,,,,,,,,,,,,,,10211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1993-12-01,5.8,,,,,,,,,,,,,,,,10046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1994-01-01,8.6,,17344.0,20.829,,,,,,,,,,361253.0,,,10055,,,,,,,65.57,,,,,532.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1994-02-01,7.9,,,,,,,,,,,,,,,,10055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1994-03-01,7.6,,,,,,,,,,,,,,,,10057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1994-04-01,6.1,,,,,,,,,,,,,,,,9915,,,,,,,,,,,,526.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1994-05-01,4.2,,,,,,,,,,,,,,,,10183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1994-06-01,4.5,,,,,,,,,,,,,,,,10429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1994-07-01,4.2,,,,,,,,,,,,,,,,9914,,,,,,,,,,,,512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1994-08-01,4.0,,,,,,,,,,,,,,,,10061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1994-09-01,3.5,,,,,,,,,,,,,,,,10347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1994-10-01,3.2,,,,,,,,,,,,,,,,10428,,,,,,,,,,,,523.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1994-11-01,3.1,,,,,,,,,,,,,,,,10292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1994-12-01,4.7,,,,,,,,,,,,,,,,9882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1995-01-01,6.6,28258.0,17569.0,20.909000000000002,,,,,,,,,1079.0,367356.0,,,9792,,,,,,,77.05,,,,,527.0,55.0,25135.0,31363.0,,,,,2258.0,10.9,1778.0,2737.0,8.6,,13.2,,547.0,12.3,415.0,679.0,9.3,830.0,14.2,,638.0,1021.0,10.9,15.2,17.4,FILLMORE
1995-02-01,6.4,,,,,,,,,,,,,,,,9838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1995-03-01,6.2,,,,,,,,,,,,,,,,10123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1995-04-01,5.5,,,,,,,,,,,,,,,,10413,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1995-05-01,4.3,,,,,,,,,,,,,,,,10330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1995-06-01,4.4,,,,,,,,,,,,,,,,10624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1995-07-01,4.2,,,,,,,,,,,,,,,,10147,,,,,,,,,,,,518.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1995-08-01,3.8,,,,,,,,,,,,,,,,9987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1995-09-01,3.5,,,,,,,,,,,,,,,,10235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1995-10-01,3.0,,,,,,,,,,,,,,,,10031,,,,,,,,,,,,540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1995-11-01,3.2,,,,,,,,,,,,,,,,9934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1995-12-01,5.2,,,,,,,,,,,,,,,,9947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1996-01-01,7.3,,19456.0,21.059,,,,,,,,,,409726.0,,,9915,,,,,,,77.79,,,,,544.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1996-02-01,7.1,,,,,,,,,,,,,,,,10105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1996-03-01,7.2,,,,,,,,,,,,,,,,10307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1996-04-01,6.0,,,,,,,,,,,,,,,,10469,,,,,,,,,,,,553.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1996-05-01,4.3,,,,,,,,,,,,,,,,10581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1996-06-01,5.1,,,,,,,,,,,,,,,,10654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1996-07-01,4.8,,,,,,,,,,,,,,,,10290,,,,,,,,,,,,552.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1996-08-01,4.3,,,,,,,,,,,,,,,,10195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1996-09-01,4.0,,,,,,,,,,,,,,,,10286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1996-10-01,3.4,,,,,,,,,,,,,,,,10298,,,,,,,,,,,,558.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1996-11-01,3.5,,,,,,,,,,,,,,,,10111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1996-12-01,4.4,,,,,,,,,,,,,,,,9774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1997-01-01,6.6,31850.0,20080.0,20.97,,,,,,,,,738.0,421075.0,,,9769,,,,,,,82.95,,,,,555.0,84.0,28722.0,34961.0,,,,,2181.0,10.6,1670.0,2692.0,8.1,,13.1,,602.0,13.9,420.0,784.0,9.7,842.0,14.5,,617.0,1068.0,10.6,18.0,18.4,FILLMORE
1997-02-01,6.1,,,,,,,,,,,,,,,,9763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1997-03-01,6.0,,,,,,,,,,,,,,,,9718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1997-04-01,4.5,,,,,,,,,,,,,,,,10054,,,,,,,,,,,,573.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1997-05-01,2.8,,,,,,,,,,,,,,,,10114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1997-06-01,3.6,,,,,,,,,,,,,,,,10237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1997-07-01,3.4,,,,,,,,,,,,,,,,10066,,,,,,,,,,,,591.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1997-08-01,3.0,,,,,,,,,,,,,,,,10063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1997-09-01,2.5,,,,,,,,,,,,,,,,10229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1997-10-01,2.1,,,,,,,,,,,,,,,,10317,,,,,,,,,,,,586.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1997-11-01,2.1,,,,,,,,,,,,,,,,10166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1997-12-01,3.0,,,,,,,,,,,,,,,,10043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1998-01-01,5.4,33802.0,21587.0,21.092,,,,,,,,,597.0,455314.0,,,9904,,,20546.0,,,,85.6,,,,,574.0,91.0,30702.0,36885.0,,5737.0,4384.0,,2249.0,10.9,1722.0,2776.0,8.4,,13.5,,558.0,12.7,362.0,754.0,8.3,840.0,14.6,,589.0,1091.0,10.3,17.2,19.0,FILLMORE
1998-02-01,4.8,,,,,,,,,,,,,,,,10014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1998-03-01,5.0,,,,,,,,,,,,,,,,9906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1998-04-01,3.2,,,,,,,,,,,,,,,,10116,,,,,,,,,,,,576.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1998-05-01,2.3,,,,,,,,,,,,,,,,10385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1998-06-01,2.7,,,,,,,,,,,,,,,,10519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1998-07-01,3.7,,,,,,,,,,,,,,,,10354,,,,,,,,,,,,581.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1998-08-01,2.4,,,,,,,,,,,,,,,,9830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1998-09-01,2.2,,,,,,,,,,,,,,,,9921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1998-10-01,2.1,,,,,,,,,,,,,,,,10165,,,,,,,,,,,,577.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1998-11-01,2.2,,,,,,,,,,,,,,,,9880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1998-12-01,2.6,,,,,,,,,,,,,,,,9885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1999-01-01,4.9,36046.0,22435.0,21.05,,,,21.93268186753529,,,,,529.0,472255.0,,,9941,377.7,,20801.0,,,325.8,92.96,,,,,570.0,97.0,33761.0,38485.0,,5505.0,4224.0,,1813.0,8.7,1355.0,2271.0,6.5,,10.9,,505.0,12.0,308.0,702.0,7.3,614.0,11.2,,405.0,823.0,7.3,16.6,15.0,FILLMORE
1999-02-01,4.3,,,,,,,,,,,,,,,,9971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1999-03-01,4.3,,,,,,,,,,,,,,,,9899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1999-04-01,2.9,,,,,,,21.073384446878425,,,,,,,,,10020,,1.0,,,,,,,,,,579.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1999-05-01,2.6,,,,,,,,,,,,,,,,10259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1999-06-01,3.6,,,,,,,,,,,,,,,,10643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1999-07-01,4.7,,,,,,,20.11731479469911,,,,,,,,,10276,,,,,,,,,,,,578.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1999-08-01,2.7,,,,,,,,,,,,,,,,9907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1999-09-01,2.2,,,,,,,,,,,,,,,,9911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1999-10-01,1.9,,,,,,,20.068493150684933,,,,,,,,,9939,,,,,,,,,,,,579.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1999-11-01,2.3,,,,,,,,,,,,,,,,9791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
1999-12-01,2.9,,,,,,,,,,,,,,,,9952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2000-01-01,4.6,38190.0,23483.0,21.096999999999998,,,,21.200539568345324,,,,,533.0,496473.0,,,11506,370.8,,20918.0,,,314.2,100.0,,,,,571.0,115.0,35419.0,41179.0,,5307.0,4038.0,,1723.0,8.2,1325.0,2120.0,6.3,,10.1,,414.0,10.3,278.0,550.0,6.9,623.0,11.7,,451.0,794.0,8.5,13.6,15.0,FILLMORE
2000-02-01,4.2,,,,,,,,,,,,,,,,11711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2000-03-01,4.1,,,,,,,,,,,,,,,,11777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2000-04-01,2.8,,,,,,,20.14030323602625,,,,,,,,,11633,,,,,,,,,,,,578.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2000-05-01,2.4,,,,,,,,,,,,,,,,11799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2000-06-01,2.6,,,,,,,,,,,,,,,,11816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2000-07-01,3.9,,,,,,,20.483765526258445,,,,,,,,,11936,,,,,,,,,,,,582.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2000-08-01,2.7,,,,,,,,,,,,,,,,11843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2000-09-01,2.7,,,,,,,,,,,,,,,,11867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2000-10-01,2.3,,,,,,,18.44484629294756,,,,,,,,,12018,,,,,,,,,,,,591.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2000-11-01,2.6,,,,,,,,,,,,,,,,11709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2000-12-01,3.3,,,,,,,,,,,,,,,,11511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2001-01-01,5.1,37691.0,25885.0,21.131,,,,19.222289035878934,,,,,601.0,548340.0,,,11556,348.8,,20880.0,,,292.5,107.58,,,,,581.0,143.0,35179.0,40382.0,,5153.0,3963.0,,1788.0,8.6,1372.0,2205.0,6.6,,10.6,,409.0,10.3,266.0,552.0,6.7,597.0,11.6,,422.0,773.0,8.2,13.9,15.0,FILLMORE
2001-02-01,5.1,,,,,,,,,,,,,,,,11522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2001-03-01,5.1,,,,,,,,,,,,,,,,11639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2001-04-01,3.8,,,,,,,18.377088305489266,,,,,,,,,12027,,,,,,,,,,,,581.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2001-05-01,2.6,,,,,,,,,,,,,,,,12173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2001-06-01,3.1,,,,,,,,,,,,,,,,12408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2001-07-01,3.3,,,,,,,19.511707024214527,,,,,,,,,12138,,,,,,,,,,,,581.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2001-08-01,2.9,,,,,,,,,,,,,,,,12423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2001-09-01,2.7,,,,,,,,,,,,,,,,12257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2001-10-01,2.6,,,,,,,19.409109560935573,,,,,,,,,12202,,,,,,,,,,,,574.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2001-11-01,3.2,,,,,,,,,,,,,,,,11737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2001-12-01,4.0,,,,,,,,,,,,,,,,11824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2002-01-01,5.9,38651.0,26240.0,21.174,,,,19.164414882560802,,,,,613.0,557148.0,,,11597,332.0,,20975.0,,,290.9,111.11,,,,,564.0,131.0,36062.0,41427.0,,5058.0,3864.0,,1773.0,8.5,1340.0,2206.0,6.4,,10.5,,389.0,10.1,260.0,518.0,6.7,520.0,10.3,,369.0,670.0,7.3,13.4,13.3,FILLMORE
2002-02-01,5.9,,,,,,,,,,,,,,,,11686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2002-03-01,6.0,,,,,,,,,,,,,,,,11918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2002-04-01,4.8,,,,,,,19.58027282266527,,,,,,,,,11983,,,,,,,,,,,,576.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2002-05-01,3.5,,,,,,,,,,,,,,,,11866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2002-06-01,4.0,,,,,,,,,,,,,,,,12022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2002-07-01,4.0,,,,,,,19.74239864864865,,,,,,,,,11892,,,,,,,,,,,,571.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2002-08-01,3.7,,,,,,,,,,,,,,,,11817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2002-09-01,3.3,,,,,,,,,,,,,,,,12022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2002-10-01,2.7,,,,,,,19.501039501039504,,,,,,,,,12186,,,,,,,,,,,,571.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2002-11-01,3.2,,,,,,,,,,,,,,,,11881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2002-12-01,3.7,,,,,,,,,,,,,,,,11800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2003-01-01,6.0,39674.0,27159.0,21.18,,,,19.531744357730442,,,,,657.0,577064.0,,,11713,326.4,,20971.0,,,270.0,114.09,,,,,567.0,139.0,37223.0,42285.0,,4988.0,3736.0,,1780.0,8.5,1350.0,2210.0,6.4,,10.5,,358.0,9.6,243.0,473.0,6.5,559.0,11.2,,402.0,716.0,8.1,12.7,14.3,FILLMORE
2003-02-01,5.9,,,,,,,,,,,,,,,,11501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2003-03-01,5.9,,,,,,,,,,,,,,,,11761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2003-04-01,4.9,,,,,,,18.522461145411967,,,,,,,,,11950,,,,,,,,,,,,575.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2003-05-01,3.9,,,,,,,,,,,,,,,,11901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2003-06-01,4.7,,,,,,,,,,,,,,,,11933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2003-07-01,5.1,,,,,,,18.731563421828913,,,,,,,,,11703,,,,,,,,,,,,573.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2003-08-01,4.8,,,,,,,,,,,,,,,,11658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2003-09-01,4.9,,,,,,,,,,,,,,,,11530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2003-10-01,4.1,,,,,,,19.32010135135135,,,,,,,,,11841,,,,,,,,,,,,563.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2003-11-01,4.5,,,,,,,,,,,,,,,,11770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2003-12-01,5.2,,,,,,,,,,,,,,,,11608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
