DATE,MNROCK3URN,MNROCK3LFN,MHIMN27133A052NCEN,RACEDISPARITY027133,PI27133,2020RATIO027133,B14005DCYACS027133,DP04ACS027133,MNROCK3POP,CDC20N2U027133,USPTOISSUED027133,PCPI27133,PUAAMN27133A647NCEN,B01002001E027133,B080ACS027133,CDC20N2UAA027133,ATNHPIUS27133A,EQFXSUBPRIME027133,HC01ESTVC1727133,S1701ACS027133,HC01ESTVC1627133,ENU2713320510,BPPRIV027133,MHICILBMN27133A052NCEN,MHICIUBMN27133A052NCEN,PUA0T17MN27133A647NCEN,PUA5T17RMN27133A647NCEN,HOWNRATEACS027133,NETMIGNACS027133,B03002012E027133,S1101SPHOUSE027133,PEAAMN27133A647NCEN,PPAAMN27133A156NCEN,PECILBAAMN27133A647NCEN,PECIUBAAMN27133A647NCEN,PPCILBAAMN27133A156NCEN,DMPCRATE027133,PPCIUBAAMN27133A156NCEN,FBITC027133,S1501ACSTOTAL027133,MNNIUA475SCEN,B03002003E027133,B03002006E027133,B03002005E027133,PE5T17MN27133A647NCEN,PP5T17MN27133A156NCEN,PECILB5T17MN27133A647NCEN,PECIUB5T17MN27133A647NCEN,PPCILB5T17MN27133A156NCEN,CBR27133MNA647NCEN,PEU18MN27133A647NCEN,PPU18MN27133A156NCEN,B03002004E027133,PECILBU18MN27133A647NCEN,PECIUBU18MN27133A647NCEN,PPCILBU18MN27133A156NCEN,PPCIUB5T17MN27133A156NCEN,PPCIUBU18MN27133A156NCEN,county
2003-03-01,4.1,5328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2003-04-01,3.3,5306.0,,,,,,,,,,,,,,,,19.26229508196721,,,,245.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2003-05-01,3.0,5315.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2003-06-01,3.6,5360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2003-07-01,3.5,5139.0,,,,,,,,,,,,,,,,19.08883826879271,,,,245.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2003-08-01,3.1,5129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2003-09-01,3.7,5114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2003-10-01,3.0,5224.0,,,,,,,,,,,,,,,,18.920145190562607,,,,246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2003-11-01,3.2,5180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2003-12-01,3.6,5150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2004-01-01,4.2,5115.0,42035.0,,288825.0,,,,9.397,297.6,,30399.0,9385.0,,,259.5,114.42,20.633245382585756,,,,241.0,27.0,39466.0,44772.0,2216.0,1591.0,,,,,706.0,7.5,530.0,881.0,5.7,,9.4,,,1.0,,,,137.0,8.6,90.0,184.0,5.7,349.0,211.0,9.5,,150.0,272.0,6.8,11.6,12.3,ROCK
2004-02-01,3.9,5021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2004-03-01,4.2,5051.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2004-04-01,3.2,5062.0,,,,,,,,,,,,,,,,19.75162625665287,,,,251.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2004-05-01,3.1,5134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2004-06-01,3.4,5217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2004-07-01,3.4,5079.0,,,,,,,,,,,,,,,,20.40268456375839,,,,254.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2004-08-01,3.2,5000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2004-09-01,3.4,5088.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2004-10-01,2.9,4990.0,,,,,,,,,,,,,,,,20.730027548209367,,,,254.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2004-11-01,3.0,4974.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2004-12-01,3.1,4932.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2005-01-01,3.8,5088.0,42542.0,,325556.0,,,,9.395,368.6,1.0,34197.0,9263.0,,,317.5,122.95,21.0,,,,255.0,37.0,39557.0,45527.0,2185.0,1588.0,,,,,748.0,8.1,608.0,888.0,6.6,,9.6,73.0,,,,,,141.0,8.9,106.0,176.0,6.7,294.0,218.0,10.0,,167.0,268.0,7.7,11.1,12.3,ROCK
2005-02-01,4.1,5079.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2005-03-01,4.0,5147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2005-04-01,2.9,5075.0,,,,,,,,,,,,,,,,20.41166380789023,,,,257.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2005-05-01,2.7,5172.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2005-06-01,2.8,5335.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2005-07-01,2.6,5292.0,,,,,,,,,,,,,,,,20.23217247097844,,,,265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2005-08-01,2.5,5230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2005-09-01,3.0,5305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2005-10-01,2.3,5168.0,,,,,,,,,,,,,,,,20.10723860589812,,,,271.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2005-11-01,2.7,5138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2005-12-01,2.9,5174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2006-01-01,3.7,4898.0,44413.0,,330825.0,,,,9.36,332.5,,34816.0,9313.0,,,278.8,126.34,19.18755401901469,,,,269.0,19.0,41513.0,47312.0,2250.0,1623.0,,,,,840.0,9.0,675.0,1005.0,7.2,,10.8,68.0,,,,,,149.0,9.2,115.0,183.0,7.1,345.0,257.0,11.4,,206.0,309.0,9.2,11.3,13.7,ROCK
2006-02-01,3.5,4847.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2006-03-01,3.4,4925.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2006-04-01,2.6,4942.0,,,,,,,,,,,,,,,,18.39080459770115,,,,269.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2006-05-01,2.2,4972.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2006-06-01,2.5,5053.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2006-07-01,2.5,4939.0,,,,,,,,,,,,,,,,19.08752327746741,,,,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2006-08-01,2.6,4944.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2006-09-01,2.7,5061.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2006-10-01,2.4,4973.0,,,,,,,,,,,,,,,,19.056785370548607,,,,270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2006-11-01,2.6,4994.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2006-12-01,2.9,5008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2007-01-01,3.5,4825.0,45382.0,,348124.0,,,,9.433,340.5,,36308.0,9279.0,,,294.2,133.68,19.716981132075478,,,,256.0,26.0,41129.0,49635.0,2246.0,1591.0,,,,,821.0,8.8,637.0,1006.0,6.9,,10.8,103.0,,,,,,155.0,9.7,115.0,195.0,7.2,309.0,248.0,11.0,,187.0,309.0,8.3,12.3,13.8,ROCK
2007-02-01,3.5,4889.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2007-03-01,3.5,4942.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2007-04-01,3.2,4916.0,,,,,,,,,,,,,,,,19.9203187250996,,,,261.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2007-05-01,2.9,4950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2007-06-01,3.1,5029.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2007-07-01,2.9,4952.0,,,,,,,,,,,,,,,,19.900990099009906,,,,264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2007-08-01,3.3,4879.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2007-09-01,3.4,4975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2007-10-01,2.9,4956.0,,,,,,,,,,,,,,,,20.27972027972028,,,,263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2007-11-01,2.6,4887.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2007-12-01,3.3,4903.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2008-01-01,3.9,4892.0,48104.0,,380934.0,,,,9.431000000000001,443.5,,39693.0,9259.0,,,380.4,137.68,21.77083333333333,,,,257.0,20.0,43544.0,52663.0,2228.0,1551.0,,,,,831.0,9.0,664.0,998.0,7.2,63.939999938011205,10.8,,,1.0,,,,148.0,9.5,112.0,184.0,7.2,363.0,249.0,11.2,,194.0,305.0,8.7,11.9,13.7,ROCK
2008-02-01,3.5,4845.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2008-03-01,3.8,4923.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2008-04-01,3.4,4951.0,,,,,,,,,,,,,,,,20.736842105263158,,,,258.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2008-05-01,3.6,5003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2008-06-01,3.6,5100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2008-07-01,4.6,4904.0,,,,,,,,,,,,,,,,21.046770601336306,,,,260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2008-08-01,3.8,4831.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2008-09-01,3.9,5007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2008-10-01,3.7,4958.0,,,,,,,,,,,,,,,,21.527777777777782,,,,262.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2008-11-01,3.9,4934.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2008-12-01,4.7,4994.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2009-01-01,5.4,4979.0,48136.0,28.285365853658533,347920.0,,4.780114722753346,,9.474,382.7,,36046.0,9259.0,42.0,21.47092102285585,302.2,134.75,19.721577726218094,,,,254.0,15.0,43738.0,52534.0,2384.0,1686.0,83.00590445517982,-335.0,209.0,17.132551848512172,852.0,9.2,669.0,1034.0,7.2,49.8499999046326,11.2,126.0,27.0,1.0,9000.0,76.0,38.0,176.0,10.4,135.0,217.0,8.0,451.0,273.0,11.5,43.0,212.0,334.0,8.9,12.9,14.0,ROCK
2009-02-01,5.5,4969.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2009-03-01,5.7,5040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2009-04-01,5.0,5114.0,,,,,,,,,,,,,,,,19.634703196347033,,,,259.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2009-05-01,5.3,5103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2009-06-01,5.6,5214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2009-07-01,5.6,5081.0,,,,,,,,,,,,,,,,20.53274139844617,,,,260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2009-08-01,5.3,5040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2009-09-01,5.3,5070.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2009-10-01,5.2,5018.0,,,,,,,,,,,,,,,,21.88888888888889,,,,260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2009-11-01,4.8,4981.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2009-12-01,4.9,5008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2010-01-01,5.7,5210.0,44751.0,34.795102147917056,379218.0,9.527411088678367,6.857142857142858,22.3463687150838,9.658,393.1,,39240.0,9447.0,40.5,21.044255504687158,312.1,137.66,20.1783723522854,16.8,,89.0,249.0,17.0,40980.0,48522.0,2445.0,1762.0,82.28499422450908,-312.0,171.0,25.176056338028175,1017.0,10.8,830.0,1204.0,8.8,57.6299999952316,12.8,,27.6,,9193.0,38.0,76.0,193.0,11.0,147.0,239.0,8.4,653.0,342.0,14.0,53.0,277.0,407.0,11.3,13.6,16.7,ROCK
2010-02-01,5.7,5419.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2010-03-01,6.0,5491.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2010-04-01,5.1,5573.0,,,,,,,,,,,,,,,,19.977678571428573,,,,245.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2010-05-01,4.6,5568.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2010-06-01,5.1,5369.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2010-07-01,5.0,5381.0,,,,,,,,,,,,,,,,19.933554817275752,,,,245.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2010-08-01,5.1,5248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2010-09-01,4.8,5226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2010-10-01,4.6,5314.0,,,,,,,,,,,,,,,,20.464601769911507,,,,245.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2010-11-01,4.3,5336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2010-12-01,4.8,5387.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2011-01-01,5.1,5512.0,49920.0,51.4328060170005,438430.0,10.907838224767358,6.732673267326732,25.56848228450555,9.599,313.3,,45504.0,9367.0,40.7,21.213570634037822,243.1,136.58,20.744081172491548,17.2,,89.2,242.0,6.0,44895.0,54945.0,2435.0,1797.0,80.15543489832854,-139.0,186.0,30.930427493713328,1021.0,10.9,837.0,1205.0,8.9,42.715999999549204,12.9,43.0,28.2,,9193.0,39.0,86.0,235.0,13.1,182.0,288.0,10.2,796.0,356.0,14.6,55.0,282.0,430.0,11.5,16.0,17.7,ROCK
2011-02-01,5.1,5594.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2011-03-01,5.1,5713.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2011-04-01,4.1,5687.0,,,,,,,,,,,,,,,,20.66974595842956,,,,244.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2011-05-01,4.0,5776.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2011-06-01,4.5,5704.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2011-07-01,4.5,5667.0,,,,,,,,,,,,,,,,19.681456200227533,,,,244.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2011-08-01,4.1,5512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2011-09-01,3.8,5466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2011-10-01,3.6,5553.0,,,,,,,,,,,,,,,,21.10609480812641,,,,245.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2011-11-01,3.2,5519.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2011-12-01,3.4,5690.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2012-01-01,4.2,5521.0,51766.0,53.140676117775364,458745.0,10.986715609159235,3.75,25.73221757322176,9.481,315.3,,47991.0,9310.0,41.4,21.37349128296826,252.8,136.72,19.069239500567534,18.3,11.9,90.3,255.0,14.0,47149.0,56383.0,2367.0,1766.0,80.1577993389487,-134.0,197.0,28.297161936560933,891.0,9.6,715.0,1067.0,7.7,39.7979999999516,11.5,64.0,28.6,,9170.0,70.0,41.0,183.0,10.4,137.0,229.0,7.8,692.0,280.0,11.8,76.0,214.0,346.0,9.0,13.0,14.6,ROCK
2012-02-01,4.4,5495.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2012-03-01,4.1,5597.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2012-04-01,3.3,5505.0,,,,,,,,,,,,,,,,17.53171856978085,,,,258.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2012-05-01,3.3,5659.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2012-06-01,3.9,5670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2012-07-01,3.7,5715.0,,,,,,,,,,,,,,,,17.93416572077185,,,,262.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2012-08-01,3.7,5486.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2012-09-01,3.4,5416.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2012-10-01,3.3,5487.0,,,,,,,,,,,,,,,,19.772727272727273,,,,263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2012-11-01,3.0,5482.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2012-12-01,3.5,5518.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2013-01-01,4.2,5551.0,54045.0,50.1593971718421,473896.0,10.871366882577643,5.859375,25.19602718243597,9.427999999999999,410.7,,49769.0,9263.0,41.6,19.679675163546133,304.8,136.01,19.394618834080717,17.9,13.1,90.1,266.0,10.0,48803.0,59287.0,2322.0,1735.0,80.22447888829501,-132.0,212.0,32.067851373182556,972.0,10.5,782.0,1162.0,8.4,49.20799999963489,12.6,154.0,29.3,,9132.0,85.0,47.0,207.0,11.9,157.0,257.0,9.0,671.0,314.0,13.5,77.0,248.0,380.0,10.7,14.8,16.3,ROCK
2013-02-01,3.9,5543.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2013-03-01,3.6,5565.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2013-04-01,3.2,5597.0,,,,,,,,,,,,,,,,18.599311136624568,,,,268.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2013-05-01,3.1,5692.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2013-06-01,3.3,5747.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2013-07-01,3.2,5722.0,,,,,,,,,,,,,,,,19.86754966887417,,,,272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2013-08-01,3.2,5642.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2013-09-01,2.9,5624.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2013-10-01,2.7,5613.0,,,,,,,,,,,,,,,,19.77900552486188,,,,269.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2013-11-01,2.4,5569.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2013-12-01,2.6,5645.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2014-01-01,3.5,5642.0,55352.0,40.365499852891325,470987.0,12.240695622952193,3.6398467432950192,25.303750660327527,9.384,364.1,,49479.0,9302.0,41.6,18.181397501156876,280.2,144.22,17.940199335548172,18.0,13.6,90.1,271.0,15.0,50258.0,60446.0,2332.0,1710.0,78.66323907455012,132.0,220.0,33.006244424620874,890.0,9.6,707.0,1073.0,7.6,39.0209999997169,11.6,169.0,29.0,,9102.0,89.0,105.0,185.0,10.8,138.0,232.0,8.0,652.0,282.0,12.1,45.0,214.0,350.0,9.2,13.6,15.0,ROCK
2014-02-01,3.4,5599.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2014-03-01,3.2,5606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2014-04-01,2.4,5572.0,,,,,,,,,,,,,,,,17.201834862385322,,,,273.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2014-05-01,2.4,5609.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2014-06-01,2.6,5714.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2014-07-01,2.6,5706.0,,,,,,,,,,,,,,,,17.687074829931973,,,,273.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2014-08-01,2.3,5683.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2014-09-01,2.0,5663.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2014-10-01,1.9,5763.0,,,,,,,,,,,,,,,,18.232044198895032,,,,273.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2014-11-01,1.8,5728.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2014-12-01,2.2,5783.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
