DATE,MNKAND7URN,MNKAND7POP,B01002001E027067,B03002003E027067,MNKAND7LFN,MHIMN27067A052NCEN,ATNHPIUS27067A,ENU2706720510,PI27067,PCPI27067,PUA5T17RMN27067A647NCEN,PEAAMN27067A647NCEN,RACEDISPARITY027067,CBR27067MNA647NCEN,2020RATIO027067,B14005DCYACS027067,DP04ACS027067,CDC20N2U027067,USPTOISSUED027067,PUAAMN27067A647NCEN,B080ACS027067,CDC20N2UAA027067,EQFXSUBPRIME027067,HC01ESTVC1727067,S1701ACS027067,HC01ESTVC1627067,B03002006E027067,B03002012E027067,BPPRIV027067,MHICILBMN27067A052NCEN,MHICIUBMN27067A052NCEN,B03002005E027067,PUA0T17MN27067A647NCEN,HOWNRATEACS027067,NETMIGNACS027067,S1101SPHOUSE027067,PPAAMN27067A156NCEN,PECILBAAMN27067A647NCEN,PECIUBAAMN27067A647NCEN,PPCILBAAMN27067A156NCEN,DMPCRATE027067,PPCIUBAAMN27067A156NCEN,FBITC027067,S1501ACSTOTAL027067,PE5T17MN27067A647NCEN,PP5T17MN27067A156NCEN,PECILB5T17MN27067A647NCEN,PECIUB5T17MN27067A647NCEN,PPCILB5T17MN27067A156NCEN,PEU18MN27067A647NCEN,PPU18MN27067A156NCEN,B03002004E027067,PECILBU18MN27067A647NCEN,PECIUBU18MN27067A647NCEN,PPCILBU18MN27067A156NCEN,PPCIUB5T17MN27067A156NCEN,PPCIUBU18MN27067A156NCEN,county
1991-01-01,6.4,39.219,,,19222,,69.23,1016.0,649551.0,16562.0,,,,,,,,,,,,,,,,,,,233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1991-02-01,6.2,,,,19070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1991-03-01,7.1,,,,19185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1991-04-01,5.1,,,,19470,,,1019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1991-05-01,4.5,,,,19693,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1991-06-01,4.7,,,,19518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1991-07-01,4.2,,,,19777,,,1011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1991-08-01,4.3,,,,19464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1991-09-01,4.3,,,,19664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1991-10-01,3.8,,,,19585,,,1021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1991-11-01,4.3,,,,19346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1991-12-01,4.9,,,,19379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1992-01-01,6.7,39.703,,,18942,,70.97,1032.0,692373.0,17439.0,,,,,,,,,,,,,,,,,,,234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1992-02-01,6.5,,,,18771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1992-03-01,6.5,,,,18866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1992-04-01,5.2,,,,19206,,,1034.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1992-05-01,4.6,,,,19445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1992-06-01,5.8,,,,19977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1992-07-01,4.7,,,,19592,,,1045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1992-08-01,4.1,,,,19384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1992-09-01,4.3,,,,19380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1992-10-01,3.5,,,,19476,,,1042.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1992-11-01,3.9,,,,19483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1992-12-01,4.7,,,,19337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1993-01-01,6.5,40.244,,,19510,30807.0,74.12,1051.0,705870.0,17540.0,,5796.0,,4365.0,,,,,,,,,,,,,,,171.0,28522.0,33079.0,,,,,,14.4,4587.0,7004.0,11.4,,17.3,,,1465.0,16.7,1107.0,1823.0,12.6,2213.0,18.7,,1722.0,2705.0,14.5,20.7,22.8,KANDIYOHI
1993-02-01,6.2,,,,19432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1993-03-01,5.8,,,,19669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1993-04-01,4.8,,,,19593,,,1036.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1993-05-01,4.5,,,,19905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1993-06-01,4.6,,,,20190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1993-07-01,3.9,,,,19639,,,1037.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1993-08-01,3.5,,,,19437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1993-09-01,3.7,,,,19714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1993-10-01,3.5,,,,19877,,,1050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1993-11-01,3.5,,,,19787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1993-12-01,4.4,,,,19704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1994-01-01,6.2,40.685,,,19810,,74.53,1089.0,778030.0,19123.0,,,,,,,,,,,,,,,,,,,157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1994-02-01,5.8,,,,19836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1994-03-01,5.5,,,,19952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1994-04-01,4.4,,,,19953,,,1104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1994-05-01,3.5,,,,20288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1994-06-01,3.8,,,,20630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1994-07-01,3.5,,,,20031,,,1094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1994-08-01,3.1,,,,19996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1994-09-01,3.3,,,,20335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1994-10-01,2.9,,,,20311,,,1111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1994-11-01,2.7,,,,20336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1994-12-01,3.7,,,,20103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1995-01-01,5.5,41.04600000000001,,,20486,34035.0,82.01,1118.0,830182.0,20226.0,,4746.0,,3540.0,,,,,,,,,,,,,,,176.0,30947.0,37105.0,,,,,,11.6,3762.0,5729.0,9.2,,14.0,,,1125.0,12.7,871.0,1379.0,9.8,1737.0,14.6,,1354.0,2119.0,11.4,15.6,17.8,KANDIYOHI
1995-02-01,4.7,,,,20350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1995-03-01,4.5,,,,20492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1995-04-01,4.0,,,,21196,,,1114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1995-05-01,3.1,,,,21174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1995-06-01,3.2,,,,21512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1995-07-01,3.2,,,,20908,,,1103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1995-08-01,2.6,,,,20618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1995-09-01,2.8,,,,20966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1995-10-01,2.6,,,,20932,,,1138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1995-11-01,2.8,,,,20834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1995-12-01,4.0,,,,20668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1996-01-01,5.2,41.403999999999996,,,20900,,85.38,1139.0,913413.0,22061.0,,,,,,,,,,,,,,,,,,,215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1996-02-01,5.0,,,,20947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1996-03-01,5.5,,,,21348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1996-04-01,5.5,,,,21607,,,1135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1996-05-01,4.3,,,,21616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1996-06-01,4.4,,,,21779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1996-07-01,4.3,,,,21662,,,1147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1996-08-01,3.4,,,,21414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1996-09-01,3.1,,,,21447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1996-10-01,2.8,,,,21435,,,1160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1996-11-01,3.1,,,,21207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1996-12-01,4.3,,,,21028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1997-01-01,5.7,41.36600000000001,,,21067,36767.0,90.73,1176.0,940783.0,22743.0,,4542.0,,2244.0,,,,,,,,,,,,,,,228.0,33645.0,39871.0,,,,,,11.2,3511.0,5572.0,8.6,,13.7,,,1251.0,14.5,894.0,1608.0,10.4,1910.0,16.2,,1430.0,2390.0,12.1,18.7,20.3,KANDIYOHI
1997-02-01,4.9,,,,21036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1997-03-01,5.0,,,,21121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1997-04-01,4.2,,,,21359,,,1171.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1997-05-01,2.8,,,,21573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1997-06-01,3.2,,,,21751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1997-07-01,2.8,,,,21607,,,1210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1997-08-01,2.5,,,,21390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1997-09-01,2.6,,,,21647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1997-10-01,2.3,,,,21811,,,1190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1997-11-01,2.4,,,,21677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1997-12-01,3.1,,,,21599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1998-01-01,4.6,41.298,,,21467,37825.0,93.11,1197.0,1011151.0,24484.0,8690.0,4803.0,,2131.0,,,,,,40675.0,,,,,,,,,186.0,34678.0,40954.0,,11690.0,,,,11.8,3722.0,5885.0,9.1,,14.5,,,1212.0,13.9,809.0,1615.0,9.3,1869.0,16.0,,1354.0,2383.0,11.6,18.6,20.4,KANDIYOHI
1998-02-01,4.3,,,,21565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1998-03-01,4.5,,,,21560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1998-04-01,3.0,,,,21629,,,1195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1998-05-01,2.3,,,,21873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1998-06-01,3.0,,,,22202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1998-07-01,2.6,,,,22246,,,1191.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1998-08-01,2.3,,,,21730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1998-09-01,2.2,,,,21893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1998-10-01,2.0,,,,21655,,,1185.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1998-11-01,2.4,,,,21511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1998-12-01,2.9,,,,21601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1999-01-01,4.3,41.32899999999999,,,21590,39048.0,96.32,1195.0,1055636.0,25542.0,8139.0,3823.0,,2052.0,,,,309.5,,40793.0,,299.4,27.04326923076923,,,,,,187.0,36607.0,41651.0,,10852.0,,,,9.4,2885.0,4762.0,7.1,,11.7,,,932.0,11.5,590.0,1274.0,7.2,1250.0,11.5,,851.0,1649.0,7.8,15.7,15.2,KANDIYOHI
1999-02-01,4.1,,,,21384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1999-03-01,4.1,,,,21433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1999-04-01,3.9,,,,21895,,,1210.0,,,,,,,,,,,,,,,27.042660882140275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1999-05-01,3.3,,,,22049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1999-06-01,4.0,,,,22617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1999-07-01,3.7,,,,21811,,,1219.0,,,,,,,,,,,,,,,25.39644401729937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1999-08-01,3.1,,,,21411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1999-09-01,2.8,,,,21519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1999-10-01,2.1,,,,21368,,,1227.0,,,,,,,,,,,,,,,25.564475664826894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1999-11-01,2.6,,,,21174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
1999-12-01,3.3,,,,21595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2000-01-01,4.5,41.117,,,22970,41006.0,100.0,1229.0,1101875.0,26783.0,7648.0,3603.0,,2127.0,,,,347.5,,40615.0,,332.3,26.15083251714006,,,,,,169.0,38057.0,44183.0,,10331.0,,,,8.9,2796.0,4409.0,6.9,,10.9,,,740.0,9.7,508.0,972.0,6.6,1193.0,11.5,,886.0,1499.0,8.6,12.7,14.5,KANDIYOHI
2000-02-01,4.2,,,,22960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2000-03-01,4.2,,,,22945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2000-04-01,3.1,,,,22931,,,1237.0,,,,,,,,,,,,,,,25.639751552795033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2000-05-01,2.7,,,,23041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2000-06-01,3.0,,,,23070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2000-07-01,2.8,,,,23128,,,1242.0,,,,,,,,,,,,,,,25.952211970664766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2000-08-01,2.8,,,,22893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2000-09-01,2.8,,,,22805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2000-10-01,2.4,,,,22880,,,1254.0,,,,,,,,,,,,,,,25.082508250825075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2000-11-01,3.0,,,,22910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2000-12-01,3.7,,,,22937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2001-01-01,4.9,41.157,,,22766,40419.0,106.41,1267.0,1147843.0,27812.0,7480.0,3717.0,,2354.0,,,,331.5,,40232.0,,315.2,24.994355384962745,,,,,,177.0,37746.0,43280.0,,9994.0,,,,9.2,2874.0,4559.0,7.1,,11.3,,,804.0,10.7,532.0,1076.0,7.1,1208.0,12.1,,869.0,1547.0,8.7,14.4,15.5,KANDIYOHI
2001-02-01,4.6,,,,22665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2001-03-01,4.8,,,,22854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2001-04-01,4.0,,,,23107,,,1268.0,,,,,,,,,,,,,,,24.443940081706767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2001-05-01,2.7,,,,23590,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2001-06-01,3.0,,,,23730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2001-07-01,2.9,,,,23591,,,1267.0,,,,,,,,,,,,,,,24.68513853904282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2001-08-01,2.9,,,,23495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2001-09-01,2.9,,,,23365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2001-10-01,2.8,,,,23373,,,1262.0,,,,,,,,,,,,,,,24.567872781746946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2001-11-01,3.2,,,,23151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2001-12-01,4.1,,,,22987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2002-01-01,5.5,40.86,,,22975,41042.0,111.46,1239.0,1180720.0,28750.0,7432.0,3737.0,,2598.0,,,,312.5,1.0,40702.0,,296.7,24.020285846011987,,,,,,241.0,38318.0,43959.0,,9947.0,,,,9.2,2853.0,4622.0,7.0,,11.4,,,818.0,11.0,557.0,1079.0,7.5,1165.0,11.7,,843.0,1488.0,8.5,14.5,15.0,KANDIYOHI
2002-02-01,5.6,,,,22953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2002-03-01,5.6,,,,23213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2002-04-01,4.8,,,,23332,,,1254.0,,,,,,,,,,,,,,,24.231382373035757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2002-05-01,3.4,,,,23399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2002-06-01,3.9,,,,23740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2002-07-01,3.6,,,,23578,,,1249.0,,,,,,,,,,,,,,,24.144226380648107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2002-08-01,3.3,,,,23346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2002-09-01,3.2,,,,23427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2002-10-01,2.9,,,,23727,,,1243.0,,,,,,,,,,,,,,,24.304093567251464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2002-11-01,3.3,,,,23514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2002-12-01,3.9,,,,23459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2003-01-01,5.6,41.053999999999995,,,23367,41821.0,115.74,1255.0,1237615.0,29920.0,7191.0,3841.0,,2687.0,,,,302.5,,40724.0,,282.5,23.979230587679965,,,,,,251.0,39266.0,44541.0,,9778.0,,,,9.4,2932.0,4750.0,7.2,,11.7,,,779.0,10.8,536.0,1022.0,7.5,1271.0,13.0,,926.0,1617.0,9.5,14.2,16.5,KANDIYOHI
2003-02-01,5.3,,,,23118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2003-03-01,5.4,,,,23464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2003-04-01,4.5,,,,23438,,,1262.0,,,,,,,,,,,,,,,23.171889838556503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2003-05-01,3.8,,,,23542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2003-06-01,4.3,,,,23945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2003-07-01,4.0,,,,23756,,,1265.0,,,,,,,,,,,,,,,23.772241992882567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2003-08-01,3.8,,,,23591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
