DATE,PUAAMN27025A647NCEN,MNCHIS5URN,B01002001E027025,CBR27025MNA647NCEN,MNCHIS5POP,MHIMN27025A052NCEN,PI27025,PCPI27025,ENU2702520510,BPPRIV027025,HC01ESTVC1627025,MNCHIS5LFN,EQFXSUBPRIME027025,2020RATIO027025,DP04ACS027025,B03002012E027025,CDC20N2U027025,B080ACS027025,S1101SPHOUSE027025,HOWNRATEACS027025,DMPCRATE027025,RACEDISPARITY027025,FBITC027025,B03002004E027025,B03002005E027025,B03002003E027025,B03002006E027025,PEU18MN27025A647NCEN,PPU18MN27025A156NCEN,NETMIGNACS027025,PUA0T17MN27025A647NCEN,PUA5T17RMN27025A647NCEN,USPTOISSUED027025,MHICILBMN27025A052NCEN,MHICIUBMN27025A052NCEN,S1701ACS027025,ATNHPIUS27025A,HC01ESTVC1727025,CDC20N2UAA027025,B14005DCYACS027025,PEAAMN27025A647NCEN,PPAAMN27025A156NCEN,PECILBAAMN27025A647NCEN,PECIUBAAMN27025A647NCEN,PPCILBAAMN27025A156NCEN,PPCIUBAAMN27025A156NCEN,S1501ACSTOTAL027025,PECILBU18MN27025A647NCEN,PECIUBU18MN27025A647NCEN,PPCILBU18MN27025A156NCEN,PE5T17MN27025A647NCEN,PP5T17MN27025A156NCEN,PECILB5T17MN27025A647NCEN,PECIUB5T17MN27025A647NCEN,PPCILB5T17MN27025A156NCEN,PPCIUB5T17MN27025A156NCEN,PPCIUBU18MN27025A156NCEN,county
1991-01-01,,9.5,,,31.241,,521554.0,16695.0,623.0,336.0,,16051,,,,,,,,,,,,,,,,,,,,,,,,,59.44,,,,,,,,,,,,,,,,,,,,,CHISAGO
1991-02-01,,10.0,,,,,,,,,,16184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1991-03-01,,10.1,,,,,,,,,,16315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1991-04-01,,8.2,,,,,,,633.0,,,16048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1991-05-01,,5.6,,,,,,,,,,15638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1991-06-01,,5.7,,,,,,,,,,15772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1991-07-01,,4.7,,,,,,,641.0,,,15806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1991-08-01,,4.7,,,,,,,,,,15736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1991-09-01,,5.7,,,,,,,,,,15677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1991-10-01,,5.8,,,,,,,648.0,,,15801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1991-11-01,,7.5,,,,,,,,,,16188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1991-12-01,,8.0,,,,,,,,,,16181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1992-01-01,,9.6,,,32.036,,579619.0,18093.0,642.0,417.0,,16567,,,,,,,,,,,,,,,,,,,,,,,,,61.05,,,,,,,,,,,,,,,,,,,,,CHISAGO
1992-02-01,,9.5,,,,,,,,,,16638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1992-03-01,,9.1,,,,,,,,,,16714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1992-04-01,,6.9,,,,,,,655.0,,,16355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1992-05-01,,5.8,,,,,,,,,,16204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1992-06-01,,5.9,,,,,,,,,,16299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1992-07-01,,5.5,,,,,,,677.0,,,16533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1992-08-01,,5.4,,,,,,,,,,16479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1992-09-01,,5.4,,,,,,,,,,16249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1992-10-01,,4.6,,,,,,,675.0,,,16238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1992-11-01,,6.2,,,,,,,,,,16595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1992-12-01,,7.5,,,,,,,,,,16804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1993-01-01,,9.7,,1806.0,33.263000000000005,37610.0,620544.0,18656.0,697.0,517.0,,17376,,,,,,,,,,,,,,,,1166.0,10.4,,,,,35297.0,39911.0,,62.96,,,,2887.0,8.1,2282.0,3491.0,6.4,9.8,,908.0,1424.0,8.1,747.0,8.8,565.0,929.0,6.7,11.0,12.7,CHISAGO
1993-02-01,,10.0,,,,,,,,,,17535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1993-03-01,,9.8,,,,,,,,,,17562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1993-04-01,,7.6,,,,,,,696.0,,,17277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1993-05-01,,5.9,,,,,,,,,,17015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1993-06-01,,6.4,,,,,,,,,,17194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1993-07-01,,4.6,,,,,,,698.0,,,17162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1993-08-01,,4.8,,,,,,,,,,17210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1993-09-01,,5.2,,,,,,,,,,16953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1993-10-01,,4.5,,,,,,,713.0,,,17078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1993-11-01,,4.7,,,,,,,,,,17212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1993-12-01,,6.6,,,,,,,,,,17545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1994-01-01,,9.1,,,34.603,,677923.0,19591.0,724.0,500.0,,18426,,,,,,,,,,,,,,,,,,,,,,,,,66.51,,,,,,,,,,,,,,,,,,,,,CHISAGO
1994-02-01,,8.4,,,,,,,,,,18381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1994-03-01,,8.3,,,,,,,,,,18453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1994-04-01,,5.9,,,,,,,733.0,,,18167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1994-05-01,,3.8,,,,,,,,,,17803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1994-06-01,,3.8,,,,,,,,,,17880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1994-07-01,,3.2,,,,,,,723.0,,,18070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1994-08-01,,3.2,,,,,,,,,,17960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1994-09-01,,3.3,,,,,,,,,,17716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1994-10-01,,3.4,,,,,,,745.0,,,17943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1994-11-01,,3.6,,,,,,,,,,18039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1994-12-01,,5.7,,,,,,,,,,18513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1995-01-01,,7.3,,1471.0,35.909,42946.0,743190.0,20696.0,749.0,480.0,,19144,,,,,,,,,,,,,,,,906.0,7.6,,,,1.0,39882.0,45992.0,,71.55,,,,2280.0,6.0,1809.0,2752.0,4.7,7.2,,706.0,1105.0,5.9,575.0,6.4,445.0,705.0,5.0,7.9,9.3,CHISAGO
1995-02-01,,6.9,,,,,,,,,,19160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1995-03-01,,6.7,,,,,,,,,,19167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1995-04-01,,5.6,,,,,,,768.0,,,19009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1995-05-01,,3.4,,,,,,,,,,18683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1995-06-01,,3.2,,,,,,,,,,18720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1995-07-01,,3.0,,,,,,,754.0,,,19014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1995-08-01,,2.8,,,,,,,,,,18917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1995-09-01,,3.1,,,,,,,,,,18703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1995-10-01,,3.1,,,,,,,787.0,,,18936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1995-11-01,,4.0,,,,,,,,,,19161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1995-12-01,,5.5,,,,,,,,,,19391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1996-01-01,,7.8,,,36.847,,844584.0,22921.0,806.0,563.0,,19913,,,,,,,,,,,,,,,,,,,,,,,,,76.22,,,,,,,,,,,,,,,,,,,,,CHISAGO
1996-02-01,,6.7,,,,,,,,,,19745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1996-03-01,,6.9,,,,,,,,,,19864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1996-04-01,,5.9,,,,,,,813.0,,,19758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1996-05-01,,3.7,,,,,,,,,,19365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1996-06-01,,4.0,,,,,,,,,,19619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1996-07-01,,3.5,,,,,,,829.0,,,19775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1996-08-01,,3.3,,,,,,,,,,19617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1996-09-01,,3.4,,,,,,,,,,19437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1996-10-01,,3.7,,,,,,,840.0,,,19692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1996-11-01,,4.3,,,,,,,,,,19925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1996-12-01,,5.5,,,,,,,,,,20133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1997-01-01,,6.7,,1066.0,38.02,46563.0,926211.0,24361.0,835.0,433.0,,20559,,,,,,,,,,,,,,,,1115.0,8.7,,,,,43451.0,49658.0,,80.99,,,,2517.0,6.1,1946.0,3089.0,4.7,7.5,,833.0,1397.0,6.5,753.0,7.9,535.0,971.0,5.6,10.2,10.9,CHISAGO
1997-02-01,,6.1,,,,,,,,,,20501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1997-03-01,,6.1,,,,,,,,,,20653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1997-04-01,,4.9,,,,,,,851.0,,,20478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
1997-05-01,,3.1,,,,,,,,,,20177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
