DATE,MNMCLE5URN,B03002012E027085,2020RATIO027085,B01002001E027085,B080ACS027085,B03002003E027085,B03002006E027085,B03002005E027085,EQFXSUBPRIME027085,BPPRIV027085,MNMCLE5LFN,PCPI27085,CDC20N2U027085,ATNHPIUS27085A,ENU2708520510,CDC20N2UAA027085,MHIMN27085A052NCEN,HOWNRATEACS027085,S1101SPHOUSE027085,PEAAMN27085A647NCEN,PPAAMN27085A156NCEN,DMPCRATE027085,FBITC027085,RACEDISPARITY027085,B03002004E027085,CBR27085MNA647NCEN,PI27085,B14005DCYACS027085,DP04ACS027085,MNMCLE5POP,USPTOISSUED027085,PUAAMN27085A647NCEN,HC01ESTVC1727085,S1701ACS027085,HC01ESTVC1627085,MHICILBMN27085A052NCEN,MHICIUBMN27085A052NCEN,PUA0T17MN27085A647NCEN,PUA5T17RMN27085A647NCEN,NETMIGNACS027085,PECILBAAMN27085A647NCEN,PECIUBAAMN27085A647NCEN,PPCILBAAMN27085A156NCEN,PPCIUBAAMN27085A156NCEN,S1501ACSTOTAL027085,PE5T17MN27085A647NCEN,PP5T17MN27085A156NCEN,PECILB5T17MN27085A647NCEN,PECIUB5T17MN27085A647NCEN,PPCILB5T17MN27085A156NCEN,PEU18MN27085A647NCEN,PPU18MN27085A156NCEN,PECILBU18MN27085A647NCEN,PECIUBU18MN27085A647NCEN,PPCILBU18MN27085A156NCEN,PPCIUB5T17MN27085A156NCEN,PPCIUBU18MN27085A156NCEN,county
2004-01-01,5.5,,,,,,,,28.289473684210524,276.0,19626,30885.0,247.1,126.9,942.0,240.8,49249.0,,,2163.0,5.9,,,,,1085.0,1109479.0,,,35.983000000000004,,36525.0,,,,46207.0,52491.0,9132.0,6527.0,,1624.0,2702.0,4.4,7.4,,464.0,7.1,304.0,624.0,4.7,713.0,7.8,506.0,920.0,5.5,9.6,10.1,MCLEOD
2004-02-01,5.5,,,,,,,,,,19595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCLEOD
2004-03-01,5.8,,,,,,,,,,19649,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MCLEOD
2004-04-01,4.6,,,,,,,,27.518875292892474,,19543,,,,960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCLEOD
2004-05-01,4.1,,,,,,,,,,19564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCLEOD
2004-06-01,4.8,,,,,,,,,,20400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCLEOD
2004-07-01,4.6,,,,,,,,27.592543974796534,,20365,,,,970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCLEOD
2004-08-01,4.4,,,,,,,,,,20472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCLEOD
2004-09-01,4.4,,,,,,,,,,20039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCLEOD
2004-10-01,3.9,,,,,,,,27.800511508951413,,19938,,,,974.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCLEOD
2004-11-01,3.9,,,,,,,,,,19654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCLEOD
2004-12-01,4.2,,,,,,,,,,19445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCLEOD
2005-01-01,5.4,,,,,,,,26.36573480379584,262.0,19556,31400.0,268.4,138.21,965.0,258.6,49846.0,,,2289.0,6.4,,143.0,,,1090.0,1138260.0,,,36.321999999999996,,36035.0,,,,46253.0,53440.0,8939.0,6441.0,,1831.0,2747.0,5.1,7.6,,477.0,7.4,359.0,595.0,5.6,736.0,8.2,566.0,905.0,6.3,9.2,10.1,MCLEOD
2005-02-01,5.4,,,,,,,,,,19643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCLEOD
2005-03-01,5.4,,,,,,,,,,19663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCLEOD
2005-04-01,4.4,,,,,,,,26.18115374575829,,19598,,,,1003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCLEOD
2005-05-01,3.9,,,,,,,,,,19611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCLEOD
2005-06-01,3.9,,,,,,,,,,20204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCLEOD
2005-07-01,3.3,,,,,,,,26.119023397761957,,20469,,,,1015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCLEOD
2005-08-01,3.1,,,,,,,,,,20776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCLEOD
2005-09-01,3.6,,,,,,,,,,20437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCLEOD
2005-10-01,3.3,,,,,,,,27.1617497456765,,20425,,,,1032.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCLEOD
2005-11-01,3.6,,,,,,,,,,20057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCLEOD
2005-12-01,3.9,,,,,,,,,,20042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCLEOD
2006-01-01,5.2,,,,,,,,26.82110682110682,161.0,20302,32175.0,291.0,141.51,998.0,271.6,52018.0,,,2258.0,6.1,,117.0,,,1085.0,1182381.0,,,36.838,,36832.0,,,,48164.0,55872.0,9358.0,6646.0,,1804.0,2711.0,4.9,7.4,,448.0,6.7,345.0,551.0,5.2,744.0,8.0,586.0,902.0,6.3,8.3,9.6,MCLEOD
2006-02-01,5.2,,,,,,,,,,20406,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MCLEOD
2006-03-01,5.0,,,,,,,,,,20405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCLEOD
2006-04-01,4.0,,,,,,,,26.905132192846036,,20403,,,,996.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCLEOD
2006-05-01,3.3,,,,,,,,,,20167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCLEOD
2006-06-01,3.6,,,,,,,,,,20783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCLEOD
2006-07-01,3.5,,,,,,,,27.102082797634353,,20991,,,,985.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCLEOD
2006-08-01,3.3,,,,,,,,,,20934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCLEOD
2006-09-01,3.6,,,,,,,,,,20595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCLEOD
2006-10-01,3.3,,,,,,,,26.79463581383118,,20570,,,,1001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCLEOD
2006-11-01,3.8,,,,,,,,,,20083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCLEOD
2006-12-01,4.4,,,,,,,,,,19982,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MCLEOD
2007-01-01,5.5,,,,,,,,27.51068376068376,73.0,20217,33272.0,216.3,140.7,974.0,201.9,57355.0,,,2291.0,6.2,,133.0,,,1229.0,1229755.0,,,37.097,,36778.0,,,,54761.0,59949.0,9393.0,6644.0,,1779.0,2803.0,4.8,7.6,,468.0,7.0,347.0,589.0,5.2,760.0,8.1,573.0,947.0,6.1,8.9,10.1,MCLEOD
2007-02-01,5.5,,,,,,,,,,20339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCLEOD
2007-03-01,5.4,,,,,,,,,,20412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCLEOD
2007-04-01,4.9,,,,,,,,26.44584647739222,,20392,,,,988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCLEOD
2007-05-01,4.5,,,,,,,,,,20262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCLEOD
