DATE,MNCOTT3URN,PCPI27033,MHIMN27033A052NCEN,MNCOTT3POP,PUA0T17MN27033A647NCEN,PEAAMN27033A647NCEN,RACEDISPARITY027033,B03002004E027033,PI27033,2020RATIO027033,B14005DCYACS027033,DP04ACS027033,MNCOTT3LFN,CDC20N2U027033,PUAAMN27033A647NCEN,B01002001E027033,B080ACS027033,CDC20N2UAA027033,ATNHPIUS27033A,EQFXSUBPRIME027033,HC01ESTVC1727033,S1701ACS027033,HC01ESTVC1627033,B03002003E027033,B03002006E027033,B03002012E027033,ENU2703320510,BPPRIV027033,MHICILBMN27033A052NCEN,MHICIUBMN27033A052NCEN,B03002005E027033,PUA5T17RMN27033A647NCEN,HOWNRATEACS027033,NETMIGNACS027033,S1101SPHOUSE027033,PPAAMN27033A156NCEN,PECILBAAMN27033A647NCEN,PECIUBAAMN27033A647NCEN,PPCILBAAMN27033A156NCEN,DMPCRATE027033,PPCIUBAAMN27033A156NCEN,FBITC027033,S1501ACSTOTAL027033,PE5T17MN27033A647NCEN,PP5T17MN27033A156NCEN,PECILB5T17MN27033A647NCEN,PECIUB5T17MN27033A647NCEN,PPCILB5T17MN27033A156NCEN,CBR27033MNA647NCEN,PEU18MN27033A647NCEN,PPU18MN27033A156NCEN,PECILBU18MN27033A647NCEN,PECIUBU18MN27033A647NCEN,PPCILBU18MN27033A156NCEN,PPCIUB5T17MN27033A156NCEN,PPCIUBU18MN27033A156NCEN,county
1991-01-01,6.6,15995.0,,12.485999999999999,,,,,199708.0,,,,5814,,,,,,,,,,,,,,358.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1991-02-01,6.0,,,,,,,,,,,,5730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1991-03-01,6.1,,,,,,,,,,,,5784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1991-04-01,4.9,,,,,,,,,,,,5818,,,,,,,,,,,,,,354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1991-05-01,4.5,,,,,,,,,,,,5865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1991-06-01,5.6,,,,,,,,,,,,6044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1991-07-01,6.6,,,,,,,,,,,,5677,,,,,,,,,,,,,,350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1991-08-01,11.4,,,,,,,,,,,,6050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1991-09-01,6.1,,,,,,,,,,,,5758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1991-10-01,4.7,,,,,,,,,,,,5798,,,,,,,,,,,,,,345.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1991-11-01,5.5,,,,,,,,,,,,5655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1991-12-01,5.8,,,,,,,,,,,,5627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1992-01-01,7.7,16925.0,,12.575,,,,,212835.0,,,,5652,,,,,,68.78,,,,,,,,345.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1992-02-01,7.2,,,,,,,,,,,,5658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1992-03-01,7.1,,,,,,,,,,,,5607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1992-04-01,5.5,,,,,,,,,,,,5794,,,,,,,,,,,,,,342.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1992-05-01,5.3,,,,,,,,,,,,5929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1992-06-01,12.9,,,,,,,,,,,,6337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1992-07-01,12.3,,,,,,,,,,,,6064,,,,,,,,,,,,,,344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1992-08-01,11.3,,,,,,,,,,,,6083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1992-09-01,5.4,,,,,,,,,,,,5887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1992-10-01,4.6,,,,,,,,,,,,5901,,,,,,,,,,,,,,346.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1992-11-01,5.2,,,,,,,,,,,,5986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1992-12-01,5.6,,,,,,,,,,,,5880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1993-01-01,6.9,15009.0,26868.0,12.592,,1580.0,,,188990.0,,,,6067,,,,,,71.61,,,,,,,,351.0,17.0,24493.0,29229.0,,,,,,12.7,1247.0,1913.0,10.0,,15.3,,,398.0,15.6,299.0,498.0,11.7,855.0,561.0,16.9,435.0,688.0,13.1,19.5,20.7,COTTONWOOD
1993-02-01,6.1,,,,,,,,,,,,6027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1993-03-01,5.3,,,,,,,,,,,,6100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1993-04-01,4.6,,,,,,,,,,,,6083,,,,,,,,,,,,,,348.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1993-05-01,4.2,,,,,,,,,,,,6250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1993-06-01,4.6,,,,,,,,,,,,6399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1993-07-01,12.1,,,,,,,,,,,,6246,,,,,,,,,,,,,,344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1993-08-01,9.8,,,,,,,,,,,,6360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1993-09-01,4.4,,,,,,,,,,,,6094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1993-10-01,4.1,,,,,,,,,,,,6114,,,,,,,,,,,,,,347.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1993-11-01,4.2,,,,,,,,,,,,6130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1993-12-01,4.7,,,,,,,,,,,,6240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1994-01-01,6.9,19175.0,,12.605,,,,,241699.0,,,,6243,,,,,,76.2,,,,,,,,355.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1994-02-01,5.9,,,,,,,,,,,,6111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1994-03-01,5.7,,,,,,,,,,,,6103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1994-04-01,4.3,,,,,,,,,,,,6119,,,,,,,,,,,,,,359.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1994-05-01,3.4,,,,,,,,,,,,6252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1994-06-01,4.7,,,,,,,,,,,,6449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1994-07-01,9.8,,,,,,,,,,,,6539,,,,,,,,,,,,,,347.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1994-08-01,6.1,,,,,,,,,,,,6352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1994-09-01,4.9,,,,,,,,,,,,6376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1994-10-01,4.0,,,,,,,,,,,,6339,,,,,,,,,,,,,,360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1994-11-01,3.9,,,,,,,,,,,,6402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1994-12-01,5.1,,,,,,,,,,,,6168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1995-01-01,6.4,18121.0,28324.0,12.562999999999999,,1227.0,,,227657.0,,,,5990,,,,,,86.7,,,,,,,,357.0,20.0,25175.0,31457.0,,,,,,10.0,966.0,1488.0,7.9,,12.1,,,286.0,11.5,217.0,355.0,8.7,666.0,427.0,13.2,328.0,525.0,10.1,14.3,16.2,COTTONWOOD
1995-02-01,5.6,,,,,,,,,,,,6014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1995-03-01,5.0,,,,,,,,,,,,6081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1995-04-01,5.0,,,,,,,,,,,,6307,,,,,,,,,,,,,,354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1995-05-01,4.1,,,,,,,,,,,,6142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1995-06-01,13.4,,,,,,,,,,,,6900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1995-07-01,13.6,,,,,,,,,,,,6152,,,,,,,,,,,,,,343.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1995-08-01,10.8,,,,,,,,,,,,6333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1995-09-01,6.0,,,,,,,,,,,,6041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1995-10-01,4.3,,,,,,,,,,,,6041,,,,,,,,,,,,,,353.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1995-11-01,4.5,,,,,,,,,,,,5995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1995-12-01,4.7,,,,,,,,,,,,6086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1996-01-01,6.4,21403.0,,12.475999999999999,,,,,267025.0,,,,6043,,,,,,88.26,,,,,,,,355.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1996-02-01,6.1,,,,,,,,,,,,6131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1996-03-01,5.8,,,,,,,,,,,,6167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1996-04-01,6.8,,,,,,,,,,,,6264,,,,,,,,,,,,,,355.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1996-05-01,5.9,,,,,,,,,,,,6333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1996-06-01,15.2,,,,,,,,,,,,6660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1996-07-01,12.5,,,,,,,,,,,,6659,,,,,,,,,,,,,,353.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1996-08-01,6.2,,,,,,,,,,,,6161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1996-09-01,5.9,,,,,,,,,,,,6248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1996-10-01,4.6,,,,,,,,,,,,6160,,,,,,,,,,,,,,355.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1996-11-01,4.3,,,,,,,,,,,,6064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1996-12-01,5.8,,,,,,,,,,,,6032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1997-01-01,5.8,21220.0,31272.0,12.357000000000001,,1306.0,,,262221.0,,,,5988,,,,,,96.49,,,,,,,,351.0,22.0,28148.0,34378.0,,,,,,11.0,1001.0,1611.0,8.4,,13.5,,,365.0,15.6,255.0,475.0,10.9,474.0,518.0,16.7,380.0,657.0,12.3,20.3,21.2,COTTONWOOD
1997-02-01,4.7,,,,,,,,,,,,6064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1997-03-01,5.2,,,,,,,,,,,,6041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1997-04-01,4.0,,,,,,,,,,,,6135,,,,,,,,,,,,,,356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1997-05-01,2.9,,,,,,,,,,,,6160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1997-06-01,9.7,,,,,,,,,,,,6182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1997-07-01,8.4,,,,,,,,,,,,6253,,,,,,,,,,,,,,371.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1997-08-01,2.9,,,,,,,,,,,,6070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1997-09-01,3.1,,,,,,,,,,,,6084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1997-10-01,2.7,,,,,,,,,,,,6163,,,,,,,,,,,,,,363.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1997-11-01,3.1,,,,,,,,,,,,6096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1997-12-01,3.5,,,,,,,,,,,,6127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1998-01-01,4.4,22923.0,32006.0,12.29,3060.0,1397.0,,,281724.0,,,,5589,,11879.0,,,,98.39,,,,,,,,363.0,28.0,28921.0,35075.0,,2357.0,,,,11.8,1074.0,1719.0,9.0,,14.5,,,353.0,15.0,231.0,475.0,9.8,462.0,518.0,16.9,368.0,668.0,12.0,20.1,21.8,COTTONWOOD
1998-02-01,3.9,,,,,,,,,,,,5678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1998-03-01,4.4,,,,,,,,,,,,5603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1998-04-01,2.9,,,,,,,,,,,,5600,,,,,,,,,,,,,,361.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1998-05-01,2.3,,,,,,,,,,,,5679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1998-06-01,4.5,,,,,,,,,,,,5615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1998-07-01,9.9,,,,,,,,,,,,5581,,,,,,,,,,,,,,365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1998-08-01,11.4,,,,,,,,,,,,5580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1998-09-01,3.2,,,,,,,,,,,,5412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1998-10-01,8.8,,,,,,,,,,,,5541,,,,,,,,,,,,,,363.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1998-11-01,3.9,,,,,,,,,,,,5559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1998-12-01,3.7,,,,,,,,,,,,5643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1999-01-01,4.2,23149.0,32408.0,12.25,3013.0,1176.0,,,283575.0,,,,5666,541.5,11990.0,,,433.5,98.15,18.715341959334566,,,,,,,363.0,18.0,30306.0,34655.0,,2261.0,,,,9.8,877.0,1476.0,7.3,,12.3,,,332.0,14.7,202.0,462.0,8.9,400.0,404.0,13.4,259.0,549.0,8.6,20.4,18.2,COTTONWOOD
1999-02-01,4.0,,,,,,,,,,,,5700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1999-03-01,3.9,,,,,,,,,,,,5604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1999-04-01,3.0,,,,,,,,,,,,5691,,,,,,,18.83920076117983,,,,,,,363.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1999-05-01,2.2,,,,,,,,,,,,5750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1999-06-01,3.6,,,,,,,,,,,,5799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1999-07-01,10.0,,,,,,,,,,,,6405,,,,,,,17.61633428300095,,,,,,,358.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1999-08-01,4.0,,,,,,,,,,,,6068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1999-09-01,3.7,,,,,,,,,,,,5967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1999-10-01,6.9,,,,,,,,,,,,5212,,,,,,,18.691125433812594,,,,,,,362.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1999-11-01,3.2,,,,,,,,,,,,5332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
1999-12-01,3.7,,,,,,,,,,,,5404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2000-01-01,4.7,24396.0,33897.0,12.152999999999999,2861.0,1142.0,,,296824.0,,,,6272,309.9,11855.0,,,233.4,100.0,18.65562591329761,,,,,,,361.0,15.0,31429.0,36560.0,,2129.0,,,,9.6,879.0,1406.0,7.4,,11.9,,,272.0,12.8,182.0,362.0,8.6,426.0,422.0,14.7,302.0,542.0,10.5,17.0,18.9,COTTONWOOD
2000-02-01,4.3,,,,,,,,,,,,6361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2000-03-01,4.3,,,,,,,,,,,,6376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2000-04-01,3.1,,,,,,,,,,,,6369,,,,,,,17.57852077001013,,,,,,,360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2000-05-01,2.8,,,,,,,,,,,,6375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2000-06-01,4.3,,,,,,,,,,,,6059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2000-07-01,7.4,,,,,,,,,,,,6082,,,,,,,19.167904903417536,,,,,,,358.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2000-08-01,10.5,,,,,,,,,,,,6264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2000-09-01,4.7,,,,,,,,,,,,6323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2000-10-01,4.7,,,,,,,,,,,,6225,,,,,,,16.560820713238886,,,,,,,360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2000-11-01,3.5,,,,,,,,,,,,6323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2000-12-01,3.7,,,,,,,,,,,,6314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2001-01-01,4.8,24667.0,33356.0,12.071,2818.0,1130.0,,,299455.0,,,,6298,425.2,11787.0,,,330.6,108.11,18.711136235161106,,,,,,,359.0,37.0,31113.0,35760.0,,2114.0,,,,9.6,867.0,1394.0,7.4,,11.8,,,262.0,12.4,171.0,353.0,8.1,467.0,391.0,13.9,274.0,509.0,9.7,16.7,18.0,COTTONWOOD
2001-02-01,4.3,,,,,,,,,,,,6270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2001-03-01,4.6,,,,,,,,,,,,6299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2001-04-01,3.9,,,,,,,,,,,,6512,,,,,,,17.569982132221554,,,,,,,357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2001-05-01,3.0,,,,,,,,,,,,6510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2001-06-01,5.0,,,,,,,,,,,,6712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
