DATE,MNFARI3URN,MNFARI3POP,B01002001E027043,PUAAMN27043A647NCEN,S1701ACS027043,B03002012E027043,ATNHPIUS27043A,PCPI27043,MHIMN27043A052NCEN,DP04ACS027043,PPAAMN27043A156NCEN,RACEDISPARITY027043,PI27043,2020RATIO027043,B14005DCYACS027043,MNFARI3LFN,CDC20N2U027043,USPTOISSUED027043,B080ACS027043,CDC20N2UAA027043,EQFXSUBPRIME027043,HC01ESTVC1727043,HC01ESTVC1627043,B03002003E027043,B03002006E027043,ENU2704320510,BPPRIV027043,MHICILBMN27043A052NCEN,MHICIUBMN27043A052NCEN,B03002005E027043,PUA0T17MN27043A647NCEN,PUA5T17RMN27043A647NCEN,HOWNRATEACS027043,NETMIGNACS027043,S1101SPHOUSE027043,PEAAMN27043A647NCEN,PECILBAAMN27043A647NCEN,PECIUBAAMN27043A647NCEN,PPCILBAAMN27043A156NCEN,DMPCRATE027043,PPCIUBAAMN27043A156NCEN,FBITC027043,S1501ACSTOTAL027043,PE5T17MN27043A647NCEN,PP5T17MN27043A156NCEN,PECILB5T17MN27043A647NCEN,PECIUB5T17MN27043A647NCEN,PPCILB5T17MN27043A156NCEN,CBR27043MNA647NCEN,PEU18MN27043A647NCEN,PPU18MN27043A156NCEN,B03002004E027043,PECILBU18MN27043A647NCEN,PECIUBU18MN27043A647NCEN,PPCILBU18MN27043A156NCEN,PPCIUB5T17MN27043A156NCEN,PPCIUBU18MN27043A156NCEN,county
2003-12-01,5.9,,,,,,,,,,,,,,,8377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2004-01-01,7.2,15.452,,15191.0,,,115.51,32444.0,39055.0,,8.7,,504637.0,,,8311,345.1,,,247.9,21.83322724379376,,,,,445.0,28.0,36651.0,41618.0,,3218.0,2408.0,,,,1328.0,998.0,1658.0,6.6,,10.9,,,238.0,9.9,157.0,319.0,6.5,746.0,381.0,11.8,,272.0,491.0,8.4,13.3,15.3,FARIBAULT
2004-02-01,6.9,,,,,,,,,,,,,,,8217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2004-03-01,7.2,,,,,,,,,,,,,,,8303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2004-04-01,5.4,,,,,,,,,,,,,,,8218,,,,,20.676451818761965,,,,,452.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2004-05-01,4.9,,,,,,,,,,,,,,,8159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2004-06-01,5.7,,,,,,,,,,,,,,,8638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2004-07-01,5.7,,,,,,,,,,,,,,,8465,,,,,20.07697241821681,,,,,449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2004-08-01,5.3,,,,,,,,,,,,,,,8511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2004-09-01,5.1,,,,,,,,,,,,,,,8257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2004-10-01,4.7,,,,,,,,,,,,,,,8188,,,,,21.19669000636537,,,,,449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2004-11-01,5.0,,,,,,,,,,,,,,,7990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2004-12-01,5.5,,,,,,,,,,,,,,,7972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2005-01-01,6.4,15.134,,15009.0,,,126.21,35591.0,38002.0,,11.3,,542936.0,,,7955,427.0,,,306.1,21.667719519898924,,,,,445.0,33.0,35731.0,40274.0,,3165.0,2386.0,,,,1692.0,1377.0,2007.0,9.2,,13.4,79.0,,286.0,12.0,219.0,353.0,9.2,719.0,474.0,15.0,,371.0,576.0,11.7,14.8,18.2,FARIBAULT
2005-02-01,7.2,,,,,,,,,,,,,,,7979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2005-03-01,6.5,,,,,,,,,,,,,,,8004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2005-04-01,5.1,,,,,,,,,,,,,,,7947,,,,,20.705128205128208,,,,,456.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2005-05-01,4.4,,,,,,,,,,,,,,,8046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2005-06-01,4.4,,,,,,,,,,,,,,,8362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2005-07-01,4.2,,,,,,,,,,,,,,,8212,,,,,20.206584893479665,,,,,462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2005-08-01,3.5,,,,,,,,,,,,,,,8293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2005-09-01,3.8,,,,,,,,,,,,,,,8214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2005-10-01,3.5,,,,,,,,,,,,,,,8053,,,,,20.66967160334836,,,,,468.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2005-11-01,4.0,,,,,,,,,,,,,,,7749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2005-12-01,4.8,,,,,,,,,,,,,,,7765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2006-01-01,5.6,15.01,,14828.0,,,126.69,34637.0,40733.0,,10.9,,524755.0,,,7753,445.0,,,335.8,20.809248554913296,,,,,451.0,27.0,37717.0,43749.0,,3215.0,2390.0,,,,1620.0,1303.0,1938.0,8.8,,13.1,82.0,,312.0,13.1,242.0,382.0,10.1,734.0,497.0,15.5,,393.0,600.0,12.2,16.0,18.7,FARIBAULT
2006-02-01,5.5,,,,,,,,,,,,,,,7781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2006-03-01,5.5,,,,,,,,,,,,,,,7874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2006-04-01,4.7,,,,,,,,,,,,,,,7815,,,,,20.128205128205128,,,,,447.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2006-05-01,3.7,,,,,,,,,,,,,,,7751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2006-06-01,3.9,,,,,,,,,,,,,,,7995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2006-07-01,4.0,,,,,,,,,,,,,,,7886,,,,,20.327868852459016,,,,,442.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2006-08-01,3.8,,,,,,,,,,,,,,,7950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2006-09-01,3.8,,,,,,,,,,,,,,,7894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
