DATE,MNSIBL3URN,MNSIBL3LFN,MHIMN27143A052NCEN,MNSIBL3POP,PCPI27143,B01002001E027143,PUAAMN27143A647NCEN,PUA0T17MN27143A647NCEN,RACEDISPARITY027143,B03002006E027143,CBR27143MNA647NCEN,PEU18MN27143A647NCEN,PI27143,2020RATIO027143,B14005DCYACS027143,DP04ACS027143,CDC20N2U027143,USPTOISSUED027143,B080ACS027143,CDC20N2UAA027143,ATNHPIUS27143A,EQFXSUBPRIME027143,HC01ESTVC1727143,S1701ACS027143,HC01ESTVC1627143,B03002012E027143,ENU2714320510,BPPRIV027143,MHICILBMN27143A052NCEN,MHICIUBMN27143A052NCEN,PUA5T17RMN27143A647NCEN,HOWNRATEACS027143,NETMIGNACS027143,S1101SPHOUSE027143,PEAAMN27143A647NCEN,PPAAMN27143A156NCEN,PECILBAAMN27143A647NCEN,PECIUBAAMN27143A647NCEN,PPCILBAAMN27143A156NCEN,DMPCRATE027143,PPCIUBAAMN27143A156NCEN,FBITC027143,S1501ACSTOTAL027143,B03002005E027143,B03002003E027143,PE5T17MN27143A647NCEN,PP5T17MN27143A156NCEN,PECILB5T17MN27143A647NCEN,PECIUB5T17MN27143A647NCEN,PPCILB5T17MN27143A156NCEN,PPU18MN27143A156NCEN,B03002004E027143,PECILBU18MN27143A647NCEN,PECIUBU18MN27143A647NCEN,PPCILBU18MN27143A156NCEN,PPCIUB5T17MN27143A156NCEN,PPCIUBU18MN27143A156NCEN,county
1991-01-01,7.7,6825,,14.372,15115.0,,,,,,,,217236.0,,,,,,,,,,,,,,303.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
1991-02-01,8.3,6673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
1991-03-01,8.1,6629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
1991-04-01,6.5,6638,,,,,,,,,,,,,,,,,,,,,,,,,307.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
1991-05-01,4.4,6683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
1991-06-01,4.3,7022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
1991-07-01,3.7,6950,,,,,,,,,,,,,,,,,,,,,,,,,308.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
1991-08-01,3.4,7030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
1991-09-01,3.5,7016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
1991-10-01,3.8,6854,,,,,,,,,,,,,,,,,,,,,,,,,314.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
1991-11-01,5.9,6833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
1991-12-01,7.6,6829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
1992-01-01,9.6,6495,,14.481,15675.0,,,,,,,,226987.0,,,,,,,,64.18,,,,,,308.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
1992-02-01,9.2,6489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
1992-03-01,9.6,6450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
1992-04-01,7.2,6672,,,,,,,,,,,,,,,,,,,,,,,,,309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
1992-05-01,5.7,6741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
1992-06-01,5.8,7118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
1992-07-01,5.4,6837,,,,,,,,,,,,,,,,,,,,,,,,,303.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
1992-08-01,4.8,6918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
1992-09-01,4.9,6834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
1992-10-01,4.5,6827,,,,,,,,,,,,,,,,,,,,,,,,,302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
1992-11-01,5.4,6731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
1992-12-01,7.2,6769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
1993-01-01,9.9,6655,29984.0,14.618,14690.0,,,,,,822.0,589.0,214736.0,,,,,,,,65.47,,,,,,301.0,43.0,27682.0,32273.0,,,,,1587.0,10.8,1250.0,1924.0,8.5,,13.1,,,,,394.0,12.3,296.0,492.0,9.2,13.9,,457.0,722.0,10.8,15.3,17.0,SIBLEY
1993-02-01,10.5,6551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
1993-03-01,10.0,6683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
1993-04-01,8.5,6786,,,,,,,,,,,,,,,,,,,,,,,,,302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
1993-05-01,6.5,6846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
1993-06-01,7.6,7121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
1993-07-01,6.3,6804,,,,,,,,,,,,,,,,,,,,,,,,,303.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
1993-08-01,6.0,6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
1993-09-01,5.4,6921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
1993-10-01,5.0,7014,,,,,,,,,,,,,,,,,,,,,,,,,313.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
1993-11-01,5.3,6777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
1993-12-01,7.0,6837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
1994-01-01,9.1,6841,,14.745999999999999,17013.0,,,,,,,,250870.0,,,,,,,,69.78,,,,,,310.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
1994-02-01,8.9,6705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
1994-03-01,8.8,6679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
1994-04-01,6.8,6627,,,,,,,,,,,,,,,,,,,,,,,,,311.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
1994-05-01,4.6,6770,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
1994-06-01,5.0,7072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
1994-07-01,4.8,6848,,,,,,,,,,,,,,,,,,,,,,,,,307.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
1994-08-01,4.0,7128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
1994-09-01,3.8,7347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
1994-10-01,3.5,7056,,,,,,,,,,,,,,,,,,,,,,,,,307.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
1994-11-01,3.6,6930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
1994-12-01,5.7,6526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
1995-01-01,7.5,6486,31266.0,14.965,16695.0,,,,,,580.0,497.0,249834.0,,,,,,,,76.54,,,,,,317.0,53.0,28148.0,34367.0,,,,,1310.0,8.9,1027.0,1592.0,7.0,,10.8,,,,,337.0,10.6,255.0,419.0,8.0,11.8,,380.0,614.0,9.1,13.2,14.6,SIBLEY
1995-02-01,8.0,6524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
1995-03-01,7.1,6695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
1995-04-01,6.2,6978,,,,,,,,,,,,,,,,,,,,,,,,,324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
1995-05-01,4.3,6874,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
1995-06-01,4.6,7280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
1995-07-01,4.1,6885,,,,,,,,,,,,,,,,,,,,,,,,,316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
