DATE,MNWATO5URN,PI27165,ATNHPIUS27165A,S1701ACS027165,PUAAMN27165A647NCEN,PCPI27165,PEAAMN27165A647NCEN,RACEDISPARITY027165,CBR27165MNA647NCEN,2020RATIO027165,B14005DCYACS027165,DP04ACS027165,MNWATO5POP,MNWATO5LFN,CDC20N2U027165,B01002001E027165,B080ACS027165,CDC20N2UAA027165,EQFXSUBPRIME027165,MHIMN27165A052NCEN,HC01ESTVC1727165,HC01ESTVC1627165,ENU2716520510,BPPRIV027165,MHICILBMN27165A052NCEN,MHICIUBMN27165A052NCEN,PUA0T17MN27165A647NCEN,PUA5T17RMN27165A647NCEN,HOWNRATEACS027165,NETMIGNACS027165,B03002012E027165,S1101SPHOUSE027165,PPAAMN27165A156NCEN,PECILBAAMN27165A647NCEN,PECIUBAAMN27165A647NCEN,PPCILBAAMN27165A156NCEN,DMPCRATE027165,PPCIUBAAMN27165A156NCEN,FBITC027165,S1501ACSTOTAL027165,B03002003E027165,B03002006E027165,B03002005E027165,PE5T17MN27165A647NCEN,PP5T17MN27165A156NCEN,PECILB5T17MN27165A647NCEN,PECIUB5T17MN27165A647NCEN,PPCILB5T17MN27165A156NCEN,PEU18MN27165A647NCEN,PPU18MN27165A156NCEN,B03002004E027165,PECILBU18MN27165A647NCEN,PECIUBU18MN27165A647NCEN,PPCILBU18MN27165A156NCEN,PPCIUB5T17MN27165A156NCEN,PPCIUBU18MN27165A156NCEN,county
2016-07-01,5.4,,,,,,,,,,,,,6454,,,,,23.920265780730897,,,,267.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2016-08-01,4.8,,,,,,,,,,,,,6441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2016-09-01,4.6,,,,,,,,,,,,,6438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2016-10-01,4.9,,,,,,,,,,,,,6778,,,,,23.190789473684212,,,,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2016-11-01,3.8,,,,,,,,,,,,,6689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2016-12-01,4.4,,,,,,,,,,,,,6707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2017-01-01,6.3,,128.8,,,,,,,,,,10.84,6756,,,,,23.953098827470694,,,,269.0,10.0,,,,,,,,,,,,,,,47.0,,,,,,,,,,,,,,,,,,WATONWAN
2017-02-01,5.8,,,,,,,,,,,,,6500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2017-03-01,5.8,,,,,,,,,,,,,6586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2017-04-01,4.4,,,,,,,,,,,,,6635,,,,,23.781009409751924,,,,271.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2017-05-01,3.5,,,,,,,,,,,,,6546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2017-06-01,3.8,,,,,,,,,,,,,6557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2017-07-01,3.9,,,,,,,,,,,,,6436,,,,,23.12286689419795,,,,278.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2017-08-01,4.8,,,,,,,,,,,,,6333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2017-09-01,4.1,,,,,,,,,,,,,6262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2017-10-01,2.9,,,,,,,,,,,,,6460,,,,,24.85106382978724,,,,280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2017-11-01,3.4,,,,,,,,,,,,,6415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2017-12-01,4.0,,,,,,,,,,,,,6409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2018-01-01,5.5,,,,,,,,,,,,,6440,,,,,25.253378378378375,,,,282.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2018-02-01,5.2,,,,,,,,,,,,,6402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2018-03-01,5.1,,,,,,,,,,,,,6458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2018-04-01,3.9,,,,,,,,,,,,,6437,,,,,24.10865874363328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2018-05-01,2.9,,,,,,,,,,,,,6514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2018-06-01,3.2,,,,,,,,,,,,,6487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2018-07-01,3.4,,,,,,,,,,,,,6318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2018-08-01,3.0,,,,,,,,,,,,,6012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
