DATE,MNLYON3URN,MNLYON3POP,B01002001E027083,PCPI27083,B03002012E027083,PUAAMN27083A647NCEN,S1701ACS027083,MHICILBMN27083A052NCEN,S1101SPHOUSE027083,HOWNRATEACS027083,RACEDISPARITY027083,B03002003E027083,CBR27083MNA647NCEN,PPU18MN27083A156NCEN,PI27083,2020RATIO027083,B14005DCYACS027083,DP04ACS027083,MNLYON3LFN,CDC20N2U027083,USPTOISSUED027083,B080ACS027083,CDC20N2UAA027083,ATNHPIUS27083A,EQFXSUBPRIME027083,MHIMN27083A052NCEN,HC01ESTVC1727083,HC01ESTVC1627083,ENU2708320510,BPPRIV027083,MHICIUBMN27083A052NCEN,PUA0T17MN27083A647NCEN,PUA5T17RMN27083A647NCEN,NETMIGNACS027083,PEAAMN27083A647NCEN,PPAAMN27083A156NCEN,PECILBAAMN27083A647NCEN,PECIUBAAMN27083A647NCEN,PPCILBAAMN27083A156NCEN,DMPCRATE027083,PPCIUBAAMN27083A156NCEN,FBITC027083,S1501ACSTOTAL027083,B03002005E027083,B03002006E027083,PE5T17MN27083A647NCEN,PP5T17MN27083A156NCEN,PECILB5T17MN27083A647NCEN,PECIUB5T17MN27083A647NCEN,PPCILB5T17MN27083A156NCEN,PEU18MN27083A647NCEN,B03002004E027083,PECILBU18MN27083A647NCEN,PECIUBU18MN27083A647NCEN,PPCILBU18MN27083A156NCEN,PPCIUB5T17MN27083A156NCEN,PPCIUBU18MN27083A156NCEN,county
1991-01-01,5.3,24.804000000000002,,17097.0,,,,,,,,,,,424078.0,,,,13275,,,,,64.45,,,,,677.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1991-02-01,5.6,,,,,,,,,,,,,,,,,,13369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1991-03-01,5.5,,,,,,,,,,,,,,,,,,13427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1991-04-01,4.1,,,,,,,,,,,,,,,,,,13501,,,,,,,,,,677.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1991-05-01,3.2,,,,,,,,,,,,,,,,,,13657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1991-06-01,3.8,,,,,,,,,,,,,,,,,,13813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1991-07-01,3.5,,,,,,,,,,,,,,,,,,13536,,,,,,,,,,680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1991-08-01,3.0,,,,,,,,,,,,,,,,,,13604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1991-09-01,2.8,,,,,,,,,,,,,,,,,,13550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1991-10-01,2.2,,,,,,,,,,,,,,,,,,13712,,,,,,,,,,676.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1991-11-01,3.0,,,,,,,,,,,,,,,,,,13681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1991-12-01,3.8,,,,,,,,,,,,,,,,,,13566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1992-01-01,5.3,24.893,,18399.0,,,,,,,,,,,458011.0,,,,13625,,,,,67.49,,,,,683.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1992-02-01,5.1,,,,,,,,,,,,,,,,,,13500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1992-03-01,5.7,,,,,,,,,,,,,,,,,,13634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1992-04-01,3.8,,,,,,,,,,,,,,,,,,13920,,,,,,,,,,683.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1992-05-01,2.9,,,,,,,,,,,,,,,,,,14069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1992-06-01,3.5,,,,,,,,,,,,,,,,,,14442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1992-07-01,2.9,,,,,,,,,,,,,,,,,,14201,,,,,,,,,,684.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1992-08-01,2.8,,,,,,,,,,,,,,,,,,14347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1992-09-01,2.9,,,,,,,,,,,,,,,,,,14154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1992-10-01,2.4,,,,,,,,,,,,,,,,,,14305,,,,,,,,,,683.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1992-11-01,2.8,,,,,,,,,,,,,,,,,,14274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1992-12-01,3.8,,,,,,,,,,,,,,,,,,14226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1993-01-01,5.4,25.125999999999998,,18051.0,,,,28882.0,,,,,1399.0,12.4,453558.0,,,,14826,,,,,72.84,,31177.0,,,673.0,79.0,33460.0,,,,2564.0,10.6,2028.0,3100.0,8.4,,12.8,,,,,600.0,11.2,453.0,747.0,8.4,881.0,,685.0,1076.0,9.7,13.9,15.2,LYON
1993-02-01,5.6,,,,,,,,,,,,,,,,,,15027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1993-03-01,5.1,,,,,,,,,,,,,,,,,,15035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1993-04-01,4.1,,,,,,,,,,,,,,,,,,14808,,,,,,,,,,670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1993-05-01,2.8,,,,,,,,,,,,,,,,,,14845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1993-06-01,3.2,,,,,,,,,,,,,,,,,,15157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1993-07-01,2.9,,,,,,,,,,,,,,,,,,14480,,1.0,,,,,,,,673.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1993-08-01,2.4,,,,,,,,,,,,,,,,,,14447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1993-09-01,2.4,,,,,,,,,,,,,,,,,,14531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1993-10-01,2.1,,,,,,,,,,,,,,,,,,14571,,,,,,,,,,680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1993-11-01,2.1,,,,,,,,,,,,,,,,,,14478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1993-12-01,3.6,,,,,,,,,,,,,,,,,,14681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1994-01-01,5.4,25.436999999999998,,19851.0,,,,,,,,,,,504945.0,,,,14449,,,,,76.89,,,,,691.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1994-02-01,5.0,,,,,,,,,,,,,,,,,,14412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1994-03-01,5.2,,,,,,,,,,,,,,,,,,14529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1994-04-01,3.6,,,,,,,,,,,,,,,,,,14358,,,,,,,,,,692.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1994-05-01,2.3,,,,,,,,,,,,,,,,,,14587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1994-06-01,2.6,,,,,,,,,,,,,,,,,,14908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1994-07-01,2.5,,,,,,,,,,,,,,,,,,14529,,,,,,,,,,681.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1994-08-01,2.4,,,,,,,,,,,,,,,,,,14506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1994-09-01,2.6,,,,,,,,,,,,,,,,,,14687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1994-10-01,2.5,,,,,,,,,,,,,,,,,,14840,,,,,,,,,,691.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1994-11-01,2.6,,,,,,,,,,,,,,,,,,14827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1994-12-01,4.0,,,,,,,,,,,,,,,,,,14635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1995-01-01,5.4,25.517,,19940.0,,,,30861.0,,,,,1277.0,10.3,508807.0,,,,14625,,,,,83.0,,33972.0,,,690.0,72.0,37066.0,,,,2072.0,8.6,1642.0,2501.0,6.8,,10.4,,,,,482.0,9.1,373.0,591.0,7.1,717.0,,560.0,874.0,8.1,11.2,12.6,LYON
1995-02-01,4.9,,,,,,,,,,,,,,,,,,14569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1995-03-01,4.8,,,,,,,,,,,,,,,,,,14705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1995-04-01,4.2,,,,,,,,,,,,,,,,,,15055,,,,,,,,,,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1995-05-01,2.9,,,,,,,,,,,,,,,,,,14913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1995-06-01,2.9,,,,,,,,,,,,,,,,,,15275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1995-07-01,2.7,,,,,,,,,,,,,,,,,,14917,,,,,,,,,,690.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1995-08-01,2.5,,,,,,,,,,,,,,,,,,14743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1995-09-01,2.6,,,,,,,,,,,,,,,,,,14810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1995-10-01,2.5,,,,,,,,,,,,,,,,,,15031,,,,,,,,,,719.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1995-11-01,2.4,,,,,,,,,,,,,,,,,,14990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1995-12-01,3.8,,,,,,,,,,,,,,,,,,14958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1996-01-01,5.2,25.3,,22893.0,,,,,,,,,,,579189.0,,,,15079,,,,,85.56,,,,,719.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1996-02-01,4.5,,,,,,,,,,,,,,,,,,15218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1996-03-01,4.7,,,,,,,,,,,,,,,,,,15262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1996-04-01,4.0,,,,,,,,,,,,,,,,,,15221,,,,,,,,,,727.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1996-05-01,3.0,,,,,,,,,,,,,,,,,,15292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1996-06-01,3.3,,,,,,,,,,,,,,,,,,15298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1996-07-01,3.0,,,,,,,,,,,,,,,,,,15146,,,,,,,,,,729.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1996-08-01,2.5,,,,,,,,,,,,,,,,,,15065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1996-09-01,2.7,,,,,,,,,,,,,,,,,,14992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1996-10-01,2.7,,,,,,,,,,,,,,,,,,15161,,,,,,,,,,732.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1996-11-01,3.0,,,,,,,,,,,,,,,,,,15132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1996-12-01,3.9,,,,,,,,,,,,,,,,,,14952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1997-01-01,4.6,25.241,,22716.0,,,,34240.0,,,,,893.0,12.3,573374.0,,,,14727,,,,,86.93,,37367.0,,,727.0,43.0,40477.0,,,,2170.0,9.2,1676.0,2664.0,7.1,,11.3,,,,,569.0,11.2,404.0,734.0,8.0,836.0,,623.0,1048.0,9.2,14.4,15.5,LYON
1997-02-01,4.3,,,,,,,,,,,,,,,,,,14855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1997-03-01,4.9,,,,,,,,,,,,,,,,,,14998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1997-04-01,3.8,,,,,,,,,,,,,,,,,,14979,,,,,,,,,,737.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1997-05-01,2.6,,,,,,,,,,,,,,,,,,15107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1997-06-01,3.0,,,,,,,,,,,,,,,,,,15254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1997-07-01,3.2,,,,,,,,,,,,,,,,,,14755,,,,,,,,,,757.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1997-08-01,2.5,,,,,,,,,,,,,,,,,,14871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1997-09-01,2.6,,,,,,,,,,,,,,,,,,15037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1997-10-01,2.1,,,,,,,,,,,,,,,,,,15230,,,,,,,,,,739.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1997-11-01,2.3,,,,,,,,,,,,,,,,,,15304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1997-12-01,3.0,,,,,,,,,,,,,,,,,,15189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1998-01-01,4.2,25.305999999999997,,24961.0,,23533.0,,35881.0,,,,,755.0,12.7,631674.0,,,,15019,,,,,90.27,,39025.0,,,731.0,66.0,42151.0,6693.0,5113.0,,2303.0,9.8,1780.0,2826.0,7.6,,12.0,,,,,549.0,10.7,363.0,735.0,7.1,850.0,,611.0,1090.0,9.1,14.4,16.3,LYON
1998-02-01,3.9,,,,,,,,,,,,,,,,,,15079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1998-03-01,4.4,,,,,,,,,,,,,,,,,,15107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1998-04-01,2.8,,,,,,,,,,,,,,,,,,15208,,,,,,,,,,732.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1998-05-01,1.9,,,,,,,,,,,,,,,,,,15218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1998-06-01,2.5,,,,,,,,,,,,,,,,,,15555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1998-07-01,2.0,,,,,,,,,,,,,,,,,,15061,,,,,,,,,,736.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1998-08-01,1.8,,,,,,,,,,,,,,,,,,14998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1998-09-01,1.9,,,,,,,,,,,,,,,,,,15095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1998-10-01,1.8,,,,,,,,,,,,,,,,,,15133,,,,,,,,,,726.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1998-11-01,2.2,,,,,,,,,,,,,,,,,,15099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1998-12-01,2.6,,,,,,,,,,,,,,,,,,15260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1999-01-01,3.7,25.401999999999997,,25614.0,,24459.0,,36655.0,,,,,761.0,9.6,650646.0,,,,15177,279.2,,,296.9,95.38,22.64623084141382,39096.0,,,726.0,55.0,41700.0,6629.0,4877.0,,2062.0,8.4,1549.0,2575.0,6.3,,10.5,,,,,486.0,10.0,306.0,666.0,6.3,638.0,,432.0,844.0,6.5,13.7,12.7,LYON
1999-02-01,3.7,,,,,,,,,,,,,,,,,,15126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1999-03-01,3.6,,,,,,,,,,,,,,,,,,15126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1999-04-01,2.9,,,,,,,,,,,,,,,,,,15381,,,,,,23.00856870834656,,,,730.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1999-05-01,1.8,,,,,,,,,,,,,,,,,,15367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1999-06-01,2.6,,,,,,,,,,,,,,,,,,15714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1999-07-01,2.4,,,,,,,,,,,,,,,,,,14646,,,,,,20.976728941330713,,,,729.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1999-08-01,2.0,,,,,,,,,,,,,,,,,,14715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1999-09-01,2.1,,,,,,,,,,,,,,,,,,14829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1999-10-01,1.6,,,,,,,,,,,,,,,,,,14902,,,,,,22.96601441812564,,,,734.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1999-11-01,2.1,,,,,,,,,,,,,,,,,,14747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
1999-12-01,3.0,,,,,,,,,,,,,,,,,,14969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2000-01-01,4.5,25.439,,26244.0,,24332.0,,37951.0,,,,,790.0,8.7,668297.0,,,,14407,274.5,,,289.4,100.0,22.52977148374638,40887.0,,,734.0,76.0,44051.0,6336.0,4609.0,,1867.0,7.7,1442.0,2293.0,5.9,,9.4,,,,,349.0,7.6,238.0,460.0,5.2,553.0,,408.0,697.0,6.4,10.0,11.0,LYON
2000-02-01,4.3,,,,,,,,,,,,,,,,,,14472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2000-03-01,4.2,,,,,,,,,,,,,,,,,,14570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2000-04-01,2.9,,,,,,,,,,,,,,,,,,14499,,,,,,22.066492829204694,,,,743.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2000-05-01,2.4,,,,,,,,,,,,,,,,,,14488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2000-06-01,2.5,,,,,,,,,,,,,,,,,,14864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2000-07-01,2.2,,,,,,,,,,,,,,,,,,14860,,,,,,21.801400381922345,,,,741.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2000-08-01,2.2,,,,,,,,,,,,,,,,,,14900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2000-09-01,2.3,,,,,,,,,,,,,,,,,,14747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2000-10-01,2.0,,,,,,,,,,,,,,,,,,14878,,,,,,20.023114706732162,,,,744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2000-11-01,2.6,,,,,,,,,,,,,,,,,,14760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2000-12-01,3.3,,,,,,,,,,,,,,,,,,14740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2001-01-01,4.1,25.368000000000002,,27038.0,,23937.0,,37788.0,,,,,1037.0,9.4,688759.0,,,,14927,295.2,,,308.5,105.98,21.576524741081705,40476.0,,,743.0,99.0,43356.0,6116.0,4459.0,,1962.0,8.2,1513.0,2412.0,6.3,,10.1,,,,,381.0,8.5,252.0,510.0,5.6,575.0,,413.0,737.0,6.7,11.4,12.0,LYON
2001-02-01,4.3,,,,,,,,,,,,,,,,,,15110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
