DATE,MNPENN3URN,PCPI27113,BPPRIV027113,S1701ACS027113,MHIMN27113A052NCEN,RACEDISPARITY027113,PI27113,2020RATIO027113,B14005DCYACS027113,DP04ACS027113,MNPENN3POP,MNPENN3LFN,CDC20N2U027113,USPTOISSUED027113,PUAAMN27113A647NCEN,B01002001E027113,B080ACS027113,CDC20N2UAA027113,ATNHPIUS27113A,EQFXSUBPRIME027113,HC01ESTVC1727113,HC01ESTVC1627113,B03002012E027113,ENU2711320510,MHICILBMN27113A052NCEN,MHICIUBMN27113A052NCEN,PUA0T17MN27113A647NCEN,PUA5T17RMN27113A647NCEN,HOWNRATEACS027113,NETMIGNACS027113,S1101SPHOUSE027113,PEAAMN27113A647NCEN,PPAAMN27113A156NCEN,PECILBAAMN27113A647NCEN,PECIUBAAMN27113A647NCEN,PPCILBAAMN27113A156NCEN,DMPCRATE027113,PPCIUBAAMN27113A156NCEN,FBITC027113,S1501ACSTOTAL027113,B03002005E027113,B03002003E027113,B03002006E027113,PE5T17MN27113A647NCEN,PP5T17MN27113A156NCEN,PECILB5T17MN27113A647NCEN,PECIUB5T17MN27113A647NCEN,PPCILB5T17MN27113A156NCEN,CBR27113MNA647NCEN,PEU18MN27113A647NCEN,PPU18MN27113A156NCEN,B03002004E027113,PECILBU18MN27113A647NCEN,PECIUBU18MN27113A647NCEN,PPCILBU18MN27113A156NCEN,PPCIUB5T17MN27113A156NCEN,PPCIUBU18MN27113A156NCEN,county
1991-01-01,15.9,15569.0,4.0,,,,208938.0,,,,13.42,6857,,,,,,,,,,,,359.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1991-02-01,15.4,,,,,,,,,,,6823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1991-03-01,16.4,,,,,,,,,,,6810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1991-04-01,10.3,,,,,,,,,,,6922,,,,,,,,,,,,354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1991-05-01,9.1,,,,,,,,,,,6894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1991-06-01,9.7,,,,,,,,,,,6717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1991-07-01,8.3,,,,,,,,,,,6727,,,,,,,,,,,,356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1991-08-01,6.8,,,,,,,,,,,7257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1991-09-01,6.7,,,,,,,,,,,7175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1991-10-01,6.1,,,,,,,,,,,7144,,,,,,,,,,,,360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1991-11-01,11.2,,,,,,,,,,,7065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1991-12-01,11.8,,,,,,,,,,,6841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1992-01-01,14.2,16908.0,6.0,,,,227459.0,,,,13.453,6799,,,,,,,61.32,,,,,366.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1992-02-01,14.1,,,,,,,,,,,6802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1992-03-01,14.2,,,,,,,,,,,6838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1992-04-01,9.8,,,,,,,,,,,6972,,,,,,,,,,,,365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1992-05-01,8.3,,,,,,,,,,,7035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1992-06-01,9.2,,,,,,,,,,,6935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1992-07-01,7.4,,,,,,,,,,,6997,,,,,,,,,,,,371.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1992-08-01,6.9,,,,,,,,,,,7047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1992-09-01,6.5,,,,,,,,,,,7141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1992-10-01,5.4,,,,,,,,,,,7021,,,,,,,,,,,,371.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1992-11-01,6.5,,,,,,,,,,,7012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1992-12-01,11.7,,,,,,,,,,,7012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1993-01-01,15.0,16979.0,11.0,,26773.0,,227650.0,,,,13.408,7018,,,,,,,67.19,,,,,376.0,24502.0,29032.0,,,,,,1805.0,13.5,1425.0,2185.0,10.7,,16.4,,,,,,442.0,15.7,334.0,551.0,11.8,1038.0,658.0,17.8,,511.0,806.0,13.8,19.5,21.7,PENNINGTON
1993-02-01,13.6,,,,,,,,,,,6860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1993-03-01,9.9,,,,,,,,,,,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1993-04-01,8.7,,,,,,,,,,,7077,,,,,,,,,,,,379.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1993-05-01,7.3,,,,,,,,,,,7300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1993-06-01,7.8,,,,,,,,,,,7380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1993-07-01,6.0,,,,,,,,,,,7168,,,,,,,,,,,,374.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1993-08-01,5.4,,,,,,,,,,,7285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1993-09-01,4.9,,,,,,,,,,,7241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1993-10-01,4.5,,,,,,,,,,,7398,,,,,,,,,,,,376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1993-11-01,5.0,,,,,,,,,,,7362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1993-12-01,9.1,,,,,,,,,,,7383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1994-01-01,12.0,18331.0,43.0,,,,245979.0,,,,13.419,7416,,,,,,,70.81,,,,,379.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1994-02-01,9.7,,,,,,,,,,,7394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1994-03-01,7.8,,,,,,,,,,,7515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1994-04-01,6.7,,,,,,,,,,,7412,,,,,,,,,,,,377.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1994-05-01,5.1,,,,,,,,,,,7514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1994-06-01,5.3,,,,,,,,,,,7438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1994-07-01,4.8,,,,,,,,,,,7131,,,,,,,,,,,,370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1994-08-01,4.5,,,,,,,,,,,7574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1994-09-01,4.3,,,,,,,,,,,7524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1994-10-01,3.3,,,,,,,,,,,7615,,,,,,,,,,,,367.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1994-11-01,4.1,,,,,,,,,,,7531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1994-12-01,7.4,,,,,,,,,,,7660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1995-01-01,9.0,19613.0,33.0,,30361.0,,263972.0,,,,13.459000000000001,7596,,,,,,,76.35,,,,,365.0,27263.0,33442.0,,,,,,1514.0,11.3,1196.0,1833.0,8.9,,13.6,,,,,,357.0,12.7,274.0,440.0,9.7,757.0,543.0,14.7,,420.0,666.0,11.4,15.6,18.1,PENNINGTON
1995-02-01,8.0,,,,,,,,,,,7540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1995-03-01,9.9,,,,,,,,,,,7477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1995-04-01,7.6,,,,,,,,,,,7642,,,,,,,,,,,,371.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1995-05-01,5.1,,,,,,,,,,,7674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1995-06-01,5.3,,,,,,,,,,,7669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1995-07-01,5.3,,,,,,,,,,,7465,,,,,,,,,,,,362.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1995-08-01,4.2,,,,,,,,,,,7642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1995-09-01,4.1,,,,,,,,,,,7611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1995-10-01,3.5,,,,,,,,,,,7773,,,,,,,,,,,,374.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1995-11-01,4.0,,,,,,,,,,,7783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1995-12-01,8.0,,,,,,,,,,,8009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1996-01-01,11.2,20896.0,24.0,,,,284563.0,,,,13.618,7846,,,,,,,87.93,,,,,369.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1996-02-01,8.9,,,,,,,,,,,7787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1996-03-01,8.1,,,,,,,,,,,7825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1996-04-01,7.4,,,,,,,,,,,7904,,,,,,,,,,,,372.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1996-05-01,5.9,,,,,,,,,,,8138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1996-06-01,6.1,,,,,,,,,,,7967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1996-07-01,6.9,,,,,,,,,,,8033,,,,,,,,,,,,376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1996-08-01,4.2,,,,,,,,,,,8130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1996-09-01,4.1,,,,,,,,,,,8022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1996-10-01,3.3,,,,,,,,,,,8031,,,,,,,,,,,,378.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1996-11-01,4.3,,,,,,,,,,,8007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1996-12-01,6.9,,,,,,,,,,,8268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1997-01-01,8.5,21823.0,10.0,,31848.0,,299718.0,,,,13.734000000000002,8059,,,,,,,87.78,,,,,372.0,28738.0,34942.0,,,,,,1504.0,11.2,1155.0,1854.0,8.6,,13.8,,,,,,422.0,15.1,297.0,547.0,10.6,515.0,586.0,15.8,,432.0,740.0,11.6,19.6,19.9,PENNINGTON
1997-02-01,8.3,,,,,,,,,,,7983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1997-03-01,7.1,,,,,,,,,,,8012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1997-04-01,7.0,,,,,,,,,,,8072,,,,,,,,,,,,380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1997-05-01,5.6,,,,,,,,,,,8133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1997-06-01,5.1,,,,,,,,,,,8081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1997-07-01,4.3,,,,,,,,,,,8008,,,,,,,,,,,,384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1997-08-01,4.0,,,,,,,,,,,8243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1997-09-01,3.8,,,,,,,,,,,8094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1997-10-01,2.9,,,,,,,,,,,8026,,,,,,,,,,,,378.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1997-11-01,3.9,,,,,,,,,,,7980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1997-12-01,5.5,,,,,,,,,,,8154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1998-01-01,7.4,23811.0,15.0,,33529.0,,324853.0,,,,13.642999999999999,8088,,,13429.0,,,,91.88,,,,,379.0,30335.0,36706.0,3680.0,2823.0,,,,1653.0,12.3,1277.0,2029.0,9.5,,15.1,,,,,,422.0,14.9,280.0,564.0,9.9,611.0,595.0,16.2,,427.0,763.0,11.6,20.0,20.7,PENNINGTON
1998-02-01,7.7,,,,,,,,,,,7983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1998-03-01,8.3,,,,,,,,,,,8016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1998-04-01,5.1,,,,,,,,,,,8021,,,,,,,,,,,,382.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1998-05-01,3.7,,,,,,,,,,,8166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1998-06-01,3.7,,,,,,,,,,,8188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1998-07-01,2.9,,,,,,,,,,,8214,,,,,,,,,,,,378.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1998-08-01,2.7,,,,,,,,,,,8197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1998-09-01,2.6,,,,,,,,,,,8100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1998-10-01,2.5,,,,,,,,,,,8076,,,,,,,,,,,,378.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1998-11-01,3.9,,,,,,,,,,,8118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1998-12-01,6.4,,,,,,,,,,,8314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1999-01-01,8.4,24679.0,15.0,,34136.0,,337284.0,,,,13.667,7990,393.0,,13349.0,,,370.6,95.27,25.53856845031272,,,,377.0,32000.0,36415.0,3265.0,2401.0,,,,1302.0,9.8,980.0,1623.0,7.3,,12.2,,,,,,297.0,12.4,187.0,407.0,7.8,555.0,383.0,11.7,,260.0,507.0,8.0,16.9,15.5,PENNINGTON
1999-02-01,9.7,,,,,,,,,,,7925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1999-03-01,7.3,,,,,,,,,,,8026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1999-04-01,5.9,,,,,,,,,,,8064,,,,,,,,25.718290119131044,,,,374.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1999-05-01,4.3,,,,,,,,,,,8225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1999-06-01,4.9,,,,,,,,,,,8387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1999-07-01,4.7,,,,,,,,,,,8006,,,,,,,,24.91190979563073,,,,375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1999-08-01,3.5,,,,,,,,,,,8104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1999-09-01,3.4,,,,,,,,,,,8022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1999-10-01,2.7,,,,,,,,,,,7838,,,,,,,,24.179874677478804,,,,375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1999-11-01,6.3,,,,,,,,,,,8390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
1999-12-01,8.5,,,,,,,,,,,8497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2000-01-01,8.9,26603.0,26.0,,36100.0,,360338.0,,,,13.547,7671,419.5,,13067.0,,,391.8,100.0,26.1101243339254,,,,372.0,33487.0,38918.0,3089.0,2255.0,,,,1158.0,8.9,893.0,1422.0,6.8,,10.9,,,,,,227.0,10.1,155.0,299.0,6.9,455.0,345.0,11.2,,256.0,435.0,8.3,13.3,14.1,PENNINGTON
2000-02-01,10.7,,,,,,,,,,,7651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2000-03-01,10.7,,,,,,,,,,,7681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2000-04-01,6.4,,,,,,,,,,,7618,,,,,,,,26.0580622595313,,,,377.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2000-05-01,4.9,,,,,,,,,,,7758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2000-06-01,4.7,,,,,,,,,,,7759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2000-07-01,5.4,,,,,,,,,,,7677,,,,,,,,25.56776556776557,,,,381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2000-08-01,4.3,,,,,,,,,,,7687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2000-09-01,3.8,,,,,,,,,,,7634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2000-10-01,3.4,,,,,,,,,,,7713,,,,,,,,22.78688524590164,,,,382.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2000-11-01,4.4,,,,,,,,,,,7752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2000-12-01,4.7,,,,,,,,,,,7696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2001-01-01,10.1,27400.0,29.0,,35236.0,,366418.0,,,,13.372,7719,352.4,,13309.0,,,334.3,104.58,23.4375,,,,372.0,32917.0,37719.0,3019.0,2204.0,,,,1190.0,8.9,916.0,1464.0,6.9,,11.0,,,,,,235.0,10.7,155.0,315.0,7.0,493.0,337.0,11.2,,242.0,431.0,8.0,14.3,14.3,PENNINGTON
2001-02-01,8.6,,,,,,,,,,,7745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2001-03-01,9.7,,,,,,,,,,,7733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2001-04-01,6.4,,,,,,,,,,,7825,,,,,,,,23.15898141775636,,,,375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2001-05-01,3.7,,,,,,,,,,,7954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2001-06-01,3.7,,,,,,,,,,,7933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2001-07-01,3.2,,,,,,,,,,,7993,,,,,,,,23.399932272265488,,,,373.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2001-08-01,3.0,,,,,,,,,,,8091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2001-09-01,2.8,,,,,,,,,,,7911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2001-10-01,2.6,,,,,,,,,,,7902,,,,,,,,22.909507445589924,,,,374.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2001-11-01,3.3,,,,,,,,,,,7868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2001-12-01,4.2,,,,,,,,,,,7815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2002-01-01,8.1,27705.0,28.0,,35516.0,,376982.0,,,,13.600999999999999,7978,378.4,,13388.0,,,348.8,106.82,24.598653547384767,,,,375.0,33169.0,38029.0,3000.0,2178.0,,,,1191.0,8.9,905.0,1476.0,6.8,,11.0,,,,,,223.0,10.2,152.0,294.0,7.0,542.0,301.0,10.0,,217.0,384.0,7.2,13.5,12.8,PENNINGTON
2002-02-01,9.1,,,,,,,,,,,7894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2002-03-01,9.7,,,,,,,,,,,7999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2002-04-01,7.9,,,,,,,,,,,7999,,,,,,,,23.69720241360395,,,,377.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2002-05-01,4.0,,,,,,,,,,,8006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2002-06-01,4.2,,,,,,,,,,,7867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2002-07-01,6.8,,,,,,,,,,,7670,,,,,,,,24.800456100342075,,,,372.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2002-08-01,3.4,,,,,,,,,,,7787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2002-09-01,3.0,,,,,,,,,,,7824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2002-10-01,2.7,,,,,,,,,,,7884,,,,,,,,26.528117359413198,,,,375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2002-11-01,3.5,,,,,,,,,,,7975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2002-12-01,7.6,,,,,,,,,,,7939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2003-01-01,7.9,30464.0,34.0,,37231.0,,414428.0,,,,13.592,8020,434.9,,13290.0,,,406.7,111.45,26.356094447989797,,,,383.0,34965.0,39644.0,2914.0,2125.0,,,,1258.0,9.5,958.0,1558.0,7.2,,11.7,,,,,,228.0,10.7,156.0,300.0,7.4,661.0,359.0,12.3,,261.0,457.0,9.0,14.1,15.7,PENNINGTON
2003-02-01,9.3,,,,,,,,,,,7921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2003-03-01,9.3,,,,,,,,,,,7966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2003-04-01,8.0,,,,,,,,,,,8009,,,,,,,,26.11637347767253,,,,387.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2003-05-01,4.6,,,,,,,,,,,8133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2003-06-01,5.1,,,,,,,,,,,8002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2003-07-01,4.9,,,,,,,,,,,7904,,,,,,,,25.084745762711858,,,,389.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2003-08-01,4.3,,,,,,,,,,,7881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2003-09-01,4.3,,,,,,,,,,,7979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2003-10-01,3.8,,,,,,,,,,,8052,,,,,,,,25.58620689655172,,,,385.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2003-11-01,4.7,,,,,,,,,,,8036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
