DATE,MNWASE1URN,MNWASE1POP,S1701ACS027161,ATNHPIUS27161A,PI27161,PCPI27161,RACEDISPARITY027161,CBR27161MNA647NCEN,2020RATIO027161,B14005DCYACS027161,DP04ACS027161,MNWASE1LFN,CDC20N2U027161,USPTOISSUED027161,PUAAMN27161A647NCEN,B01002001E027161,B080ACS027161,CDC20N2UAA027161,EQFXSUBPRIME027161,MHIMN27161A052NCEN,HC01ESTVC1727161,HC01ESTVC1627161,B03002003E027161,B03002006E027161,B03002012E027161,ENU2716120510,BPPRIV027161,MHICILBMN27161A052NCEN,MHICIUBMN27161A052NCEN,B03002005E027161,PUA0T17MN27161A647NCEN,PUA5T17RMN27161A647NCEN,HOWNRATEACS027161,NETMIGNACS027161,S1101SPHOUSE027161,PEAAMN27161A647NCEN,PPAAMN27161A156NCEN,PECILBAAMN27161A647NCEN,PECIUBAAMN27161A647NCEN,PPCILBAAMN27161A156NCEN,DMPCRATE027161,PPCIUBAAMN27161A156NCEN,FBITC027161,S1501ACSTOTAL027161,PE5T17MN27161A647NCEN,PP5T17MN27161A156NCEN,PECILB5T17MN27161A647NCEN,PECIUB5T17MN27161A647NCEN,PPCILB5T17MN27161A156NCEN,PEU18MN27161A647NCEN,PPU18MN27161A156NCEN,B03002004E027161,PECILBU18MN27161A647NCEN,PECIUBU18MN27161A647NCEN,PPCILBU18MN27161A156NCEN,PPCIUB5T17MN27161A156NCEN,PPCIUBU18MN27161A156NCEN,county
1991-01-01,5.1,18.308,,63.2,292357.0,15969.0,,,,,,9178,,,,,,,,,,,,,,414.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1991-02-01,5.6,,,,,,,,,,,9229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1991-03-01,5.7,,,,,,,,,,,9264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1991-04-01,4.8,,,,,,,,,,,9049,,,,,,,,,,,,,,415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1991-05-01,4.3,,,,,,,,,,,9242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1991-06-01,4.2,,,,,,,,,,,9604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1991-07-01,4.0,,,,,,,,,,,9379,,,,,,,,,,,,,,418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1991-08-01,4.0,,,,,,,,,,,9645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1991-09-01,4.9,,,,,,,,,,,9796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1991-10-01,4.2,,,,,,,,,,,9081,,,,,,,,,,,,,,418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1991-11-01,4.4,,,,,,,,,,,9131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1991-12-01,4.9,,,,,,,,,,,9048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1992-01-01,6.3,18.211,,65.13,309005.0,16968.0,,,,,,8960,,,,,,,,,,,,,,424.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1992-02-01,6.2,,,,,,,,,,,8967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1992-03-01,6.1,,,,,,,,,,,8873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1992-04-01,4.7,,,,,,,,,,,8979,,,,,,,,,,,,,,421.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1992-05-01,4.3,,,,,,,,,,,8985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1992-06-01,4.9,,,,,,,,,,,9482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1992-07-01,4.7,,,,,,,,,,,9371,,,,,,,,,,,,,,427.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1992-08-01,4.2,,,,,,,,,,,9646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1992-09-01,4.5,,,,,,,,,,,9671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1992-10-01,4.5,,,,,,,,,,,9170,,,,,,,,,,,,,,434.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1992-11-01,4.8,,,,,,,,,,,9184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1992-12-01,5.5,,,,,,,,,,,8759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1993-01-01,7.4,17.972,,68.92,292958.0,16301.0,,919.0,,,,8895,,,,,,,,32352.0,,,,,,433.0,52.0,30062.0,34630.0,,,,,,,1669.0,9.3,1319.0,2020.0,7.3,,11.2,,,425.0,10.5,320.0,531.0,7.9,624.0,11.7,,484.0,763.0,9.1,13.1,14.3,WASECA
1993-02-01,7.8,,,,,,,,,,,8893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1993-03-01,8.6,,,,,,,,,,,9035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1993-04-01,6.0,,,,,,,,,,,8866,,,,,,,,,,,,,,430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1993-05-01,5.5,,,,,,,,,,,8928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1993-06-01,5.9,,,,,,,,,,,9182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1993-07-01,4.8,,,,,,,,,,,9172,,,,,,,,,,,,,,426.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1993-08-01,4.5,,,,,,,,,,,9048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1993-09-01,4.4,,,,,,,,,,,9209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1993-10-01,4.5,,,,,,,,,,,8969,,,,,,,,,,,,,,438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1993-11-01,4.1,,,,,,,,,,,8764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1993-12-01,5.1,,,,,,,,,,,8655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1994-01-01,7.2,17.951,,71.03,345090.0,19224.0,,,,,,8922,,,,,,,,,,,,,,444.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1994-02-01,6.1,,,,,,,,,,,8821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1994-03-01,5.8,,,,,,,,,,,8815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1994-04-01,4.5,,,,,,,,,,,8879,,,,,,,,,,,,,,447.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1994-05-01,3.2,,,,,,,,,,,8846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1994-06-01,4.1,,,,,,,,,,,9110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1994-07-01,3.6,,,,,,,,,,,8891,,,,,,,,,,,,,,437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1994-08-01,3.8,,,,,,,,,,,8914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1994-09-01,3.8,,,,,,,,,,,8951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1994-10-01,3.4,,,,,,,,,,,8997,,,,,,,,,,,,,,443.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1994-11-01,3.1,,,,,,,,,,,9043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1994-12-01,3.6,,,,,,,,,,,8922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1995-01-01,5.1,18.151,,79.7,350615.0,19317.0,,746.0,,,,9144,,,,,,,,34810.0,,,,,,442.0,74.0,31699.0,37904.0,,,,,,,1310.0,7.3,1039.0,1582.0,5.8,,8.8,,,334.0,8.3,256.0,412.0,6.3,494.0,9.3,,384.0,604.0,7.2,10.2,11.4,WASECA
1995-02-01,4.2,,,,,,,,,,,9135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1995-03-01,4.1,,,,,,,,,,,9232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1995-04-01,3.8,,,,,,,,,,,9454,,,,,,,,,,,,,,447.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1995-05-01,3.0,,,,,,,,,,,9390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1995-06-01,3.5,,,,,,,,,,,9602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1995-07-01,3.3,,,,,,,,,,,9775,,,,,,,,,,,,,,437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1995-08-01,2.9,,,,,,,,,,,9772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1995-09-01,3.2,,,,,,,,,,,9794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1995-10-01,2.8,,,,,,,,,,,9309,,,,,,,,,,,,,,451.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1995-11-01,3.4,,,,,,,,,,,9379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1995-12-01,3.9,,,,,,,,,,,9352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1996-01-01,6.7,18.276,,82.51,393704.0,21542.0,,,,,,9518,,,,,,,,,,,,,,449.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1996-02-01,4.6,,,,,,,,,,,9369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1996-03-01,5.1,,,,,,,,,,,9621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1996-04-01,4.6,,,,,,,,,,,9558,,,,,,,,,,,,,,442.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1996-05-01,3.9,,,,,,,,,,,9608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1996-06-01,4.6,,,,,,,,,,,9777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1996-07-01,4.6,,,,,,,,,,,9783,,,,,,,,,,,,,,447.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1996-08-01,3.5,,,,,,,,,,,9899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1996-09-01,3.5,,,,,,,,,,,9941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1996-10-01,3.1,,,,,,,,,,,9484,,,,,,,,,,,,,,458.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1996-11-01,3.4,,,,,,,,,,,9497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1996-12-01,3.7,,,,,,,,,,,9399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1997-01-01,4.4,18.738,,85.25,409860.0,21873.0,,674.0,,,,9599,,,,,,,,38187.0,,,,,,461.0,52.0,35065.0,41293.0,,,,,,,1536.0,8.5,1188.0,1883.0,6.5,,10.4,,,435.0,10.9,309.0,561.0,7.8,615.0,11.5,,459.0,771.0,8.6,14.1,14.5,WASECA
1997-02-01,4.3,,,,,,,,,,,9458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1997-03-01,4.0,,,,,,,,,,,9496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1997-04-01,3.0,,,,,,,,,,,9664,,,,,,,,,,,,,,477.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1997-05-01,2.8,,,,,,,,,,,9687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1997-06-01,3.3,,,,,,,,,,,9949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1997-07-01,2.6,,,,,,,,,,,10014,,,,,,,,,,,,,,479.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1997-08-01,2.7,,,,,,,,,,,9918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1997-09-01,2.7,,,,,,,,,,,9927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1997-10-01,2.4,,,,,,,,,,,9970,,,,,,,,,,,,,,479.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1997-11-01,2.4,,,,,,,,,,,9738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1997-12-01,2.8,,,,,,,,,,,9731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1998-01-01,3.7,18.797,,89.2,442241.0,23527.0,,579.0,,,,9630,,,18203.0,,,,,39521.0,,,,,,476.0,80.0,36427.0,42598.0,,5311.0,4044.0,,,,1610.0,8.8,1247.0,1972.0,6.9,,10.8,,,432.0,10.7,287.0,577.0,7.1,623.0,11.7,,449.0,796.0,8.5,14.3,15.0,WASECA
1998-02-01,3.5,,,,,,,,,,,9604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1998-03-01,3.6,,,,,,,,,,,9640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1998-04-01,2.9,,,,,,,,,,,9749,,,,,,,,,,,,,,480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1998-05-01,2.5,,,,,,,,,,,9724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1998-06-01,2.9,,,,,,,,,,,9953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1998-07-01,3.1,,,,,,,,,,,9800,,,,,,,,,,,,,,485.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1998-08-01,2.3,,,,,,,,,,,10031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1998-09-01,2.4,,,,,,,,,,,9866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1998-10-01,2.4,,,,,,,,,,,9491,,,,,,,,,,,,,,478.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1998-11-01,2.6,,,,,,,,,,,9420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1998-12-01,2.8,,,,,,,,,,,9310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1999-01-01,3.8,19.477,,94.35,441242.0,22655.0,,707.0,,,,9481,238.9,,18261.0,,,243.0,23.35153296934061,41304.0,,,,,,468.0,54.0,38725.0,44055.0,,5010.0,3648.0,,,,1353.0,7.4,1015.0,1691.0,5.6,,9.3,,,361.0,9.9,227.0,495.0,6.2,463.0,9.2,,315.0,610.0,6.3,13.6,12.2,WASECA
1999-02-01,3.8,,,,,,,,,,,9525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1999-03-01,3.7,,,,,,,,,,,9520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1999-04-01,3.1,,,,,,,,,,,9578,,,,,,,23.68200836820084,,,,,,,471.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1999-05-01,2.9,,,,,,,,,,,9675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1999-06-01,3.6,,,,,,,,,,,9849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1999-07-01,3.2,,,,,,,,,,,10077,,,,,,,22.800338409475465,,,,,,,468.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1999-08-01,2.9,,,,,,,,,,,9885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1999-09-01,3.1,,,,,,,,,,,9849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
1999-10-01,2.3,,,,,,,,,,,9672,,,,,,,23.550401427297054,,,,,,,461.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
