DATE,NETMIGNACS027059,PUA0T17MN27059A647NCEN,MNISAN9URN,CBR27059MNA647NCEN,S1701ACS027059,MNISAN9POP,MHIMN27059A052NCEN,PI27059,PCPI27059,MNISAN9LFN,2020RATIO027059,B14005DCYACS027059,PEAAMN27059A647NCEN,HOWNRATEACS027059,RACEDISPARITY027059,PEU18MN27059A647NCEN,PUAAMN27059A647NCEN,PUA5T17RMN27059A647NCEN,MHICILBMN27059A052NCEN,MHICIUBMN27059A052NCEN,ATNHPIUS27059A,HC01ESTVC1727059,HC01ESTVC1627059,ENU2705920510,BPPRIV027059,USPTOISSUED027059,EQFXSUBPRIME027059,DP04ACS027059,B01002001E027059,B03002012E027059,CDC20N2U027059,CDC20N2UAA027059,B080ACS027059,PPAAMN27059A156NCEN,PECILBAAMN27059A647NCEN,PECIUBAAMN27059A647NCEN,PPCILBAAMN27059A156NCEN,S1101SPHOUSE027059,PPCIUBAAMN27059A156NCEN,DMPCRATE027059,S1501ACSTOTAL027059,FBITC027059,B03002004E027059,B03002003E027059,B03002006E027059,B03002005E027059,PPU18MN27059A156NCEN,PECILBU18MN27059A647NCEN,PECIUBU18MN27059A647NCEN,PPCILBU18MN27059A156NCEN,PE5T17MN27059A647NCEN,PP5T17MN27059A156NCEN,PECILB5T17MN27059A647NCEN,PECIUB5T17MN27059A647NCEN,PPCILB5T17MN27059A156NCEN,PPCIUB5T17MN27059A156NCEN,PPCIUBU18MN27059A156NCEN,county
1991-01-01,,,8.7,,,26.366,,427263.0,16205.0,13475,,,,,,,,,,,60.4,,,471.0,185.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1991-02-01,,,8.7,,,,,,,13503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1991-03-01,,,8.9,,,,,,,13618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1991-04-01,,,7.7,,,,,,,13511,,,,,,,,,,,,,,473.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1991-05-01,,,6.7,,,,,,,13387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1991-06-01,,,6.7,,,,,,,13502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1991-07-01,,,5.6,,,,,,,13514,,,,,,,,,,,,,,481.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1991-08-01,,,5.3,,,,,,,13399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1991-09-01,,,6.4,,,,,,,13373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1991-10-01,,,5.9,,,,,,,13391,,,,,,,,,,,,,,485.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1991-11-01,,,6.8,,,,,,,13593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1991-12-01,,,7.3,,,,,,,13605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1992-01-01,,,9.2,,,26.624000000000002,,461003.0,17315.0,13691,,,,,,,,,,,61.97,,,484.0,261.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1992-02-01,,,9.0,,,,,,,13725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1992-03-01,,,8.9,,,,,,,13844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1992-04-01,,,6.8,,,,,,,13563,,,,,,,,,,,,,,493.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1992-05-01,,,6.0,,,,,,,13483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1992-06-01,,,6.4,,,,,,,13601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1992-07-01,,,5.1,,,,,,,13671,,,,,,,,,,,,,,501.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1992-08-01,,,5.0,,,,,,,13618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1992-09-01,,,5.6,,,,,,,13516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1992-10-01,,,5.2,,,,,,,13573,,,,,,,,,,,,,,503.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1992-11-01,,,6.1,,,,,,,13754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1992-12-01,,,6.8,,,,,,,13843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1993-01-01,,,9.5,1724.0,,27.39,36433.0,487529.0,17800.0,14215,,,2663.0,,,1094.0,,,34189.0,38664.0,61.63,,,515.0,206.0,,,,,,,,,9.6,2106.0,3221.0,7.6,,11.6,,,,,,,,12.3,850.0,1338.0,9.6,688.0,10.1,519.0,858.0,7.6,12.6,15.1,ISANTI
1993-02-01,,,9.5,,,,,,,14301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1993-03-01,,,9.4,,,,,,,14345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1993-04-01,,,7.8,,,,,,,14197,,,,,,,,,,,,,,515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1993-05-01,,,5.9,,,,,,,13953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1993-06-01,,,6.3,,,,,,,14086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1993-07-01,,,4.9,,,,,,,14131,,,,,,,,,,,,,,517.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1993-08-01,,,4.8,,,,,,,14105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1993-09-01,,,5.5,,,,,,,13950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1993-10-01,,,5.1,,,,,,,14106,,,,,,,,,,,,,,522.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1993-11-01,,,5.0,,,,,,,14159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1993-12-01,,,6.0,,,,,,,14290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1994-01-01,,,8.3,,,27.671999999999997,,531766.0,19217.0,14420,,,,,,,,,,,65.64,,,525.0,243.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1994-02-01,,,7.5,,,,,,,14365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1994-03-01,,,7.2,,,,,,,14410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1994-04-01,,,5.5,,,,,,,14297,,,,,,,,,,,,,,549.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1994-05-01,,,3.4,,,,,,,14018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1994-06-01,,,4.0,,,,,,,14163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1994-07-01,,,3.6,,,,,,,14332,,,,,,,,,,,,,,545.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1994-08-01,,,3.3,,,,,,,14207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1994-09-01,,,3.5,,,,,,,14016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1994-10-01,,,3.1,,,,,,,14133,,,,,,,,,,,,,,551.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1994-11-01,,,3.2,,,,,,,14191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1994-12-01,,,4.8,,,,,,,14489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1995-01-01,,,6.7,1209.0,,28.131,40360.0,553461.0,19674.0,14687,,,2062.0,,,833.0,,,37324.0,43380.0,70.29,,,551.0,216.0,1.0,,,,,,,,7.1,1635.0,2489.0,5.7,,8.6,,,,,,,,9.1,649.0,1017.0,7.1,525.0,7.5,406.0,644.0,5.8,9.2,11.2,ISANTI
1995-02-01,,,6.4,,,,,,,14716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1995-03-01,,,6.4,,,,,,,14751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1995-04-01,,,5.2,,,,,,,14609,,,,,,,,,,,,,,559.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1995-05-01,,,3.7,,,,,,,14454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1995-06-01,,,3.9,,,,,,,14542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1995-07-01,,,3.7,,,,,,,14771,,,,,,,,,,,,,,543.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1995-08-01,,,3.1,,,,,,,14646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1995-09-01,,,3.4,,,,,,,14479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1995-10-01,,,3.3,,,,,,,14655,,,,,,,,,,,,,,578.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1995-11-01,,,3.9,,,,,,,14758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1995-12-01,,,5.2,,,,,,,14927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1996-01-01,,,6.9,,,28.78,,597884.0,20774.0,15101,,,,,,,,,,,74.94,,,598.0,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1996-02-01,,,6.6,,,,,,,15103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1996-03-01,,,7.0,,,,,,,15231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1996-04-01,,,6.1,,,,,,,15165,,,,,,,,,,,,,,594.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1996-05-01,,,4.4,,,,,,,14939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1996-06-01,,,4.8,,,,,,,15137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1996-07-01,,,4.3,,,,,,,15266,,,,,,,,,,,,,,603.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1996-08-01,,,3.9,,,,,,,15114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1996-09-01,,,3.9,,,,,,,14958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1996-10-01,,,3.4,,,,,,,15034,,,,,,,,,,,,,,614.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1996-11-01,,,4.0,,,,,,,15204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1996-12-01,,,5.0,,,,,,,15336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1997-01-01,,,6.7,835.0,,29.320999999999998,43409.0,643230.0,21938.0,15479,,,2194.0,,,989.0,,,40332.0,46470.0,80.65,,,615.0,176.0,,,,,,,,,7.3,1694.0,2693.0,5.7,,9.0,,,,,,,,10.5,736.0,1242.0,7.8,669.0,9.5,475.0,863.0,6.7,12.2,13.2,ISANTI
1997-02-01,,,6.1,,,,,,,15436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1997-03-01,,,6.0,,,,,,,15527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1997-04-01,,,4.7,,,,,,,15373,,,,,,,,,,,,,,622.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1997-05-01,,,3.1,,,,,,,15193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1997-06-01,,,3.8,,,,,,,15392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1997-07-01,,,3.2,,,,,,,15543,,,,,,,,,,,,,,637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1997-08-01,,,3.3,,,,,,,15479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1997-09-01,,,3.2,,,,,,,15299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1997-10-01,,,2.7,,,,,,,15323,,,,,,,,,,,,,,637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1997-11-01,,,2.8,,,,,,,15444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1997-12-01,,,3.8,,,,,,,15514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1998-01-01,,9598.0,5.3,898.0,,29.828000000000003,46044.0,700598.0,23488.0,15666,,,2423.0,,,1023.0,30807.0,7363.0,42994.0,49078.0,83.13,,,633.0,231.0,,,,,,,,,7.9,1877.0,2969.0,6.1,,9.6,,,,,,,,10.7,739.0,1307.0,7.7,668.0,9.1,444.0,892.0,6.0,12.1,13.6,ISANTI
1998-02-01,,,5.0,,,,,,,15644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1998-03-01,,,5.0,,,,,,,15778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1998-04-01,,,3.3,,,,,,,15594,,,,,,,,,,,,,,636.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1998-05-01,,,2.4,,,,,,,15485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1998-06-01,,,3.0,,,,,,,15633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1998-07-01,,,2.3,,,,,,,15694,,,,,,,,,,,,,,637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1998-08-01,,,2.1,,,,,,,15664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1998-09-01,,,2.3,,,,,,,15509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1998-10-01,,,2.4,,,,,,,15736,,,,,,,,,,,,,,634.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1998-11-01,,,2.6,,,,,,,15863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1998-12-01,,,3.3,,,,,,,15896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1999-01-01,,8854.0,4.9,875.0,,30.609,48225.0,746037.0,24373.0,16127,,,1973.0,,,717.0,31063.0,6693.0,45191.0,51463.0,89.88,,,643.0,291.0,,30.04010207801677,,,,287.2,315.3,,6.4,1489.0,2458.0,4.8,,7.9,,,,,,,,8.1,484.0,949.0,5.5,494.0,7.4,310.0,678.0,4.6,10.1,10.7,ISANTI
1999-02-01,,,4.5,,,,,,,16101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1999-03-01,,,4.5,,,,,,,16207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1999-04-01,,,3.4,,,,,,,16114,,,,,,,,,,,,,,657.0,,,31.254404510218464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1999-05-01,,,2.6,,,,,,,16028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1999-06-01,,,3.3,,,,,,,16172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1999-07-01,,,3.4,,,,,,,16548,,,,,,,,,,,,,,666.0,,,30.056577086280054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1999-08-01,,,3.0,,,,,,,16427,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1999-09-01,,,2.9,,,,,,,16225,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1999-10-01,,,2.4,,,,,,,16299,,,,,,,,,,,,,,666.0,,,30.49410029498525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1999-11-01,,,2.9,,,,,,,16403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
1999-12-01,,,3.6,,,,,,,16397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2000-01-01,,8634.0,4.8,734.0,,31.497,51062.0,837491.0,26622.0,17868,,,1812.0,,,593.0,32247.0,6493.0,47399.0,55008.0,100.0,,,665.0,328.0,1.0,31.134094151212555,,,,253.7,279.9,,5.6,1408.0,2216.0,4.4,,6.9,,,,,,,,6.9,441.0,745.0,5.1,373.0,5.7,256.0,490.0,3.9,7.5,8.6,ISANTI
2000-02-01,,,4.5,,,,,,,17828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2000-03-01,,,4.4,,,,,,,17884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2000-04-01,,,3.2,,,,,,,17832,,,,,,,,,,,,,,688.0,,,30.67001074883554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2000-05-01,,,2.6,,,,,,,17738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2000-06-01,,,2.9,,,,,,,17948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2000-07-01,,,2.8,,,,,,,18015,,,,,,,,,,,,,,701.0,,1.0,31.144141030072586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2000-08-01,,,2.9,,,,,,,18005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2000-09-01,,,3.0,,,,,,,17886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2000-10-01,,,2.7,,,,,,,17945,,,,,,,,,,,,,,699.0,,,28.967882756470217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2000-11-01,,,3.3,,,,,,,18148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2000-12-01,,,3.9,,,,,,,18235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
