DATE,MNLESU9URN,MNLESU9POP,B01002001E027079,B03002003E027079,PCPI27079,MHIMN27079A052NCEN,CBR27079MNA647NCEN,2020RATIO027079,MNLESU9LFN,NETMIGNACS027079,RACEDISPARITY027079,PI27079,B14005DCYACS027079,DP04ACS027079,HOWNRATEACS027079,CDC20N2U027079,PUA0T17MN27079A647NCEN,PUAAMN27079A647NCEN,B080ACS027079,CDC20N2UAA027079,ATNHPIUS27079A,EQFXSUBPRIME027079,PUA5T17RMN27079A647NCEN,PEU18MN27079A647NCEN,DMPCRATE027079,PEAAMN27079A647NCEN,HC01ESTVC1727079,S1701ACS027079,HC01ESTVC1627079,PPU18MN27079A156NCEN,B03002006E027079,B03002012E027079,ENU2707920510,PPAAMN27079A156NCEN,PE5T17MN27079A647NCEN,BPPRIV027079,B03002004E027079,FBITC027079,PP5T17MN27079A156NCEN,MHICILBMN27079A052NCEN,MHICIUBMN27079A052NCEN,B03002005E027079,PECILBU18MN27079A647NCEN,PECIUBU18MN27079A647NCEN,PECILBAAMN27079A647NCEN,PECIUBAAMN27079A647NCEN,S1101SPHOUSE027079,PPCILBU18MN27079A156NCEN,PPCIUBU18MN27079A156NCEN,PPCILBAAMN27079A156NCEN,PPCIUBAAMN27079A156NCEN,S1501ACSTOTAL027079,PECILB5T17MN27079A647NCEN,PECIUB5T17MN27079A647NCEN,PPCILB5T17MN27079A156NCEN,PPCIUB5T17MN27079A156NCEN,county
1991-01-01,8.7,23.348000000000003,,,16695.0,,,,12291,,,389788.0,,,,,,,,,59.42,,,,,,,,,,,,547.0,,,103.0,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1991-02-01,9.2,,,,,,,,12407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1991-03-01,9.0,,,,,,,,12384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1991-04-01,7.3,,,,,,,,12464,,,,,,,,,,,,,,,,,,,,,,,,551.0,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1991-05-01,6.0,,,,,,,,12364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1991-06-01,5.3,,,,,,,,12446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1991-07-01,4.4,,,,,,,,12181,,,,,,,,,,,,,,,,,,,,,,,,560.0,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1991-08-01,4.1,,,,,,,,12080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1991-09-01,4.8,,,,,,,,12159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1991-10-01,5.2,,,,,,,,12538,,,,,,,,,,,,,,,,,,,,,,,,565.0,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1991-11-01,7.1,,,,,,,,12535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1991-12-01,8.1,,,,,,,,12533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1992-01-01,9.0,23.526999999999997,,,17845.0,,,,12713,,,419828.0,,,,,,,,,62.83,,,,,,,,,,,,543.0,,,99.0,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1992-02-01,9.5,,,,,,,,12785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1992-03-01,9.7,,,,,,,,12960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1992-04-01,6.6,,,,,,,,12820,,,,,,,,,,,,,,,,,,,,,,,,543.0,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1992-05-01,5.4,,,,,,,,12691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1992-06-01,4.8,,,,,,,,12743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1992-07-01,3.8,,,,,,,,12407,,,,,,,,,,,,,,,,,,,,,,,,539.0,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1992-08-01,3.3,,,,,,,,12423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1992-09-01,3.6,,,,,,,,12459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1992-10-01,4.0,,,,,,,,12628,,,,,,,,,,,,,,,,,,,,,,,,540.0,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1992-11-01,6.3,,,,,,,,12767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1992-12-01,7.0,,,,,,,,12796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1993-01-01,8.9,23.8,,,18000.0,33447.0,1124.0,,12998,,,428401.0,,,,,,,,,63.72,,,767.0,,2126.0,,,,10.5,,,531.0,8.7,495.0,122.0,,,8.9,31175.0,35707.0,,595.0,938.0,1682.0,2571.0,,8.1,12.8,6.9,10.6,,373.0,616.0,6.7,11.1,LE SUEUR
1993-02-01,8.9,,,,,,,,13113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1993-03-01,8.2,,,,,,,,13144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1993-04-01,7.3,,,,,,,,13244,,,,,,,,,,,,,,,,,,,,,,,,526.0,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1993-05-01,5.3,,,,,,,,13091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1993-06-01,5.8,,,,,,,,13102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1993-07-01,3.7,,,,,,,,12659,,,,,,,,,,,,,,,,,,,,,,,,534.0,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1993-08-01,3.9,,,,,,,,12605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1993-09-01,3.5,,,,,,,,12853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1993-10-01,4.1,,,,,,,,12985,,,,,,,,,,,,,,,,,,,,,,,,537.0,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1993-11-01,4.5,,,,,,,,13106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1993-12-01,6.1,,,,,,,,13124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1994-01-01,8.5,24.051,,,19341.0,,,,13377,,,465175.0,,,,,,,,,66.65,,,,,,,,,,,,549.0,,,122.0,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1994-02-01,7.8,,,,,,,,13421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1994-03-01,7.6,,,,,,,,13490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1994-04-01,5.8,,,,,,,,13514,,,,,,,,,,,,,,,,,,,,,,,,556.0,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1994-05-01,3.6,,,,,,,,13465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1994-06-01,3.4,,,,,,,,13480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1994-07-01,3.0,,,,,,,,13311,,,,,,,,,,,,,,,,,,,,,,,,561.0,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1994-08-01,2.5,,,,,,,,13349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1994-09-01,2.6,,,,,,,,13598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1994-10-01,2.9,,,,,,,,13522,,,,,,,,,,,,,,,,,,,,,,,,571.0,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1994-11-01,3.3,,,,,,,,13641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1994-12-01,5.3,,,,,,,,13742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1995-01-01,7.0,24.313000000000002,,,20513.0,37060.0,1097.0,,13721,,,498739.0,,,,,,,,,74.27,,,610.0,,1733.0,,,,8.3,,,562.0,7.0,384.0,136.0,,,6.9,33957.0,40146.0,,473.0,748.0,1369.0,2097.0,,6.4,10.2,5.5,8.5,,295.0,473.0,5.3,8.5,LE SUEUR
1995-02-01,6.7,,,,,,,,13754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1995-03-01,6.4,,,,,,,,13770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1995-04-01,5.6,,,,,,,,13868,,,,,,,,,,,,,,,,,,,,,,,,573.0,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1995-05-01,3.7,,,,,,,,13640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1995-06-01,3.0,,,,,,,,13612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1995-07-01,2.8,,,,,,,,13451,,,,,,,,,,,,,,,,,,,,,,,,560.0,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1995-08-01,2.4,,,,,,,,13305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1995-09-01,2.8,,,,,,,,13619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1995-10-01,3.0,,,,,,,,13531,,,,,,,,,,,,,,,,,,,,,,,,587.0,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1995-11-01,4.2,,,,,,,,13699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1995-12-01,6.3,,,,,,,,13802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1996-01-01,7.8,24.541,,,21915.0,,,,14008,,,537823.0,,,,,,,,,76.93,,,,,,,,,,,,588.0,,,148.0,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1996-02-01,7.0,,,,,,,,14012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1996-03-01,7.4,,,,,,,,14174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1996-04-01,6.2,,,,,,,,14132,,,,,,,,,,,,,,,,,,,,,,,,585.0,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1996-05-01,3.9,,,,,,,,13876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1996-06-01,3.5,,,,,,,,13785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1996-07-01,3.4,,,,,,,,13726,,,,,,,,,,,,,,,,,,,,,,,,597.0,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1996-08-01,3.5,,,,,,,,13617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1996-09-01,3.5,,,,,,,,13770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1996-10-01,3.2,,,,,,,,13852,,,,,,,,,,,,,,,,,,,,,,,,603.0,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1996-11-01,3.9,,,,,,,,13836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1996-12-01,5.5,,,,,,,,13967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1997-01-01,7.1,24.9,,,22540.0,40833.0,743.0,,14178,,,561243.0,,,,,,,,,80.25,,,744.0,,1827.0,,,,10.0,,,609.0,7.2,494.0,126.0,,,8.9,37695.0,43954.0,,552.0,936.0,1407.0,2247.0,,7.4,12.6,5.5,8.8,,350.0,638.0,6.3,11.4,LE SUEUR
1997-02-01,6.3,,,,,,,,14191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1997-03-01,6.4,,,,,,,,14313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1997-04-01,5.0,,,,,,,,14220,,,,,,,,,,,,,,,,,,,,,,,,617.0,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1997-05-01,2.8,,,,,,,,14011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1997-06-01,3.2,,,,,,,,14048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1997-07-01,2.6,,,,,,,,13620,,,,,,,,,,,,,,,,,,,,,,,,624.0,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1997-08-01,2.5,,,,,,,,13599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1997-09-01,2.5,,,,,,,,13954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1997-10-01,2.6,,,,,,,,14120,,,,,,,,,,,,,,,,,,,,,,,,615.0,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1997-11-01,3.1,,,,,,,,14156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1997-12-01,4.3,,,,,,,,14316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1998-01-01,6.0,25.158,,,24499.0,42993.0,614.0,,14780,,,616345.0,,,,,7412.0,25528.0,,,84.33,,5654.0,736.0,,1862.0,,,,9.9,,,613.0,7.3,460.0,150.0,,,8.1,39870.0,46099.0,,528.0,944.0,1435.0,2289.0,,7.1,12.7,5.6,9.0,,304.0,616.0,5.4,10.9,LE SUEUR
1998-02-01,5.4,,,,,,,,14764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1998-03-01,5.4,,,,,,,,14783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1998-04-01,3.4,,,,,,,,14659,,,,,,,,,,,,,,,,,,,,,,,,614.0,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1998-05-01,2.2,,,,,,,,14566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1998-06-01,2.4,,,,,,,,14659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1998-07-01,2.0,,,,,,,,14561,,,,,,,,,,,,,,,,,,,,,,,,616.0,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1998-08-01,2.1,,,,,,,,14414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1998-09-01,2.2,,,,,,,,14644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1998-10-01,2.3,,,,,,,,14705,,,,,,,,,,,,,,,,,,,,,,,,615.0,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1998-11-01,2.7,,,,,,,,14740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1998-12-01,3.6,,,,,,,,14908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1999-01-01,5.6,25.218000000000004,,,25947.0,44937.0,607.0,,15166,,,654323.0,,,,277.9,6907.0,25360.0,,269.1,88.82,23.08651209174769,5237.0,544.0,,1630.0,,,,7.9,,,611.0,6.4,429.0,149.0,,,8.2,42095.0,47971.0,,363.0,726.0,1218.0,2042.0,,5.3,10.5,4.8,8.1,,263.0,595.0,5.0,11.4,LE SUEUR
1999-02-01,5.0,,,,,,,,15175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1999-03-01,5.0,,,,,,,,15275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1999-04-01,3.8,,,,,,,,15264,,,,,,,,,,,,,22.440251572327046,,,,,,,,,,,620.0,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1999-05-01,2.3,,,,,,,,15030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1999-06-01,3.0,,,,,,,,15157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1999-07-01,3.0,,,,,,,,13932,,,,,,,,,,,,,20.730182545636406,,,,,,,,,,,616.0,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1999-08-01,2.3,,,,,,,,13790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1999-09-01,1.8,,,,,,,,14093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1999-10-01,1.6,,,,,,,,14698,,,,,,,,,,,,,20.63451122001548,,,,,,,,,,,614.0,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1999-11-01,2.2,,,,,,,,14671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
1999-12-01,4.0,,,,,,,,15223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2000-01-01,6.2,25.461,,,27849.0,47569.0,578.0,,14618,,,709012.0,,,,368.6,6636.0,25599.0,,354.7,100.0,20.65299924069856,5027.0,479.0,,1490.0,,,,7.2,,,616.0,5.8,312.0,169.0,,,6.2,44131.0,51275.0,,355.0,604.0,1155.0,1826.0,,5.3,9.1,4.5,7.1,,212.0,412.0,4.2,8.2,LE SUEUR
2000-02-01,5.7,,,,,,,,14655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2000-03-01,5.4,,,,,,,,14759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2000-04-01,3.5,,,,,,,,14619,,,,,,,,,,,,,20.93789607097592,,,,,,,,,,,628.0,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2000-05-01,2.8,,,,,,,,14782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2000-06-01,2.9,,,,,,,,15210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2000-07-01,2.6,,,,,,,,15318,,,,,,,,,,,,,21.002444987775068,,,,,,,,,,,633.0,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2000-08-01,2.6,,,,,,,,15384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2000-09-01,2.8,,,,,,,,15428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2000-10-01,2.8,,,,,,,,15031,,,,,,,,,,,,,19.50067476383266,,,,,,,,,,,636.0,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2000-11-01,4.2,,,,,,,,14896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2000-12-01,5.2,,,,,,,,14806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2001-01-01,6.7,25.679000000000002,,,27590.0,46724.0,751.0,,14794,,,707790.0,,,,364.9,6564.0,25938.0,,347.6,105.98,22.676991150442475,4976.0,475.0,,1582.0,,,,7.2,,,635.0,6.1,324.0,164.0,,,6.5,43639.0,50027.0,,342.0,608.0,1223.0,1942.0,,5.2,9.3,4.7,7.5,,214.0,434.0,4.3,8.7,LE SUEUR
2001-02-01,6.8,,,,,,,,14827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2001-03-01,6.9,,,,,,,,14872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2001-04-01,5.7,,,,,,,,15106,,,,,,,,,,,,,22.006940427993058,,,,,,,,,,,643.0,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2001-05-01,3.8,,,,,,,,15204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2001-06-01,4.1,,,,,,,,15336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2001-07-01,3.7,,,,,,,,15180,,,,,,,,,,,,,22.952268709487328,,,,,,,,,,,637.0,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2001-08-01,3.5,,,,,,,,15283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2001-09-01,3.8,,,,,,,,15141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2001-10-01,3.9,,,,,,,,14805,,,,,,,,,,,,,23.57570034623859,,,,,,,,,,,635.0,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2001-11-01,4.7,,,,,,,,14764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2001-12-01,6.5,,,,,,,,14859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2002-01-01,8.6,25.954,,,28272.0,47818.0,863.0,,14869,,,732500.0,,,,344.7,6573.0,26680.0,,326.6,111.51,23.84105960264901,4967.0,442.0,,1600.0,,,,6.7,,,632.0,6.0,309.0,147.0,,,6.2,44638.0,51225.0,,320.0,565.0,1220.0,1979.0,,4.9,8.6,4.6,7.4,,210.0,408.0,4.2,8.2,LE SUEUR
2002-02-01,8.5,,,,,,,,14846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2002-03-01,8.3,,,,,,,,14933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2002-04-01,7.0,,,,,,,,15014,,,,,,,,,,,,,24.443695212407277,,,,,,,,,,,641.0,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2002-05-01,4.9,,,,,,,,14901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2002-06-01,5.3,,,,,,,,15309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2002-07-01,5.0,,,,,,,,15302,,,,,,,,,,,,,24.56735663386495,,,,,,,,,,,642.0,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2002-08-01,4.4,,,,,,,,15247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2002-09-01,4.4,,,,,,,,15170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2002-10-01,4.1,,,,,,,,15041,,,,,,,,,,,,,24.90408092082316,,,,,,,,,,,636.0,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2002-11-01,4.5,,,,,,,,14874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2002-12-01,6.1,,,,,,,,14915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2003-01-01,8.6,26.461,,,29032.0,48239.0,898.0,,14849,,,766298.0,,,,309.1,6469.0,27071.0,,294.4,115.91,25.0,4855.0,522.0,,1767.0,,,,8.1,,,631.0,6.5,331.0,161.0,,,6.8,45282.0,51388.0,,380.0,664.0,1347.0,2187.0,,5.9,10.3,5.0,8.1,,227.0,435.0,4.7,9.0,LE SUEUR
2003-02-01,8.4,,,,,,,,14736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2003-03-01,8.4,,,,,,,,14782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2003-04-01,7.2,,,,,,,,14836,,,,,,,,,,,,,24.140375753278974,,,,,,,,,,,635.0,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2003-05-01,5.4,,,,,,,,14715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2003-06-01,5.7,,,,,,,,15165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2003-07-01,5.6,,,,,,,,14869,,,,,,,,,,,,,23.82826475849732,,,,,,,,,,,639.0,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2003-08-01,5.0,,,,,,,,14899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2003-09-01,5.1,,,,,,,,14737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2003-10-01,4.7,,,,,,,,14723,,,,,,,,,,,,,24.820916905444125,,,,,,,,,,,631.0,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2003-11-01,5.2,,,,,,,,14579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2003-12-01,7.0,,,,,,,,14568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
