DATE,PCPI27077,MNLAKE7URN,CBR27077MNA647NCEN,PI27077,NETMIGNACS027077,RACEDISPARITY027077,2020RATIO027077,B14005DCYACS027077,DP04ACS027077,HOWNRATEACS027077,MNLAKE7POP,MNLAKE7LFN,CDC20N2U027077,PUA0T17MN27077A647NCEN,PUAAMN27077A647NCEN,B01002001E027077,B080ACS027077,CDC20N2UAA027077,EQFXSUBPRIME027077,PUA5T17RMN27077A647NCEN,MHIMN27077A052NCEN,PEU18MN27077A647NCEN,DMPCRATE027077,PEAAMN27077A647NCEN,HC01ESTVC1727077,S1701ACS027077,HC01ESTVC1627077,PPU18MN27077A156NCEN,B03002003E027077,B03002006E027077,B03002012E027077,ENU2707720510,PPAAMN27077A156NCEN,PE5T17MN27077A647NCEN,BPPRIV027077,B03002004E027077,FBITC027077,PP5T17MN27077A156NCEN,MHICILBMN27077A052NCEN,MHICIUBMN27077A052NCEN,B03002005E027077,PECILBU18MN27077A647NCEN,PECIUBU18MN27077A647NCEN,PECILBAAMN27077A647NCEN,PECIUBAAMN27077A647NCEN,S1101SPHOUSE027077,PPCILBU18MN27077A156NCEN,PPCIUBU18MN27077A156NCEN,PPCILBAAMN27077A156NCEN,PPCIUBAAMN27077A156NCEN,S1501ACSTOTAL027077,PECILB5T17MN27077A647NCEN,PECIUB5T17MN27077A647NCEN,PPCILB5T17MN27077A156NCEN,PPCIUB5T17MN27077A156NCEN,county
1991-01-01,15047.0,4.3,,63753.0,,,,,,,4.237,2086,,,,,,,,,,,,,,,,,,,,128.0,,,2.0,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
1991-02-01,,3.6,,,,,,,,,,2109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
1991-03-01,,3.2,,,,,,,,,,2053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
1991-04-01,,4.2,,,,,,,,,,2146,,,,,,,,,,,,,,,,,,,,132.0,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
1991-05-01,,3.4,,,,,,,,,,2198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
1991-06-01,,2.9,,,,,,,,,,2257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
1991-07-01,,3.0,,,,,,,,,,2197,,,,,,,,,,,,,,,,,,,,130.0,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
1991-08-01,,2.1,,,,,,,,,,2165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
1991-09-01,,2.9,,,,,,,,,,2151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
1991-10-01,,4.4,,,,,,,,,,2204,,,,,,,,,,,,,,,,,,,,132.0,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
1991-11-01,,4.5,,,,,,,,,,2170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
1991-12-01,,4.5,,,,,,,,,,2176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
1992-01-01,15983.0,5.6,,68984.0,,,,,,,4.316,2161,,,,,,,,,,,,,,,,,,,,131.0,,,2.0,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
1992-02-01,,6.0,,,,,,,,,,2163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
1992-03-01,,6.0,,,,,,,,,,2140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
1992-04-01,,6.2,,,,,,,,,,2232,,,,,,,,,,,,,,,,,,,,132.0,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
1992-05-01,,4.6,,,,,,,,,,2263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
1992-06-01,,5.2,,,,,,,,,,2320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
1992-07-01,,6.0,,,,,,,,,,2317,,,,,,,,,,,,,,,,,,,,129.0,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
1992-08-01,,5.2,,,,,,,,,,2249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
1992-09-01,,4.5,,,,,,,,,,2215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
1992-10-01,,6.2,,,,,,,,,,2243,,,,,,,,,,,,,,,,,,,,130.0,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
1992-11-01,,6.7,,,,,,,,,,2225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
1992-12-01,,4.4,,,,,,,,,,2152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
1993-01-01,16421.0,4.0,217.0,70167.0,,,,,,,4.273,2102,,,,,,,,,28473.0,163.0,,469.0,,,,13.2,,,,137.0,10.7,111.0,0.0,,,12.6,26218.0,30716.0,,124.0,201.0,366.0,572.0,,10.0,16.3,8.3,13.0,,82.0,139.0,9.3,15.9,LAKE OF THE WOODS
1993-02-01,,4.5,,,,,,,,,,2139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
1993-03-01,,5.7,,,,,,,,,,2178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
1993-04-01,,5.5,,,,,,,,,,2181,,,,,,,,,,,,,,,,,,,,139.0,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
1993-05-01,,4.6,,,,,,,,,,2233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
1993-06-01,,4.6,,,,,,,,,,2286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
1993-07-01,,3.2,,,,,,,,,,2213,,,,,,,,,,,,,,,,,,,,139.0,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
1993-08-01,,2.9,,,,,,,,,,2175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
1993-09-01,,2.7,,,,,,,,,,2176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
1993-10-01,,5.0,,,,,,,,,,2209,,,,,,,,,,,,,,,,,,,,143.0,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
1993-11-01,,5.1,,,,,,,,,,2198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
1993-12-01,,3.3,,,,,,,,,,2134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
1994-01-01,16589.0,4.4,,71781.0,,,,,,,4.327,2140,,,,,,,,,,,,,,,,,,,,142.0,,,4.0,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
1994-02-01,,5.0,,,,,,,,,,2218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
1994-03-01,,5.2,,,,,,,,,,2229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
1994-04-01,,6.3,,,,,,,,,,2246,,,,,,,,,,,,,,,,,,,,142.0,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
1994-05-01,,4.5,,,,,,,,,,2274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
1994-06-01,,4.1,,,,,,,,,,2370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
1994-07-01,,3.0,,,,,,,,,,2335,,,,,,,,,,,,,,,,,,,,143.0,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
1994-08-01,,3.5,,,,,,,,,,2373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
1994-09-01,,3.6,,,,,,,,,,2398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
