DATE,MNROSE5URN,S1701ACS027135,B01002001E027135,ATNHPIUS27135A,PCPI27135,PUAAMN27135A647NCEN,HC01ESTVC1627135,NETMIGNACS027135,PEAAMN27135A647NCEN,RACEDISPARITY027135,PE5T17MN27135A647NCEN,CBR27135MNA647NCEN,PI27135,2020RATIO027135,B14005DCYACS027135,DP04ACS027135,MNROSE5POP,MNROSE5LFN,CDC20N2U027135,USPTOISSUED027135,B080ACS027135,CDC20N2UAA027135,EQFXSUBPRIME027135,MHIMN27135A052NCEN,HC01ESTVC1727135,B03002012E027135,ENU2713520510,BPPRIV027135,MHICILBMN27135A052NCEN,MHICIUBMN27135A052NCEN,PUA0T17MN27135A647NCEN,PUA5T17RMN27135A647NCEN,HOWNRATEACS027135,S1101SPHOUSE027135,PPAAMN27135A156NCEN,PECILBAAMN27135A647NCEN,PECIUBAAMN27135A647NCEN,PPCILBAAMN27135A156NCEN,DMPCRATE027135,PPCIUBAAMN27135A156NCEN,FBITC027135,S1501ACSTOTAL027135,B03002005E027135,B03002003E027135,B03002006E027135,PP5T17MN27135A156NCEN,PECILB5T17MN27135A647NCEN,PECIUB5T17MN27135A647NCEN,PPCILB5T17MN27135A156NCEN,PEU18MN27135A647NCEN,PPU18MN27135A156NCEN,B03002004E027135,PECILBU18MN27135A647NCEN,PECIUBU18MN27135A647NCEN,PPCILBU18MN27135A156NCEN,PPCIUB5T17MN27135A156NCEN,PPCIUBU18MN27135A156NCEN,county
1991-01-01,14.9,,,,16033.0,,,,,,,,247318.0,,,,15.425999999999998,8747,,,,,,,,,333.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1991-02-01,6.0,,,,,,,,,,,,,,,,,8062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1991-03-01,6.4,,,,,,,,,,,,,,,,,7913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1991-04-01,10.7,,,,,,,,,,,,,,,,,8577,,,,,,,,,335.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1991-05-01,3.5,,,,,,,,,,,,,,,,,8202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1991-06-01,3.6,,,,,,,,,,,,,,,,,8476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1991-07-01,2.9,,,,,,,,,,,,,,,,,8175,,,,,,,,,332.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1991-08-01,2.6,,,,,,,,,,,,,,,,,8111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1991-09-01,2.5,,,,,,,,,,,,,,,,,7994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1991-10-01,2.5,,,,,,,,,,,,,,,,,8054,,,,,,,,,331.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1991-11-01,11.2,,,,,,,,,,,,,,,,,8698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1991-12-01,14.9,,,,,,,,,,,,,,,,,9110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1992-01-01,7.2,,,,17454.0,,,,,,,,272786.0,,,,15.629000000000001,8123,,,,,,,,,331.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1992-02-01,6.5,,,,,,,,,,,,,,,,,8031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1992-03-01,5.6,,,,,,,,,,,,,,,,,7871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1992-04-01,4.1,,,,,,,,,,,,,,,,,8062,,,,,,,,,329.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1992-05-01,3.5,,,,,,,,,,,,,,,,,8268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1992-06-01,4.4,,,,,,,,,,,,,,,,,8499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1992-07-01,3.7,,,,,,,,,,,,,,,,,8346,,,,,,,,,327.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1992-08-01,4.0,,,,,,,,,,,,,,,,,8207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1992-09-01,3.8,,,,,,,,,,,,,,,,,8116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1992-10-01,2.6,,,,,,,,,,,,,,,,,7983,,,,,,,,,325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1992-11-01,3.8,,,,,,,,,,,,,,,,,7968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1992-12-01,5.6,,,,,,,,,,,,,,,,,8047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1993-01-01,6.5,,,,17049.0,,,,1318.0,,325.0,489.0,266715.0,,,,15.644,8025,,,,,,32956.0,,,323.0,29.0,30539.0,35360.0,,,,,8.4,1031.0,1605.0,6.6,,10.2,,,,,,9.1,240.0,410.0,6.7,493.0,9.9,,375.0,611.0,7.5,11.4,12.2,ROSEAU
1993-02-01,6.2,,,,,,,,,,,,,,,,,8104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1993-03-01,5.5,,,,,,,,,,,,,,,,,8084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1993-04-01,6.0,,,,,,,,,,,,,,,,,8158,,,,,,,,,322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1993-05-01,4.1,,,,,,,,,,,,,,,,,8268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1993-06-01,4.4,,,,,,,,,,,,,,,,,8492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1993-07-01,3.8,,,,,,,,,,,,,,,,,8291,,,,,,,,,319.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1993-08-01,3.6,,,,,,,,,,,,,,,,,8158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1993-09-01,3.6,,,,,,,,,,,,,,,,,8171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1993-10-01,3.0,,,,,,,,,,,,,,,,,8057,,,,,,,,,320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1993-11-01,5.2,,,,,,,,,,,,,,,,,8195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1993-12-01,10.2,,,,,,,,,,,,,,,,,8551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1994-01-01,6.6,,,,18484.0,,,,,,,,289835.0,,,,15.68,8022,,,,,,,,,324.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1994-02-01,5.5,,,,,,,,,,,,,,,,,8160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1994-03-01,5.0,,,,,,,,,,,,,,,,,8149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1994-04-01,3.8,,,,,,,,,,,,,,,,,8019,,,,,,,,,322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1994-05-01,2.7,,,,,,,,,,,,,,,,,8184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1994-06-01,3.2,,,,,,,,,,,,,,,,,8595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1994-07-01,2.9,,,,,,,,,,,,,,,,,8547,,,,,,,,,327.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1994-08-01,2.8,,,,,,,,,,,,,,,,,8629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1994-09-01,2.6,,,,,,,,,,,,,,,,,8694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1994-10-01,2.1,,,,,,,,,,,,,,,,,8832,,,,,,,,,337.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1994-11-01,2.4,,,,,,,,,,,,,,,,,8837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1994-12-01,6.6,,,,,,,,,,,,,,,,,9033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1995-01-01,5.5,,,,19884.0,,,,1110.0,,264.0,376.0,321004.0,,,,16.144000000000002,8762,,,,,,34905.0,,,334.0,47.0,31806.0,37986.0,,,,,6.8,866.0,1355.0,5.3,,8.3,,,,,,7.2,197.0,331.0,5.3,414.0,8.1,,314.0,515.0,6.1,9.0,10.0,ROSEAU
1995-02-01,4.5,,,,,,,,,,,,,,,,,8545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1995-03-01,4.6,,,,,,,,,,,,,,,,,8718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1995-04-01,3.9,,,,,,,,,,,,,,,,,8820,,,,,,,,,341.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1995-05-01,3.0,,,,,,,,,,,,,,,,,8864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1995-06-01,3.8,,,,,,,,,,,,,,,,,9132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1995-07-01,3.9,,,,,,,,,,,,,,,,,9037,,,,,,,,,326.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1995-08-01,2.6,,,,,,,,,,,,,,,,,8876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1995-09-01,2.3,,,,,,,,,,,,,,,,,8918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1995-10-01,2.2,,,,,,,,,,,,,,,,,8872,,,,,,,,,345.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1995-11-01,3.0,,,,,,,,,,,,,,,,,8861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1995-12-01,5.5,,,,,,,,,,,,,,,,,9050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1996-01-01,8.4,,,95.01,21483.0,,,,,,,,351824.0,,,,16.377,9128,,,,,,,,,344.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1996-02-01,6.7,,,,,,,,,,,,,,,,,8954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1996-03-01,6.5,,,,,,,,,,,,,,,,,8994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1996-04-01,5.9,,,,,,,,,,,,,,,,,9074,,,,,,,,,348.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1996-05-01,3.4,,,,,,,,,,,,,,,,,9100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1996-06-01,3.8,,,,,,,,,,,,,,,,,9243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1996-07-01,4.0,,,,,,,,,,,,,,,,,9268,,,,,,,,,349.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1996-08-01,3.2,,,,,,,,,,,,,,,,,9213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1996-09-01,3.3,,,,,,,,,,,,,,,,,9292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1996-10-01,2.6,,,,,,,,,,,,,,,,,9253,,,,,,,,,351.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1996-11-01,4.3,,,,,,,,,,,,,,,,,9322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1996-12-01,15.2,,,,,,,,,,,,,,,,,10416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1997-01-01,9.1,,,98.26,20901.0,,,,1246.0,,366.0,290.0,345569.0,,,,16.534000000000002,9490,,,,,,36832.0,,,353.0,29.0,33713.0,39934.0,,,,,7.7,945.0,1547.0,5.9,,9.6,,,,,,10.0,252.0,480.0,6.9,507.0,9.9,,366.0,647.0,7.1,13.2,12.6,ROSEAU
1997-02-01,8.0,,,,,,,,,,,,,,,,,9316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1997-03-01,10.2,,,,,,,,,,,,,,,,,9568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1997-04-01,7.0,,,,,,,,,,,,,,,,,9377,,,,,,,,,362.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1997-05-01,3.4,,,,,,,,,,,,,,,,,9285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1997-06-01,4.3,,,,,,,,,,,,,,,,,9451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1997-07-01,3.5,,,,,,,,,,,,,,,,,9363,,,,,,,,,373.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1997-08-01,3.5,,,,,,,,,,,,,,,,,9295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1997-09-01,3.3,,,,,,,,,,,,,,,,,9260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1997-10-01,2.7,,,,,,,,,,,,,,,,,9295,,,,,,,,,366.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1997-11-01,3.4,,,,,,,,,,,,,,,,,9208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1997-12-01,6.0,,,,,,,,,,,,,,,,,9309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1998-01-01,7.2,,,98.47,22539.0,16130.0,,,1327.0,,351.0,250.0,368877.0,,,,16.366,9285,,,,,,38291.0,,,366.0,27.0,35198.0,41367.0,5080.0,3667.0,,,8.2,1008.0,1646.0,6.2,,10.2,,,,,,9.6,225.0,477.0,6.1,535.0,10.5,,370.0,700.0,7.3,13.0,13.8,ROSEAU
1998-02-01,5.9,,,,,,,,,,,,,,,,,9108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1998-03-01,5.0,,,,,,,,,,,,,,,,,9073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1998-04-01,4.0,,,,,,,,,,,,,,,,,8983,,,,,,,,,361.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1998-05-01,2.7,,,,,,,,,,,,,,,,,9061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1998-06-01,3.1,,,,,,,,,,,,,,,,,9292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1998-07-01,2.9,,,,,,,,,,,,,,,,,9092,,,,,,,,,360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1998-08-01,2.6,,,,,,,,,,,,,,,,,8910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1998-09-01,2.4,,,,,,,,,,,,,,,,,8997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1998-10-01,2.8,,,,,,,,,,,,,,,,,9110,,,,,,,,,354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1998-11-01,3.5,,,,,,,,,,,,,,,,,9113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1998-12-01,4.6,,,,,,,,,,,,,,,,,9137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1999-01-01,6.3,,,97.87,23476.0,16236.0,,,1107.0,,276.0,267.0,384756.0,,,,16.389,9261,347.1,,,382.1,28.010973936899862,39310.0,,,348.0,26.0,36800.0,41991.0,4848.0,3608.0,,,6.8,820.0,1393.0,5.1,,8.6,,,,,,7.6,170.0,382.0,4.7,385.0,7.9,,255.0,514.0,5.3,10.6,10.6,ROSEAU
1999-02-01,5.5,,,,,,,,,,,,,,,,,9074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1999-03-01,5.1,,,,,,,,,,,,,,,,,9081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1999-04-01,3.3,,,,,,,,,,,,,,,,,8825,,,,,27.72740567417373,,,,347.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1999-05-01,2.8,,,,,,,,,,,,,,,,,8890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1999-06-01,3.6,,,,,,,,,,,,,,,,,9141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1999-07-01,3.5,,,,,,,,,,,,,,,,,9280,,,,,27.8526800394607,,,,350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1999-08-01,3.0,,,,,,,,,,,,,,,,,9128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1999-09-01,2.9,,,,,,,,,,,,,,,,,9081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1999-10-01,2.6,,,,,,,,,,,,,,,,,8836,,,,,28.6231884057971,,,,361.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1999-11-01,4.0,,,,,,,,,,,,,,,,,8857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
1999-12-01,5.8,,,,,,,,,,,,,,,,,8850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2000-01-01,6.3,,,100.0,27113.0,16080.0,,,975.0,,223.0,242.0,442182.0,,,,16.279,9306,328.9,,,359.8,28.63869863013699,41996.0,,,361.0,21.0,38942.0,45290.0,4619.0,3454.0,,,6.1,749.0,1201.0,4.7,,7.5,,,,,,6.5,151.0,295.0,4.4,341.0,7.4,,249.0,432.0,5.4,8.5,9.4,ROSEAU
2000-02-01,4.6,,,,,,,,,,,,,,,,,9305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2000-03-01,4.3,,,,,,,,,,,,,,,,,9275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2000-04-01,3.7,,,,,,,,,,,,,,,,,9235,,,,,28.58411007545495,,,,366.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2000-05-01,3.2,,,,,,,,,,,,,,,,,9300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2000-06-01,3.3,,,,,,,,,,,,,,,,,9389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2000-07-01,3.0,,,,,,,,,,,,,,,,,9135,,,,,26.530612244897963,,,,371.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2000-08-01,3.3,,,,,,,,,,,,,,,,,9145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2000-09-01,2.9,,,,,,,,,,,,,,,,,9391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2000-10-01,2.5,,,,,,,,,,,,,,,,,9487,,,,,23.89340560072268,,,,374.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2000-11-01,3.3,,,,,,,,,,,,,,,,,9422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2000-12-01,3.7,,,,,,,,,,,,,,,,,9320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2001-01-01,6.1,,,103.25,27495.0,16001.0,,,1044.0,,242.0,258.0,444436.0,,,,16.14,9552,299.5,,,320.9,24.82662968099861,41659.0,,,363.0,35.0,38853.0,44667.0,4513.0,3438.0,,,6.5,798.0,1290.0,5.0,,8.1,,,,,,7.0,158.0,326.0,4.6,346.0,7.7,,246.0,447.0,5.4,9.5,9.9,ROSEAU
2001-02-01,4.9,,,,,,,,,,,,,,,,,9357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2001-03-01,4.4,,,,,,,,,,,,,,,,,9353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2001-04-01,4.5,,,,,,,,,,,,,,,,,9417,,,,,24.134615384615387,,,,370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2001-05-01,2.9,,,,,,,,,,,,,,,,,9588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2001-06-01,3.4,,,,,,,,,,,,,,,,,9656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2001-07-01,2.8,,,,,,,,,,,,,,,,,9457,,,,,24.859046642747305,,,,367.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2001-08-01,2.7,,,,,,,,,,,,,,,,,9462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2001-09-01,2.7,,,,,,,,,,,,,,,,,9460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2001-10-01,2.3,,,,,,,,,,,,,,,,,9598,,,,,25.833333333333336,,,,363.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2001-11-01,2.7,,,,,,,,,,,,,,,,,9520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2001-12-01,3.1,,,,,,,,,,,,,,,,,9562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2002-01-01,13.3,,,106.14,27504.0,16200.0,,,1029.0,,221.0,278.0,442848.0,,,,16.078,10623,240.4,,,251.1,25.63971340839304,41899.0,,,360.0,20.0,39077.0,44925.0,4482.0,3464.0,,,6.4,776.0,1282.0,4.8,,7.9,,,,,,6.4,148.0,294.0,4.3,295.0,6.6,,210.0,380.0,4.7,8.5,8.5,ROSEAU
2002-02-01,4.7,,,,,,,,,,,,,,,,,9593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2002-03-01,5.1,,,,,,,,,,,,,,,,,9725,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2002-04-01,6.6,,,,,,,,,,,,,,,,,10045,,,,,26.550486929779602,,,,363.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2002-05-01,3.2,,,,,,,,,,,,,,,,,9727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2002-06-01,7.3,,,,,,,,,,,,,,,,,10006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2002-07-01,4.9,,,,,,,,,,,,,,,,,9700,,,,,26.915113871635608,,,,363.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2002-08-01,3.9,,,,,,,,,,,,,,,,,9704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2002-09-01,3.3,,,,,,,,,,,,,,,,,9841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
