DATE,PCPI27011,MNBIGS1URN,MNBIGS1POP,PUAAMN27011A647NCEN,MHIMN27011A052NCEN,PECIUBU18MN27011A647NCEN,PEAAMN27011A647NCEN,PPU18MN27011A156NCEN,RACEDISPARITY027011,PI27011,2020RATIO027011,B14005DCYACS027011,DP04ACS027011,HOWNRATEACS027011,NETMIGNACS027011,MNBIGS1LFN,CDC20N2U027011,CBR27011MNA647NCEN,PUA0T17MN27011A647NCEN,B01002001E027011,B080ACS027011,CDC20N2UAA027011,EQFXSUBPRIME027011,PUA5T17RMN27011A647NCEN,PEU18MN27011A647NCEN,DMPCRATE027011,HC01ESTVC1727011,S1701ACS027011,HC01ESTVC1627011,B03002003E027011,B03002006E027011,B03002012E027011,ENU2701120510,PPAAMN27011A156NCEN,PE5T17MN27011A647NCEN,BPPRIV027011,B03002004E027011,FBITC027011,PP5T17MN27011A156NCEN,MHICILBMN27011A052NCEN,MHICIUBMN27011A052NCEN,B03002005E027011,PECILBU18MN27011A647NCEN,PECILBAAMN27011A647NCEN,PECIUBAAMN27011A647NCEN,S1101SPHOUSE027011,PPCILBU18MN27011A156NCEN,PPCIUBU18MN27011A156NCEN,PPCILBAAMN27011A156NCEN,PPCIUBAAMN27011A156NCEN,S1501ACSTOTAL027011,PECILB5T17MN27011A647NCEN,PECIUB5T17MN27011A647NCEN,PPCILB5T17MN27011A156NCEN,PPCIUB5T17MN27011A156NCEN,county
1991-01-01,15181.0,7.7,6.206,,,,,,,94213.0,,,,,,2841,,,,,,,,,,,,,,,,,169.0,,,5.0,,,,,,,,,,,,,,,,,,,,BIG STONE
1991-02-01,,7.7,,,,,,,,,,,,,,2790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1991-03-01,,7.8,,,,,,,,,,,,,,2803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1991-04-01,,6.4,,,,,,,,,,,,,,2847,,,,,,,,,,,,,,,,,172.0,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1991-05-01,,3.9,,,,,,,,,,,,,,2911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1991-06-01,,3.7,,,,,,,,,,,,,,2992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1991-07-01,,3.3,,,,,,,,,,,,,,2943,,,,,,,,,,,,,,,,,172.0,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1991-08-01,,2.7,,,,,,,,,,,,,,2851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1991-09-01,,3.8,,,,,,,,,,,,,,2864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1991-10-01,,2.9,,,,,,,,,,,,,,2897,,,,,,,,,,,,,,,,,175.0,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1991-11-01,,4.9,,,,,,,,,,,,,,2874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1991-12-01,,6.0,,,,,,,,,,,,,,2817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1992-01-01,16105.0,7.8,6.075,,,,,,,97838.0,,,,,,2744,,,,,,,,,,,,,,,,,174.0,,,8.0,,,,,,,,,,,,,,,,,,,,BIG STONE
1992-02-01,,7.8,,,,,,,,,,,,,,2766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1992-03-01,,7.1,,,,,,,,,,,,,,2741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1992-04-01,,5.2,,,,,,,,,,,,,,2764,,,,,,,,,,,,,,,,,179.0,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1992-05-01,,3.9,,,,,,,,,,,,,,2870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1992-06-01,,3.9,,,,,,,,,,,,,,2894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1992-07-01,,3.6,,,,,,,,,,,,,,2910,,,,,,,,,,,,,,,,,178.0,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1992-08-01,,3.7,,,,,,,,,,,,,,2883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1992-09-01,,3.3,,,,,,,,,,,,,,2806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1992-10-01,,2.9,,,,,,,,,,,,,,2851,,,,,,,,,,,,,,,,,178.0,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1992-11-01,,4.8,,,,,,,,,,,,,,2825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1992-12-01,,7.1,,,,,,,,,,,,,,2832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1993-01-01,13611.0,9.3,6.087999999999999,,23966.0,348.0,818.0,18.3,,82861.0,,,,,,2883,,422.0,,,,,,,282.0,,,,,,,,171.0,13.8,205.0,4.0,,,17.5,21654.0,26265.0,,216.0,643.0,993.0,,14.0,22.5,10.9,16.8,,152.0,257.0,13.0,22.0,BIG STONE
1993-02-01,,9.9,,,,,,,,,,,,,,2881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1993-03-01,,9.4,,,,,,,,,,,,,,2876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1993-04-01,,7.7,,,,,,,,,,,,,,2853,,,,,,,,,,,,,,,,,169.0,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1993-05-01,,4.4,,,,,,,,,,,,,,2865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1993-06-01,,5.1,,,,,,,,,,,,,,2954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1993-07-01,,4.5,,,,,,,,,,,,,,2877,,,,,,,,,,,,,,,,,169.0,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1993-08-01,,3.8,,,,,,,,,,,,,,2814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1993-09-01,,3.9,,,,,,,,,,,,,,2833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1993-10-01,,3.6,,,,,,,,,,,,,,2817,,,,,,,,,,,,,,,,,174.0,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1993-11-01,,4.4,,,,,,,,,,,,,,2799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1993-12-01,,7.3,,,,,,,,,,,,,,2783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1994-01-01,15505.0,9.6,6.124,,,,,,,94951.0,,,,,,2802,,,,,,,,,,,,,,,,,178.0,,,9.0,,,,,,,,,,,,,,,,,,,,BIG STONE
1994-02-01,,8.7,,,,,,,,,,,,,,2804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1994-03-01,,7.9,,,,,,,,,,,,,,2811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1994-04-01,,5.3,,,,,,,,,,,,,,2748,,,,,,,,,,,,,,,,,177.0,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1994-05-01,,3.6,,,,,,,,,,,,,,2797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1994-06-01,,3.8,,,,,,,,,,,,,,2937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1994-07-01,,3.7,,,,,,,,,,,,,,2710,,,,,,,,,,,,,,,,,174.0,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1994-08-01,,3.7,,,,,,,,,,,,,,2771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1994-09-01,,3.8,,,,,,,,,,,,,,2798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1994-10-01,,3.4,,,,,,,,,,,,,,2886,,,,,,,,,,,,,,,,,173.0,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1994-11-01,,3.7,,,,,,,,,,,,,,2863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1994-12-01,,6.0,,,,,,,,,,,,,,2668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1995-01-01,16657.0,8.9,6.027,,25115.0,305.0,735.0,16.6,,100390.0,,,,,,2760,,365.0,,,,,,,247.0,,,,,,,,168.0,12.8,167.0,4.0,,,14.7,21907.0,28305.0,,189.0,577.0,893.0,,12.7,20.5,10.1,15.6,,126.0,208.0,11.1,18.3,BIG STONE
1995-02-01,,7.9,,,,,,,,,,,,,,2717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1995-03-01,,7.3,,,,,,,,,,,,,,2737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1995-04-01,,6.1,,,,,,,,,,,,,,2849,,,,,,,,,,,,,,,,,161.0,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1995-05-01,,4.9,,,,,,,,,,,,,,2894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1995-06-01,,3.8,,,,,,,,,,,,,,2921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1995-07-01,,3.3,,,,,,,,,,,,,,2817,,,,,,,,,,,,,,,,,158.0,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1995-08-01,,3.1,,,,,,,,,,,,,,2794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1995-09-01,,2.7,,,,,,,,,,,,,,2817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1995-10-01,,2.4,,,,,,,,,,,,,,2806,,,,,,,,,,,,,,,,,166.0,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1995-11-01,,3.4,,,,,,,,,,,,,,2709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1995-12-01,,5.8,,,,,,,,,,,,,,2702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1996-01-01,19118.0,7.7,6.017,,,,,,,115035.0,,,,,,2754,,,,,,,,,,,,,,,,,164.0,,,3.0,,,,,,,,,,,,,,,,,,,,BIG STONE
1996-02-01,,7.6,,,,,,,,,,,,,,2772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1996-03-01,,7.6,,,,,,,,,,,,,,2811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1996-04-01,,6.1,,,,,,,,,,,,,,2874,,,,,,,,,,,,,,,,,173.0,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1996-05-01,,3.1,,,,,,,,,,,,,,2912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1996-06-01,,3.1,,,,,,,,,,,,,,2906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1996-07-01,,2.9,,,,,,,,,,,,,,2879,,,,,,,,,,,,,,,,,178.0,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1996-08-01,,2.4,,,,,,,,,,,,,,2798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1996-09-01,,3.1,,,,,,,,,,,,,,2827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1996-10-01,,2.2,,,,,,,,,,,,,,2843,,,,,,,,,,,,,,,,,181.0,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1996-11-01,,3.7,,,,,,,,,,,,,,2830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1996-12-01,,4.9,,,,,,,,,,,,,,2757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1997-01-01,19251.0,6.4,5.871,,27919.0,395.0,755.0,21.9,,113020.0,,,,,,2842,,300.0,,,,,,,309.0,,,,,,,,181.0,13.7,212.0,11.0,,,20.0,24792.0,31029.0,,223.0,575.0,936.0,,15.8,28.0,10.4,17.0,,146.0,278.0,13.8,26.3,BIG STONE
1997-02-01,,5.6,,,,,,,,,,,,,,2809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1997-03-01,,6.0,,,,,,,,,,,,,,2777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1997-04-01,,5.2,,,,,,,,,,,,,,2839,,,,,,,,,,,,,,,,,181.0,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1997-05-01,,2.9,,,,,,,,,,,,,,2895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1997-06-01,,3.1,,,,,,,,,,,,,,2903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1997-07-01,,2.5,,,,,,,,,,,,,,2915,,,,,,,,,,,,,,,,,188.0,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1997-08-01,,2.5,,,,,,,,,,,,,,2861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1997-09-01,,2.7,,,,,,,,,,,,,,2906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1997-10-01,,2.0,,,,,,,,,,,,,,2927,,,,,,,,,,,,,,,,,184.0,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1997-11-01,,2.6,,,,,,,,,,,,,,2844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1997-12-01,,4.1,,,,,,,,,,,,,,2835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1998-01-01,21032.0,5.5,5.882000000000001,5468.0,28715.0,391.0,829.0,21.7,,123708.0,,,,,,2773,,278.0,1380.0,,,,,1054.0,299.0,,,,,,,,183.0,15.2,203.0,12.0,,,19.3,25618.0,31794.0,,207.0,629.0,1028.0,,15.0,28.3,11.5,18.8,,131.0,275.0,12.4,26.1,BIG STONE
1998-02-01,,5.2,,,,,,,,,,,,,,2808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1998-03-01,,5.3,,,,,,,,,,,,,,2742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1998-04-01,,4.1,,,,,,,,,,,,,,2824,,,,,,,,,,,,,,,,,183.0,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1998-05-01,,2.4,,,,,,,,,,,,,,2926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1998-06-01,,3.1,,,,,,,,,,,,,,2922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1998-07-01,,2.9,,,,,,,,,,,,,,2880,,,,,,,,,,,,,,,,,187.0,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1998-08-01,,2.6,,,,,,,,,,,,,,2796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1998-09-01,,2.7,,,,,,,,,,,,,,2810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1998-10-01,,3.0,,,,,,,,,,,,,,2856,,,,,,,,,,,,,,,,,187.0,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1998-11-01,,3.6,,,,,,,,,,,,,,2801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1998-12-01,,4.1,,,,,,,,,,,,,,2696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1999-01-01,22028.0,5.8,5.847,5722.0,30770.0,266.0,639.0,13.7,,128796.0,,,,,,2700,610.6,241.0,1455.0,,,451.0,22.8,1160.0,199.0,,,,,,,,186.0,11.2,172.0,11.0,,,14.8,28785.0,32893.0,,132.0,475.0,804.0,,9.1,18.3,8.3,14.0,,105.0,239.0,9.1,20.6,BIG STONE
1999-02-01,,5.9,,,,,,,,,,,,,,2647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1999-03-01,,6.0,,,,,,,,,,,,,,2597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1999-04-01,,3.8,,,,,,,,,,,,,,2696,,,,,,,22.006472491909385,,,,,,,,,,189.0,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1999-05-01,,2.2,,,,,,,,,,,,,,2761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1999-06-01,,3.0,,,,,,,,,,,,,,2830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1999-07-01,,2.8,,,,,,,,,,,,,,2934,,,,,,,21.09943411479385,,,,,,,,,,186.0,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1999-08-01,,2.6,,,,,,,,,,,,,,2825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1999-09-01,,2.7,,,,,,,,,,,,,,2812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1999-10-01,,2.5,,,,,,,,,,,,,,2711,,,,,,,18.82453151618399,,,,,,,,,,185.0,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1999-11-01,,3.6,,,,,,,,,,,,,,2669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
1999-12-01,,4.7,,,,,,,,,,,,,,2713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2000-01-01,23273.0,6.6,5.763,5604.0,32676.0,236.0,603.0,13.9,,134448.0,,,,,,2688,552.6,242.0,1336.0,,,413.2,19.61279461279461,1068.0,185.0,,,,,,,,189.0,10.8,127.0,10.0,,,11.9,30272.0,35270.0,,135.0,463.0,743.0,,10.1,17.6,8.3,13.3,,85.0,169.0,8.0,15.8,BIG STONE
2000-02-01,,6.5,,,,,,,,,,,,,,2753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2000-03-01,,6.4,,,,,,,,,,,,,,2773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2000-04-01,,4.3,,,,,,,,,,,,,,2792,,,,,,,18.55840927920464,,,,,,,,,,195.0,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2000-05-01,,3.2,,,,,,,,,,,,,,2841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2000-06-01,,3.5,,,,,,,,,,,,,,2812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2000-07-01,,2.9,,,,,,,,,,,,,,2890,,,,,,,20.376712328767127,,,,,,,,,,189.0,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2000-08-01,,3.1,,,,,,,,,,,,,,2839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2000-09-01,,3.0,,,,,,,,,,,,,,2820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2000-10-01,,2.7,,,,,,,,,,,,,,2786,,,,,,,18.160561184723306,,,,,,,,,,191.0,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2000-11-01,,4.3,,,,,,,,,,,,,,2731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2000-12-01,,5.4,,,,,,,,,,,,,,2657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2001-01-01,23908.0,7.0,5.66,5589.0,31459.0,237.0,614.0,14.0,,135752.0,,,,,,2727,526.8,270.0,1309.0,,,350.1,18.076027928626846,1049.0,183.0,,,,,,,,183.0,11.0,130.0,12.0,,,12.4,29343.0,33727.0,,130.0,470.0,758.0,,9.9,18.1,8.4,13.6,,84.0,176.0,8.0,16.7,BIG STONE
2001-02-01,,6.3,,,,,,,,,,,,,,2663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2001-03-01,,6.5,,,,,,,,,,,,,,2725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2001-04-01,,5.0,,,,,,,,,,,,,,2820,,,,,,,17.542503863987633,,,,,,,,,,186.0,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2001-05-01,,2.8,,,,,,,,,,,,,,2917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2001-06-01,,3.8,,,,,,,,,,,,,,2988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2001-07-01,,3.2,,,,,,,,,,,,,,2854,,,,,,,17.862714508580343,,,,,,,,,,184.0,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2001-08-01,,3.2,,,,,,,,,,,,,,2910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2001-09-01,,3.0,,,,,,,,,,,,,,2995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2001-10-01,,2.8,,,,,,,,,,,,,,2939,,,,,,,19.451585261353895,,,,,,,,,,185.0,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2001-11-01,,3.4,,,,,,,,,,,,,,2817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2001-12-01,,5.1,,,,,,,,,,,,,,2809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2002-01-01,25089.0,6.6,5.6579999999999995,5548.0,32430.0,205.0,583.0,12.7,,142429.0,,,,,,2829,566.3,265.0,1257.0,,,393.3,19.82335623159961,1003.0,159.0,,,,,,,,184.0,10.5,123.0,24.0,,,12.3,30245.0,34773.0,,113.0,440.0,725.0,,9.0,16.3,7.9,13.1,,82.0,164.0,8.2,16.4,BIG STONE
2002-02-01,,6.2,,,,,,,,,,,,,,2774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2002-03-01,,6.3,,,,,,,,,,,,,,2851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2002-04-01,,4.9,,,,,,,,,,,,,,2834,,,,,,,18.29393627954779,,,,,,,,,,185.0,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2002-05-01,,3.1,,,,,,,,,,,,,,2900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2002-06-01,,3.6,,,,,,,,,,,,,,2962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2002-07-01,,3.5,,,,,,,,,,,,,,2958,,,,,,,18.37837837837838,,,,,,,,,,182.0,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2002-08-01,,3.1,,,,,,,,,,,,,,2941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2002-09-01,,3.2,,,,,,,,,,,,,,2903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2002-10-01,,2.7,,,,,,,,,,,,,,2967,,,,,,,19.080459770114945,,,,,,,,,,182.0,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2002-11-01,,3.3,,,,,,,,,,,,,,2845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2002-12-01,,4.6,,,,,,,,,,,,,,2789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2003-01-01,26313.0,6.4,5.575,5494.0,33092.0,201.0,558.0,12.9,,147299.0,,,,,,2847,514.2,270.0,1221.0,,,396.0,17.982989064398538,936.0,158.0,,,,,,,,181.0,10.2,105.0,30.0,,,11.2,31048.0,35271.0,,114.0,423.0,692.0,,9.3,16.5,7.7,12.6,,71.0,139.0,7.6,14.8,BIG STONE
2003-02-01,,6.4,,,,,,,,,,,,,,2774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2003-03-01,,6.3,,,,,,,,,,,,,,2801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2003-04-01,,5.1,,,,,,,,,,,,,,2814,,,,,,,17.786069651741293,,,,,,,,,,181.0,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2003-05-01,,3.8,,,,,,,,,,,,,,2858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2003-06-01,,4.3,,,,,,,,,,,,,,2888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2003-07-01,,4.0,,,,,,,,,,,,,,2878,,,,,,,18.417639429312587,,,,,,,,,,182.0,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2003-08-01,,3.8,,,,,,,,,,,,,,2796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2003-09-01,,3.8,,,,,,,,,,,,,,2845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2003-10-01,,3.0,,,,,,,,,,,,,,2859,,,,,,,18.630136986301373,,,,,,,,,,176.0,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2003-11-01,,4.1,,,,,,,,,,,,,,2851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2003-12-01,,5.2,,,,,,,,,,,,,,2776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2004-01-01,29936.0,7.3,5.417000000000001,5374.0,34369.0,187.0,521.0,12.6,,162974.0,,,,,,2843,529.3,267.0,1140.0,,,398.2,18.58529819694868,887.0,144.0,,,,,,,,171.0,9.7,97.0,24.0,,,10.9,32257.0,36619.0,,102.0,390.0,651.0,,8.9,16.4,7.3,12.1,,63.0,131.0,7.1,14.8,BIG STONE
