,B27001_001E,B27001_002E,B29001_001E,B29001_002E,B29001_003E,B29001_004E,B29001_005E,B29002_001E,B29002_002E,B29002_003E,B29002_004E,B29002_005E,B29002_006E,B29002_007E,B29002_008E,B29003_001E,B29003_002E,B29003_003E,NAME,state,county,year
212,101847,48490,80875,19448,18314,25949,17164,80875,3153,8655,27838,20559,6829,9175,4666,78677,12152,66525,"Sumter County, South Carolina",45,085,2017
213,264563,128045,195313,37800,51361,69456,36696,195313,4744,12848,48691,47679,18508,43133,19710,191810,17639,174171,"York County, South Carolina",45,091,2017
214,185735,92514,135782,30247,35095,46057,24383,135782,2597,6312,36150,34098,16035,27931,12659,131716,10109,121607,"Minnehaha County, South Dakota",46,099,2017
215,107411,53300,82544,16391,19543,28052,18558,82544,972,4799,23121,22203,8303,14664,8482,80197,8710,71487,"Pennington County, South Dakota",46,103,2017
216,75339,36482,58345,10190,11947,21210,14998,58345,1929,6465,19896,11941,5187,7264,5663,57283,8223,49060,"Anderson County, Tennessee",47,001,2017
217,128811,62029,101019,16895,21308,37027,25789,101019,2914,7436,35500,25489,7477,14189,8014,99310,10213,89097,"Blount County, Tennessee",47,009,2017
218,104632,50965,77393,16008,16908,27633,16844,77393,2482,6366,26076,20525,6095,9072,6777,74609,12434,62175,"Bradley County, Tennessee",47,011,2017
219,684601,328656,498547,128329,134789,154326,81103,498547,9947,28338,111090,115607,31310,133932,68323,480445,54964,425481,"Davidson County, Tennessee",47,037,2017
220,67591,32669,53854,8955,10959,19497,14443,53854,1989,5432,21838,13830,3635,4589,2541,52143,8331,43812,"Greene County, Tennessee",47,059,2017
221,357973,171422,275288,57100,63891,92660,61637,275288,5810,16267,77381,68239,23231,57171,27189,265491,28182,237309,"Hamilton County, Tennessee",47,065,2017
222,458312,222045,350931,83833,80869,116415,69814,350931,7490,19406,91833,87392,27330,73896,43584,342015,42467,299548,"Knox County, Tennessee",47,093,2017
223,96311,46008,75208,17494,15936,25722,16056,75208,3711,5091,28897,16426,3771,10306,7006,71571,11104,60467,"Madison County, Tennessee",47,113,2017
224,90911,45086,68058,12752,16408,25043,13855,68058,1683,5319,27370,14346,4738,10198,4404,67009,5883,61126,"Maury County, Tennessee",47,119,2017
225,186329,88872,143077,41848,43389,40060,17780,143077,2991,7406,38871,44710,13000,23110,12989,139580,16931,122649,"Montgomery County, Tennessee",47,125,2017
226,76527,37950,58714,15679,12676,17727,12632,58714,2160,4282,21157,16062,3209,6933,4911,55565,9376,46189,"Putnam County, Tennessee",47,141,2017
227,69246,33496,51158,9273,12502,19583,9800,51158,1543,3771,20631,11799,4035,5918,3461,50330,4633,45697,"Robertson County, Tennessee",47,147,2017
228,314617,154386,225827,59805,62970,72364,30688,225827,3295,13957,62212,57736,17989,51415,19223,221692,17619,204073,"Rutherford County, Tennessee",47,149,2017
229,96754,46773,73537,13243,14715,26944,18635,73537,2323,8331,27363,18896,5235,8004,3385,72740,7136,65604,"Sevier County, Tennessee",47,155,2017
230,923753,436146,668528,154971,165174,227403,120980,668528,15205,50168,192424,174653,41070,118210,76798,654428,97710,556718,"Shelby County, Tennessee",47,157,2017
231,155456,75577,125024,20611,26182,44502,33729,125024,4778,12465,44939,25616,9624,17499,10103,123056,15934,107122,"Sullivan County, Tennessee",47,163,2017
232,181814,89052,135389,24025,34250,49740,27374,135389,3579,9191,40499,34401,12336,24219,11164,134076,9968,124108,"Sumner County, Tennessee",47,165,2017
233,126062,61672,100530,22950,21460,33726,22394,100530,1930,7669,29423,24676,7659,18037,11136,96349,13768,82581,"Washington County, Tennessee",47,179,2017
234,225665,109309,155769,25454,40522,61109,28684,155769,1551,5270,23694,29976,8876,53989,32413,155417,5292,150125,"Williamson County, Tennessee",47,187,2017
235,135339,65214,100457,17167,24897,37160,21233,100457,1556,5393,30426,24365,8943,21770,8004,99090,7479,91611,"Wilson County, Tennessee",47,189,2017
236,85755,41571,61306,12689,14083,20648,13886,61306,2005,6429,19644,17862,6061,6187,3118,59390,11656,47734,"Angelina County, Texas",48,005,2017
237,82483,42350,57759,10267,14432,22836,10224,57759,2717,5295,19065,12537,4913,9778,3454,55721,4007,51714,"Bastrop County, Texas",48,021,2017
238,330457,158038,240167,68992,67422,67529,36224,240167,4148,15090,61925,71931,27792,40095,19186,230688,24728,205960,"Bell County, Texas",48,027,2017
239,1928695,944671,1320702,334706,365431,403596,216969,1320702,59092,108230,357643,344008,109922,220808,120999,1294753,161311,1133442,"Bexar County, Texas",48,029,2017
240,88586,42939,70043,15106,16953,23222,14762,70043,1744,4983,26709,18245,4561,9289,4512,64899,8229,56670,"Bowie County, Texas",48,037,2017
241,350358,172698,244450,49195,71155,85302,38798,244450,6980,15912,59707,66427,22428,47607,25389,232906,16608,216298,"Brazoria County, Texas",48,039,2017
242,218498,109889,157989,71660,32568,35488,18273,157989,4335,8787,32169,55139,10372,30209,16978,142324,39132,103192,"Brazos County, Texas",48,041,2017
243,421936,205114,228274,64156,54261,64220,45637,228274,24536,25526,70028,46873,20218,29628,11465,225962,42783,183179,"Cameron County, Texas",48,061,2017
244,966832,475391,618514,112502,172201,234986,98825,618514,7248,21919,105989,142216,47472,198297,95373,615823,30979,584844,"Collin County, Texas",48,085,2017
245,139595,68830,105603,18335,23665,38679,24924,105603,1832,4652,26034,28903,6855,24913,12414,104807,8279,96528,"Comal County, Texas",48,091,2017
246,59246,27052,55652,16179,17895,14770,6808,55652,1776,3810,17504,18626,5669,5963,2304,42643,4202,38441,"Coryell County, Texas",48,099,2017
247,2599093,1278630,1512759,375525,389489,495855,251890,1512759,61662,123233,376758,381713,94725,313369,161299,1489976,157916,1332060,"Dallas County, Texas",48,113,2017
248,832361,408903,560260,126507,158992,196764,77997,560260,9835,19230,104552,144546,47219,160140,74738,550245,34809,515436,"Denton County, Texas",48,121,2017
249,156328,78172,96320,28380,28457,25909,13574,96320,5562,14646,30708,26286,7089,8949,3080,95436,9748,85688,"Ector County, Texas",48,135,2017
250,172201,84760,120703,24661,31969,42699,21374,120703,4809,10055,37372,33131,9974,17863,7499,119035,7651,111384,"Ellis County, Texas",48,139,2017
251,817738,393340,504926,147395,133566,142112,81853,504926,35710,37322,128711,148471,43337,74824,36551,492961,72343,420618,"El Paso County, Texas",48,141,2017
252,759769,371648,465688,92930,128344,170838,73576,465688,14986,24091,91061,103583,34883,125199,71885,461054,27780,433274,"Fort Bend County, Texas",48,157,2017
253,329524,162007,238826,46580,60907,85716,45623,238826,6622,16503,65357,57124,20968,48237,24015,233147,23330,209817,"Galveston County, Texas",48,167,2017
254,129635,64222,92740,16800,20685,32672,22583,92740,1513,6765,27020,30736,9141,12396,5169,90344,9344,81000,"Grayson County, Texas",48,181,2017
255,120854,58442,83782,17463,19356,27892,19071,83782,1876,6033,26756,27524,6873,10758,3962,80253,10945,69308,"Gregg County, Texas",48,183,2017
256,157902,77691,114664,22304,32406,39216,20738,114664,3852,7734,38505,26616,9346,18398,10213,113048,9901,103147,"Guadalupe County, Texas",48,187,2017
257,4628010,2295597,2703303,658971,738430,878780,427122,2703303,122580,202711,662070,679605,200932,551825,283580,2671262,293850,2377412,"Harris County, Texas",48,201,2017
258,65879,31624,47089,10304,10083,16491,10211,47089,706,4506,16370,13813,3140,6248,2306,45647,8045,37602,"Harrison County, Texas",48,203,2017
259,63966,31848,52264,8933,10140,19262,13929,52264,990,3873,15591,11227,4955,7802,7826,51665,3728,47937,"Warren County, New York",36,113,2017
260,89804,44282,70497,12501,14398,27010,16588,70497,2090,6247,23965,14397,9341,9435,5022,69775,8352,61423,"Wayne County, New York",36,117,2017
261,967453,467444,652835,120143,139599,239696,153397,652835,24431,37121,127366,104820,44427,161968,152702,634616,40620,593996,"Westchester County, New York",36,119,2017
262,161001,76384,116296,24040,24257,41422,26577,116296,3751,10390,33637,31462,11217,17393,8446,112530,12901,99629,"Alamance County, North Carolina",37,001,2017
263,129852,62998,108000,12984,16678,37951,40387,108000,1706,7174,32710,24825,10072,19794,11719,107110,11110,96000,"Brunswick County, North Carolina",37,019,2017
264,253867,122611,201664,35668,49452,66886,49658,201664,3837,11473,49050,37814,18974,51654,28862,196363,17489,178874,"Buncombe County, North Carolina",37,021,2017
265,86785,42969,69523,12077,14530,25736,17180,69523,3486,9342,22237,14762,8857,6242,4597,67263,12094,55169,"Burke County, North Carolina",37,023,2017
266,205513,100551,144658,27258,38979,52113,26308,144658,4012,11629,36775,37195,12500,28266,14281,143505,16946,126559,"Cabarrus County, North Carolina",37,025,2017
267,81190,39285,63455,10331,12873,24440,15811,63455,3997,9122,21838,12466,6596,5266,4170,62671,9095,53576,"Caldwell County, North Carolina",37,027,2017
268,67388,33484,55507,7672,10522,20705,16608,55507,840,3942,14415,16107,6654,8249,5300,54569,6192,48377,"Carteret County, North Carolina",37,031,2017
269,156487,75598,115923,22162,24469,41588,27704,115923,5329,10561,35566,28575,13746,15211,6935,113977,10731,103246,"Catawba County, North Carolina",37,035,2017
270,70801,34457,52461,5851,10611,18711,17288,52461,692,2927,13350,10019,4311,12265,8897,51911,3823,48088,"Chatham County, North Carolina",37,037,2017
271,97057,46432,74505,14655,14643,27567,17640,74505,2751,7916,26390,18996,6770,7557,4125,73163,12491,60672,"Cleveland County, North Carolina",37,045,2017
272,94954,44371,77280,19374,15925,22999,18982,77280,2435,5523,18747,23534,8081,12655,6305,72692,8739,63953,"Craven County, North Carolina",37,049,2017
273,303139,141474,242926,74657,59959,69916,38394,242926,5012,17343,71559,75762,23179,34776,15295,228970,37071,191899,"Cumberland County, North Carolina",37,051,2017
274,163769,80509,124067,21427,25409,48160,29071,124067,4809,13691,39266,30134,15302,14829,6036,122495,16206,106289,"Davidson County, North Carolina",37,057,2017
275,306457,144531,216596,50645,58730,68801,38420,216596,4534,13266,40612,44765,11449,57630,44340,205163,24538,180625,"Durham County, North Carolina",37,063,2017
276,373325,177247,269727,58427,59188,94892,57220,269727,6177,18086,73348,66659,20756,56013,28688,260227,32324,227903,"Forsyth County, North Carolina",37,067,2017
277,65349,31589,48457,8573,9833,19702,10349,48457,1581,4391,15262,12059,4963,7355,2846,47147,5571,41576,"Franklin County, North Carolina",37,069,2017
278,218346,104796,164467,31749,39349,58524,34845,164467,5734,17717,52473,39853,17582,21928,9180,162226,21147,141079,"Gaston County, North Carolina",37,071,2017
279,522993,247581,381596,87894,87303,129772,76627,381596,8223,23899,89518,101319,34478,83667,40492,365867,45152,320715,"Guilford County, North Carolina",37,081,2017
280,127141,60390,93133,21282,26228,29536,16087,93133,2130,8079,26547,27157,9699,13823,5698,90308,11800,78508,"Harnett County, North Carolina",37,085,2017
281,114621,54952,89994,12530,17861,31300,28303,89994,2457,5861,19946,23423,9614,19279,9414,88919,7343,81576,"Henderson County, North Carolina",37,089,2017
282,174666,85963,128906,23759,29554,48169,27424,128906,3805,6843,39207,32084,13826,24424,8717,128032,11934,116098,"Iredell County, North Carolina",37,097,2017
283,195215,94742,134150,23942,35603,50217,24388,134150,3557,10961,39125,35111,16413,21360,7623,132876,15536,117340,"Johnston County, North Carolina",37,101,2017
284,81790,40203,62757,11020,13112,24193,14432,62757,1997,6265,19289,16086,6643,8551,3926,62144,8940,53204,"Lincoln County, North Carolina",37,109,2017
285,1071941,514872,720738,164979,199500,243218,113041,720738,15276,32398,125247,168418,57579,218843,102977,709519,59152,650367,"Mecklenburg County, North Carolina",37,119,2017
286,93118,44026,74245,12004,15768,23942,22531,74245,1056,4070,15566,17378,7131,17649,11395,73171,7661,65510,"Moore County, North Carolina",37,125,2017
287,92719,44616,70639,13317,15276,25323,16723,70639,2381,5660,24821,17408,5800,10779,3790,69090,8543,60547,"Nash County, North Carolina",37,127,2017
288,224938,106695,179187,42393,40385,57634,38775,179187,2114,10536,36916,48976,16524,43061,21060,173405,23620,149785,"New Hanover County, North Carolina",37,129,2017
289,155216,70715,144651,62400,32502,31931,17818,144651,2180,7426,53695,44272,14431,15781,6866,124566,14666,109900,"Onslow County, North Carolina",37,133,2017
290,144342,68071,107628,33981,21219,32861,19567,107628,1480,3696,18977,26121,5536,24929,26889,98350,14913,83437,"Orange County, North Carolina",37,135,2017
291,177667,84562,134767,45070,28995,38083,22619,134767,1851,8299,27766,42644,15375,25904,12928,128868,24477,104391,"Pitt County, North Carolina",37,147,2017
292,141946,70202,104184,18828,21763,39164,24429,104184,4259,12705,34744,25040,11170,12637,3629,102977,12666,90311,"Randolph County, North Carolina",37,151,2017
293,130937,62793,95771,21862,21639,32590,19680,95771,5414,13624,33228,23114,8184,7616,4591,92541,20539,72002,"Robeson County, North Carolina",37,155,2017
294,89778,42583,71742,12094,15414,26230,18004,71742,2617,9904,22239,18651,7675,7386,3270,70590,10041,60549,"Rockingham County, North Carolina",37,157,2017
295,138539,68219,105913,21061,22096,38731,24025,105913,3854,11668,35471,27210,8954,12959,5797,102432,13112,89320,"Rowan County, North Carolina",37,159,2017
296,65367,31731,52180,8165,10670,19173,14172,52180,1893,5379,19080,9769,6189,6036,3834,51278,6684,44594,"Rutherford County, North Carolina",37,161,2017
297,71421,34440,55417,9132,11744,20152,14389,55417,3847,6880,15119,12478,6325,7587,3181,54687,7622,47065,"Surry County, North Carolina",37,171,2017
298,230069,112421,158332,29859,38432,62753,27288,158332,3044,11022,43192,37036,14953,34354,14731,156554,11641,144913,"Union County, North Carolina",37,179,2017
299,1063824,518063,731643,157467,200050,256990,117136,731643,11842,30960,119964,154261,53804,233047,127765,714187,48164,666023,"Wake County, North Carolina",37,183,2017
300,120302,57287,88530,20528,19147,29409,19446,88530,2054,7398,30113,21600,10636,12383,4346,86034,13461,72573,"Wayne County, North Carolina",37,191,2017
301,67760,32830,53438,8952,10944,19562,13980,53438,3458,7592,16177,12537,5394,6034,2246,52753,9455,43298,"Wilkes County, North Carolina",37,193,2017
302,80736,37879,59260,11015,12586,21550,14109,59260,2579,8339,19373,13194,5490,8379,1906,58058,7443,50615,"Wilson County, North Carolina",37,195,2017
303,92882,45856,70903,14735,18475,23104,14589,70903,1430,3050,17512,16245,9411,16069,7186,68092,5294,62798,"Burleigh County, North Dakota",38,015,2017
304,176017,90158,131529,38537,34649,37866,20477,131529,1682,5168,26109,33715,17024,36486,11345,127223,10263,116960,"Cass County, North Dakota",38,017,2017
305,68633,35686,53957,20114,11230,14191,8422,53957,730,1637,12144,17945,6121,10142,5238,49701,8474,41227,"Grand Forks County, North Dakota",38,035,2017
306,64514,32195,51413,16007,12506,14238,8662,51413,1004,1513,18074,12624,4642,9726,3830,49360,4940,44420,"Ward County, North Dakota",38,101,2017
307,101221,50567,78830,16333,17846,26719,17932,78830,1797,7242,30424,16892,8699,8630,5146,75541,8995,66546,"Allen County, Ohio",39,003,2017
308,94933,46075,75482,13183,16509,27687,18103,75482,3194,8089,35062,13696,5362,7256,2823,72595,12820,59775,"Ashtabula County, Ohio",39,007,2017
309,65944,33259,53928,22955,9602,13233,8138,53928,1003,2783,17779,18858,2796,5471,5238,44530,12700,31830,"Athens County, Ohio",39,009,2017
310,64103,31437,54875,8783,12199,20254,13639,54875,1192,3715,23990,11014,7184,4707,3073,51245,3691,47554,"Belmont County, Ohio",39,013,2017
311,376727,183674,280689,65840,63986,96966,53897,280689,5284,16601,94973,70021,21646,47680,24484,269610,25396,244214,"Butler County, Ohio",39,017,2017
312,132834,64212,103123,20182,21677,35527,25737,103123,2834,10170,39929,23698,7579,10400,8513,100396,13605,86791,"Clark County, Ohio",39,023,2017
313,202910,99756,155122,28361,36475,58170,32116,155122,5636,11149,52549,33529,14025,25399,12835,153836,11479,142357,"Clermont County, Ohio",39,025,2017
314,99366,48450,81920,13988,17582,30076,20274,81920,2774,8867,37561,16884,7623,5611,2600,78298,9330,68968,"Columbiana County, Ohio",39,029,2017
315,1233943,588031,953984,194050,209913,331783,218238,953984,21188,74824,271716,231497,68756,175554,110449,932464,143469,788995,"Cuyahoga County, Ohio",39,035,2017
316,199613,98410,140133,23007,38811,52353,25962,140133,1180,5869,25439,30053,9176,44826,23590,137928,6688,131240,"Delaware County, Ohio",39,041,2017
317,73931,36800,58875,10377,11735,20950,15813,58875,1024,3793,20996,12748,6133,9107,5074,57999,7069,50930,"Erie County, Ohio",39,043,2017
318,151670,74534,114695,22179,28450,40549,23517,114695,1458,8517,38599,27224,9633,19865,9399,112230,8951,103279,"Fairfield County, Ohio",39,045,2017
319,1283432,625708,928066,231620,252513,295050,148883,928066,17757,64278,238635,215260,63104,214600,114432,902695,117822,784873,"Franklin County, Ohio",39,049,2017
320,93174,45949,71596,11722,13360,27938,18576,71596,5144,4186,17758,14252,4803,15799,9654,70873,4979,65894,"Geauga County, Ohio",39,055,2017
321,162605,79087,128376,31383,26702,43037,27254,128376,2983,5876,30771,31393,12016,24219,21118,119941,10642,109299,"Greene County, Ohio",39,057,2017
322,806024,389734,601791,132758,142483,205399,121151,601791,9479,43262,167192,128872,48403,127714,76869,586776,74497,512279,"Hamilton County, Ohio",39,061,2017
323,74907,36975,57519,12067,13243,19940,12269,57519,421,4154,20309,11646,6177,9931,4881,55630,5363,50267,"Hancock County, Ohio",39,063,2017
324,65633,31687,53357,9698,10830,19133,13696,53357,735,3164,23467,12308,6178,5148,2357,51364,7859,43505,"Jefferson County, Ohio",39,081,2017
325,228142,111448,179431,30769,37919,66229,44514,179431,3784,11339,55143,42995,20432,29538,16200,177011,13703,163308,"Lake County, Ohio",39,085,2017
326,172132,84554,131987,24454,31787,47879,27867,131987,2999,10023,46812,30135,10814,21598,9606,128365,9931,118434,"Licking County, Ohio",39,089,2017
327,300980,146703,236864,42979,53793,85323,54769,236864,4134,23163,73927,60471,24155,34438,16576,227846,27014,200832,"Lorain County, Ohio",39,093,2017
328,426103,206259,324221,70317,74769,111802,67333,324221,6387,34218,97559,78926,28618,50616,27897,316605,47628,268977,"Lucas County, Ohio",39,095,2017
329,225422,109912,182189,33994,37599,63947,46649,182189,3406,13034,73751,38113,15276,26679,11930,176597,27079,149518,"Mahoning County, Ohio",39,099,2017
330,59442,29279,50760,9448,11895,18225,11192,50760,1685,3889,20639,12449,4266,4628,3204,45555,6760,38795,"Marion County, Ohio",39,101,2017
331,177068,87228,136496,22940,31842,50949,30765,136496,1651,5872,42447,31174,14065,27625,13662,135353,6399,128954,"Medina County, Ohio",39,103,2017
332,104213,51523,80113,13814,18354,28816,19129,80113,739,5268,32643,16654,7003,11528,6278,79298,6888,72410,"Miami County, Ohio",39,109,2017
333,523169,251900,401279,82676,88636,136954,93013,401279,7802,30623,114831,105588,40193,62721,39521,384921,52376,332545,"Montgomery County, Ohio",39,113,2017
334,85387,41432,66335,12969,14949,23503,14914,66335,1894,5222,28579,13828,7324,6172,3316,64503,8035,56468,"Muskingum County, Ohio",39,119,2017
335,161313,79097,128436,34715,24292,43486,25943,128436,1714,8930,42307,33951,8625,21046,11863,121776,13667,108109,"Portage County, Ohio",39,133,2017
336,113731,53889,94125,17204,21935,31662,23324,94125,3209,10349,36968,19586,7750,12033,4230,87155,9629,77526,"Richland County, Ohio",39,139,2017
337,71525,35193,60474,11614,14743,22087,12030,60474,1340,6163,25907,12393,5660,5496,3515,54874,7595,47279,"Ross County, Ohio",39,141,2017
338,73112,35432,59219,11516,13829,20123,13751,59219,2765,8305,23506,11818,3837,4677,4311,56001,10349,45652,"Scioto County, Ohio",39,145,2017
339,367844,180088,289819,54401,61913,102655,70850,289819,5957,21511,109716,71700,21571,38681,20683,282452,33248,249204,"Stark County, Ohio",39,151,2017
340,535672,260644,415161,80662,92382,148661,93456,415161,5677,26434,126381,96692,34259,82730,42988,407465,43937,363528,"Summit County, Ohio",39,153,2017
341,197022,95385,158822,27578,31978,57233,42033,158822,5041,12579,72753,30978,10010,18733,8728,155606,20389,135217,"Trumbull County, Ohio",39,155,2017
342,91342,44621,70469,12300,15635,24845,17689,70469,2415,6621,34022,13359,5087,5696,3269,69559,8548,61011,"Tuscarawas County, Ohio",39,157,2017
343,221817,108665,164215,28575,40291,63581,31768,164215,2779,8587,48579,28411,13451,39849,22559,157329,6333,150996,"Warren County, Ohio",39,165,2017
344,114805,57076,86774,18277,18733,29505,20259,86774,6653,5118,33201,18613,5670,11368,6151,83219,10449,72770,"Wayne County, Ohio",39,169,2017
345,128862,63509,100944,30429,20615,30765,19135,100944,675,3565,28366,31292,8802,18538,9706,94581,11677,82904,"Wood County, Ohio",39,173,2017
346,138063,67926,100777,20756,29259,33251,17511,100777,1955,5106,29767,28462,9564,19067,6856,98935,6008,92927,"Canadian County, Oklahoma",40,017,2017
347,273510,134783,209734,58278,53455,63071,34930,209734,3596,13486,53049,62408,16739,39887,20569,197903,23850,174053,"Cleveland County, Oklahoma",40,027,2017
348,109153,52885,90008,25385,23305,26312,15006,90008,1573,5389,29856,27470,6555,11565,7600,81814,10939,70875,"Comanche County, Oklahoma",40,031,2017
349,70848,35091,53694,9977,12620,19101,11996,53694,1717,5217,21581,13058,3929,5573,2619,52927,6856,46071,"Creek County, Oklahoma",40,037,2017
350,66399,31903,50896,10640,12490,16513,11253,50896,1597,6995,19071,11014,4111,5375,2733,47446,10094,37352,"Muskogee County, Oklahoma",40,101,2017
351,777298,378786,539856,122720,141903,172638,102595,539856,12362,39607,142371,137061,40521,109907,58027,528593,67688,460905,"Oklahoma County, Oklahoma",40,109,2017
352,80197,40674,60506,25154,11582,13776,9994,60506,759,4363,15273,17383,6370,10800,5558,53400,14251,39149,"Payne County, Oklahoma",40,119,2017
353,70251,34071,54434,11722,13303,17640,11769,54434,1370,5619,19501,13968,5108,5321,3547,51613,7269,44344,"Pottawatomie County, Oklahoma",40,125,2017
354,90321,45245,68516,13569,16228,24278,14441,68516,916,4255,23608,18663,5123,10612,5339,67235,6166,61069,"Rogers County, Oklahoma",40,131,2017
355,641298,312670,448715,97090,113832,148985,88808,448715,9537,29826,115817,116739,40516,93672,42608,442278,52479,389799,"Tulsa County, Oklahoma",40,143,2017
356,78430,38075,57926,9888,15287,20562,12189,57926,1159,5203,18688,13730,5908,8968,4270,57699,5470,52229,"Wagoner County, Oklahoma",40,145,2017
357,90629,44741,70322,24644,12655,19042,13981,70322,505,1384,9962,22776,6215,17309,12171,64946,11629,53317,"Benton County, Oregon",41,003,2017
358,411033,203924,310785,53618,75378,110845,70944,310785,4164,14803,69853,84271,27957,70066,39671,309365,23381,285984,"Clackamas County, Oregon",41,005,2017
359,186229,90964,142987,22414,34883,50455,35235,142987,1296,6955,37697,37524,14086,30169,15260,142451,13163,129288,"Deschutes County, Oregon",41,017,2017
360,108660,53342,87769,13431,16909,30561,26868,87769,2245,7460,31032,24712,8080,9201,5039,87093,10548,76545,"Douglas County, Oregon",41,019,2017
361,216006,106020,165817,29390,34906,55448,46073,165817,3689,10711,46379,48495,13299,28091,15153,164249,19591,144658,"Jackson County, Oregon",41,029,2017
362,85729,41979,67840,10053,12584,23978,21225,67840,1069,4808,21019,22596,6471,7330,4547,67435,10641,56794,"Josephine County, Oregon",41,033,2017
363,66331,32628,50563,9555,9398,17506,14104,50563,1372,3349,17291,13098,6560,5965,2928,50063,9325,40738,"Klamath County, Oregon",41,035,2017
364,372940,183441,294540,69608,64312,90612,70008,294540,4797,18068,69648,93140,26278,50779,31830,289093,46440,242653,"Lane County, Oregon",41,039,2017
365,124360,61700,93457,17217,21577,31895,22768,93457,2915,7768,30277,27471,10391,10706,3929,92808,12962,79846,"Linn County, Oregon",41,043,2017
366,335089,164830,226991,50098,52861,73790,50242,226991,7054,18059,66980,61821,20670,36314,16093,220344,26419,193925,"Marion County, Oregon",41,047,2017
367,802324,396465,597882,127070,183836,185120,101856,597882,12136,25411,112482,140487,43270,162592,101504,587210,76237,510973,"Multnomah County, Oregon",41,051,2017
368,83354,41813,60451,14678,12727,18264,14782,60451,875,5407,13513,18294,5100,10388,6874,59124,9632,49492,"Polk County, Oregon",41,053,2017
369,72786,36631,52552,11174,13305,16795,11278,52552,1867,5710,16126,15189,5159,4800,3701,48587,7068,41519,"Umatilla County, Oregon",41,059,2017
370,585404,288977,403857,82681,110945,137297,72934,403857,5375,17123,73780,104379,33836,113061,56303,400094,27418,372676,"Washington County, Oregon",41,067,2017
371,122960,59828,90941,26287,20664,28974,15016,90941,1248,4777,28311,25113,5883,16490,9119,86701,12188,74513,"Faulkner County, Arkansas",05,045,2017
372,97388,46818,77268,12662,15620,25549,23437,77268,2800,6496,24001,24532,5631,9106,4702,75794,9887,65907,"Garland County, Arkansas",05,051,2017
373,63905,30289,52828,11652,11518,18172,11486,52828,1357,5144,20598,14517,2198,6241,2773,46429,8233,38196,"Jefferson County, Arkansas",05,069,2017
374,71249,33638,53379,11019,14762,17982,9616,53379,1832,3352,19382,10428,6427,9157,2801,52810,5310,47500,"Lonoke County, Arkansas",05,085,2017
375,387305,184042,289502,61305,73294,96483,58420,289502,5854,21493,82307,68629,17829,56379,37011,284043,37531,246512,"Pulaski County, Arkansas",05,119,2017
376,118076,59153,89626,16018,23537,29614,20457,89626,2010,5494,26652,24039,9404,14414,7613,88659,5950,82709,"Saline County, Arkansas",05,125,2017
377,126935,61247,92125,19420,20584,33249,18872,92125,3159,9652,29194,24717,7250,12210,5943,90817,14548,76269,"Sebastian County, Arkansas",05,131,2017
378,229871,115431,159561,48751,40677,44232,25901,159561,4033,12306,41743,45796,7379,31406,16898,152369,20227,132142,"Washington County, Arkansas",05,143,2017
379,78478,38171,59222,13655,13327,19779,12461,59222,2489,5706,22158,13136,3394,8107,4232,55614,6767,48847,"White County, Arkansas",05,145,2017
380,1654543,813613,1071517,229543,278680,361911,201383,1071517,33453,52395,204467,240204,69023,285811,186164,1051379,88647,962732,"Alameda County, California",06,001,2017
381,226204,111137,176441,46887,36182,52410,40962,176441,4129,11094,42752,58463,18187,26902,14914,170745,29598,141147,"Butte County, California",06,007,2017
382,1141780,557053,765072,141380,179309,281198,163185,765072,22020,36474,135969,188259,68682,203122,110546,759669,56273,703396,"Contra Costa County, California",06,013,2017
383,187615,93458,145060,22667,28750,55868,37775,145060,1639,7571,32807,39446,17400,31338,14859,144111,11115,132996,"El Dorado County, California",06,017,2017
384,978243,484774,596416,160158,149331,177145,109782,596416,33555,60578,146078,179800,55784,82240,38381,585410,92757,492653,"Fresno County, California",06,019,2017
385,135847,67012,107347,27093,24233,33087,22934,107347,1568,6713,24724,33267,9973,20387,10715,104794,19785,85009,"Humboldt County, California",06,023,2017
386,173359,83848,104826,29430,28369,28999,18028,104826,8695,12661,29812,31120,6911,10827,4800,96844,15874,80970,"Imperial County, California",06,025,2017
387,865603,431173,526018,147376,136169,157383,85090,526018,30631,62067,169144,139390,40718,54993,29075,502413,86123,416290,"Kern County, California",06,029,2017
388,135965,69257,89896,26552,24639,25398,13307,89896,4132,9920,27224,28390,7963,9115,3152,78880,8288,70592,"Kings County, California",06,031,2017
389,63594,31790,49019,7061,9679,18295,13984,49019,1521,3455,17047,14566,5792,4630,2008,48440,8834,39606,"Lake County, California",06,033,2017
390,10096702,4968084,6370846,1584045,1586198,2009925,1190678,6370846,402898,457540,1354581,1601989,474563,1384423,694852,6262809,700734,5562075,"Los Angeles County, California",06,037,2017
391,149228,73093,95561,22621,22955,30896,19089,95561,6931,12177,24811,28420,8553,10133,4536,88549,14854,73695,"Madera County, California",06,039,2017
392,256005,123640,186692,23933,35112,73421,54226,186692,3209,6255,20193,36570,12415,61327,46723,181358,12380,168978,"Marin County, California",06,041,2017
393,87268,43160,61921,9859,12409,21262,18391,61921,1254,3405,17905,19059,4327,9993,5978,60775,8295,52480,"Mendocino County, California",06,045,2017
394,270238,136380,152613,45084,36636,43975,26918,152613,12152,15051,41651,48099,13219,15161,7280,149043,23830,125213,"Merced County, California",06,047,2017
395,421669,209208,229442,58135,51303,69625,50379,229442,11953,16583,50840,61528,21427,41249,25862,216513,17209,199304,"Monterey County, California",06,053,2017
